TRADE_NAME,LICENSE_DESCRIPTION,GISLINK,ADDRESS,PHONE
UNIQAIR TECHNOLOGIES LTD,AIR PURIFICATION SYSTEMS - ENGINEERING MANUFACTURING AND SALES,793.43881,"305-43881 PROGRESS WAY, CHILLIWACK BC  V2R 0E6",604-854-5628
UNIQUE YOU THERAPY,COUNSELLING SERVICES,EPS4031,"3-46504 VALLEYVIEW RD, CHILLIWACK BC  V2R 5M8",604-621-7894
UNITED AUTOMOTIVE INTERIORS,AUTOMOTIVE INTERIORS,EPS4777,"201-43875 PROGRESS WAY, CHILLIWACK BC",778-908-4571
UNITED RENTALS,EQUIPMENT RENTALS,200.45543,"45543 YALE RD, CHILLIWACK BC  V2P 2N1",604-792-0034
UNITY CHRISTIAN PRESCHOOL,PRESCHOOL - NON-PROFIT # 5961- 20 CHILDREN,892.5095,"50950 HACK-BROWN RD, CHILLIWACK BC  V4Z 1K9",604-794-7797
UNIVERSAL CONTRACTING (651432 BC LTD DBA),CONSTRUCTION CONTRACTOR,564.44376,"44376 EENA DR, CHILLIWACK BC  V2R 5L1",604-858-8618
UNKNOWN AGENCIES,ONLINE SALES REPRESENTATIVE - CLOTHING & ACCESSORIES - OFFICE USE ONLY,640.41435,"41435 SOUTH SUMAS RD, CHILLIWACK BC  V2R 4K5",604-751-2042
UNSWORTH MARKET,RETAIL GROCERY STORE,4439.056,"5600 UNSWORTH RD, CHILLIWACK BC  V2R 5L1",
"UPPAL, KEWAL APARTMENTS",RENTAL APARTMENTS (4),945.46025,"46025 CLEVELAND AVE, CHILLIWACK BC  V2P 2W9",604-795-7351
UPPER VALLEY AVIATION LTD,AIRCRAFT STORAGE & MAINTENANCE,841.4619,"46190 AIRPORT RD, CHILLIWACK BC  V2P 1A5",604-792-0735
UPPERCUTS GROOMING SALON,DOG GROOMING,1002.51335,"51335 CHURCH ST, ROSEDALE BC  V0X 1X0",778-840-3304
UPTOWN GRILL,RESTAURANT,982.46128,"102-46168 YALE RD, CHILLIWACK BC  V2P 0J6",604-792-2009
URBAN FIREPLACES LTD,"SALE & INSTALLATION OF GAS, WOOD & ELECTRIC FIREPLACES",,BUSINESS-NON RESIDENT,604-424-8300
URBAN KIDS (YM INC DBA),RETAIL CHILDRENS CLOTHING STORE,762.45585,"46-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-847-6616
URBAN SPADE LANDSCAPE CO,LANDSCAPE & YARD MAINTENANCE,974.51057,"51057 YALE RD, CHILLIWACK BC  V0X 1X0",604-819-9837
V.K GROCERIES LTD,CONVENIENCE STORE,4597.0959,"9590 YOUNG RD, CHILLIWACK BC  V2P 4T1",604-792-8420
VAC ATTACK SERVICES LTD,INDUSTRIAL VACUUMING SERVICES LTD,,BUSINESS-NON RESIDENT,604-214-9500
VAGABOND ELECTRIC,"ELECTRICAL INSTALLATIONS, MAINTENANCE & SERVICE - MOBILE - TQ # 00377-EW-11",4607.0755,"7550 MELVILLE ST, CHILLIWACK BC  V2R 1L7",
VALHALLA PLUMBING,PLUMBING HEATING / GAS - LIC#02895-PL-08 / #0200491,502.45455,"45455 ARIEL PLACE, CHILLIWACK BC  V2R 0K7",604-798-8294
VALLEVUE HOLDINGS LTD,DEVELOPMENT,4647.07032,"7032 CHILLIWACK RIVER RD, CHILLIWACK BC  V2R 4M2",604-858-4902
VALLEY CUSTOM COVERS,CANVAS FABRICATION - DIRECT SALES,1050.49228,"49228 CASTLEMAN RD, CHILLIWACK BC  V2P 6H4",604-794-7957
VALLEY CUSTOM RODS,ONLINE FISHING TACKLE REPAIRS AND SALES,971.4563,"45630 HERRON AVE, CHILLIWACK BC  V2P 3G9",604-807-4769
VALLEY CYCLE LOCKSMITHS LTD,LOCKSMITH  LIC#B442,982.46275,"46275 YALE RD, CHILLIWACK BC  V2P 2P5",604-795-9330
VALLEY DENTAL GROUP,DENTIST,749.45543,"45543 KNIGHT RD, CHILLIWACK BC  V2R 5L2",604-858-9880
VALLEY FAMILY DENTISTRY,DENTAL OFFICE,841.45584,"100-45584 AIRPORT RD, CHILLIWACK BC",
VALLEY FAMILY DENTISTRY,DENTAL,I.R.7,"300-8236 EAGLE LANDING PKY, CHILLIWACK BC",604-392-3192
VALLEY FRESH CARPET CLEANING,CARPET CLEANING,4638.08695,"8695 BAKER DR, CHILLIWACK BC  V2P 7A3",604-997-8105
VALLEY GIRL MARKETING,SOCIAL MEDIA MARKETING & BOOKKEEPING SERVICES,888.46412,"46412 DINAH AVE, CHILLIWACK BC  V2P 7C5",604-701-6323
VALLEY GREEN LAWN SERVICES LTD,LAWN CARE SERVICES - OFFICE USE ONLY,4730.10888,"10888 MCSWEEN RD, CHILLIWACK BC  V2P 7Z7",604-795-4600
VALLEY GREENHOUSE SERVICES LTD,GREENHOUSE CONSTRUCTION - OFFICE USE ONLY- MOBILE SERVICES,4400.07221,"7221 LICKMAN RD, CHILLIWACK BC  V2R 4A8",778-875-7335
VALLEY GUTTERS (1133037 BC LTD DBA),GUTTER INSTALLATION CONTRACTOR,1081.4862,"48620 CAMP RIVER RD, CHILLIWACK BC  V0X 1X0",604-795-0168
VALLEY INDOOR GREENHOUSE SUPPLIES,GREENHOUSE SUPPLIES & EQUIPMENT,LMS1995,"103-44195 YALE RD, CHILLIWACK BC  V2R 4H2",604-702-1169
VALLEY MASSAGE THERAPY,REGISTERED MASSAGE THERAPY LIC#05138 & MOBILE SERVICES,4762.05548,"5548 CHURCHILL PARKWAY, CHILLIWACK BC  V2R 4M6",604-866-1299
VALLEY MOBILE TINTING,GLASS TINTING,780.45786,"B-45786 LUCKAKUCK WAY, CHILLIWACK BC  V2R 4E8",
VALLEY OUTDOORS DESIGN & MAINTENANCE,LANDSCAPING CONTRACTOR & RENOVATIONS - OFFICE ONLY,4650.1013,"10130 HYMAR DR, CHILLIWACK BC  V2P 5T4",604-819-8360
VALLEY PHARMACY,PHARMACY,200.45955,"10-45955 YALE RD, CHILLIWACK BC  V2P 2M4",604-392-2211
VALLEY PODIATRY INC,PODIATRISTS' OFFICE,NW1408,"202-45625 HODGINS AVE, CHILLIWACK BC  V2P 1P2",604-792-8280
VALLEY POWER SWEEP,MAINTENANCE,,BUSINESS-NON RESIDENT,604-858-8003
VALLEY POWERTRAIN,AUTO REPAIR,889.45868,"A-45868 RAILWAY AVE, CHILLIWACK BC  V2P 1L3",604-791-1230
VALLEY PROACTIVE HEALTH INC,"ORTHOTICS, MEDICAL SUPPLIES AND EQUIPMENT - #4220",4565.09123,"107-9123 MARY ST, CHILLIWACK BC  V2P 4H7",
VALLEY RITE-MIX A DIVISION OF LAFARGE CANADA INC,READY-MIX CONCRETE,1080.4605,"46050 BRINX RD, CHILLIWACK BC  V2P 6H5",604-792-7258
VALLEY ROOTER LTD,PLUMBING CONTRACTOR - 0647-PL-97,,BUSINESS-NON RESIDENT,604-557-1772
VALLEY SHIDOKAN KARATE CLUB,MARTIAL ARTS - FITNESS INSTRUCTION - NON-PROFIT #S-26065,LMS2142,"106-8364 YOUNG RD, CHILLIWACK BC  V2P 4N9",604-799-2807
VALLEY SUNRISE FRESH FOODS,GROCERY STORE,LMS2073,"2-5725 VEDDER RD, CHILLIWACK BC  V2R 3N4",6045043229
VALLEY T.V. & STEREO,RADIO & TV SERVICE,935.46077,"9401 FLETCHER ST, CHILLIWACK BC  V2P 4Z4",604-792-6713
VALLEY TOYOTA (VT VENTURES INC DBA),AUTOMOBILE DEALERSHIP MD#8176,4597.0875,"8750 YOUNG RD, CHILLIWACK BC  V2P 1J5",604-792-1167
VALLEY VETERINARY SERVICES,VETERINARY CLINIC,LMS3962,"2-45735 THOMAS RD, CHILLIWACK BC  V2R 3N3",604-858-6560
VALLEY WASTE & RECYCLING INCORPORATED,"SEPTIC, CONTAINERS & PORTABLE TOILETS",793.44675,"1-44675 CHALMER PLACE, CHILLIWACK BC  V2R 0H8",604-792-6070
VALLEY WATER,WATER PURIFICATION & BOTTLING,889.4582,"45820 RAILWAY AVE, CHILLIWACK BC  V2P 1L3",604-795-4797
VALLEY X-RAY SERVICES LTD, X-RAY CLINIC,923.45731,"45731 PATTEN AVE, CHILLIWACK BC  V2P 1S2",604-795-7205
VAN DEN BRINK ENGINEERING,STRUCTURAL ENGINEERING,841.45991,"101-45991 AIRPORT RD, CHILLIWACK BC  V2P 1A3",604-792-2268
VAN DYK CABINETS (2008) LTD,"CABINET SALES, MANUFACTURING & INSTALLATIONS",889.4579,"45790 RAILWAY AVE, CHILLIWACK BC  V2P 1L3",604-795-2962
VAN HOEPEN LANDSCAPING,LANDSCAPING CONTRACTOR - OFFICE ONLY,5120.0965,"9650 FORD RD, CHILLIWACK BC  V0X 1X2",604-794-3672
VAN MAREN CONSTRUCTION GROUP (#8531) LTD (INC NO 427413),LAND DEVELOPMENT,780.45793,"202-45793 LUCKAKUCK WAY, CHILLIWACK BC  V2R 5S3",604-847-0700
VAN RYK CONSTRUCTION LTD,FRAMING CONTRACTOR,4260.0683,"6830 SUMAS PRAIRIE RD, CHILLIWACK BC  V2R 4K1",604-835-6302
VAN SANTEN CONSTRUCTION,GENERAL CONTRACTOR - OFFICE ONLY,4720.06811,"6811 PREST RD, CHILLIWACK BC  V2R 4W4",604-858-8585
VANCOUVER PHOTOBOOTH INC,PHOTOGRAPHY,,BUSINESS-NON RESIDENT,604-764-2815
VANCOUVER SIGN GROUP INC.,SIGN MANUFACTURING AND INSTALLATION,,BUSINESS-NON RESIDENT,604-273-4155
VANCOUVER WATER ENTERPRISES CANADA CO LTD (INC NO 949688),WATER BOTTLING,640.44488,"125-44488 SOUTH SUMAS RD, CHILLIWACK BC  V2R 5M3",604-824-7455
VANDENBERG LANDSCAPE DESIGN LTD,LANDSCAPING CONTRACTOR - OFFICE USE ONLY,560.42675,"42675 KEITH WILSON RD, CHILLIWACK BC  V2R 4B3",604-835-0531
VANMAR HOUSE,NON-PROFIT S-4416  ADULT GROUP HOME,4628.06699,"6699 VANMAR ST, CHILLIWACK BC  V2R 2W1",604-792-7726
VANPRO ELECTRIC LTD,ELECTRICIAN - #00824-EW-12 -  OFFICE USE ONLY,440.41784,"41784 YARROW CENTRAL RD, CHILLIWACK BC  V2R 5G2",604-768-8294
VAPESTREET (1117255 BC LTD DBA),RETAIL VAPE STORE,4569.07301,"1-7301 VEDDER RD, CHILLIWACK BC  V2R 4G7",778-918-0024
VDH WATER TECHNOLOGY LTD,WATER TREATMENT EQUIPMENT,4450.06429,"6429 UNSWORTH RD, CHILLIWACK BC  V2R 4P4",604-391-0304
VECTOR GEOMATICS LAND SURVEYING LTD,LAND SURVEYOR,EPS315,"6-7965 VENTURE PLACE, CHILLIWACK BC  V2R 0K2",604-735-7474
VEDDER AUTO GLASS,AUTO GLASS REPAIR & WORKSHOP,738.45778,"111-45778 GAETZ ST, CHILLIWACK BC  V2R 4E5",604-378-8387
VEDDER CONSTRUCTION GROUP INC,GENERAL CONTRACTOR,4597.08337,"7-8337 YOUNG RD, CHILLIWACK BC  V2P 4N8",604-328-3724
VEDDER DENTAL CLINIC (DR. ZENO S.H. PARK INC DBA),DENTAL OFFICE,NW2164,"3-5640 VEDDER RD, CHILLIWACK BC  V2R 3M7",604-858-4441
VEDDER ELECTRIC,ELECTRICAL CONTRACTOR LIC#LEL 0207160,4554.06524,"6524 WILTSHIRE ST, CHILLIWACK BC  V2R 1P8",604-798-7725
VEDDER MOTORS,AUTOMOTIVE REPAIR,4571.05651,"5651 VEDDER RD, CHILLIWACK BC  V2R 3N5",604-858-4222
VEDDER MOUNTAIN BIKE CO,"BIKES SALES, SERVICE & ACCESSORIES",4571.05658,"102-5658 VEDDER RD, CHILLIWACK BC  V2R 3N7",604-846-2453
VEDDER MOUNTAIN ENTERPRISES,EXCAVATION CONT & SELF DEFENCE FOR WOMEN & FIRE ARMS TRAINING LIC#BC-202R/ LIC #12626054 -,495.44711,"44711 VEDDER MTN RD, CHILLIWACK BC  V2R 4C4",
VEDDER MOUNTAIN HOMES INC,CONSTRUCTION & RENOVATIONS,382.42317,"42317 HIGHLAND DR, CHILLIWACK BC  V2R 5H2",604-835-9700
VEDDER MOUNTAIN VETERINARY CLINIC,VETERINARY CLINIC,4560.05434,"5434 VEDDER RD, CHILLIWACK BC  V2R 3M4",604-858-8298
VEDDER PLAZA APARTMENTS,APARTMENTS RENTALS - 14 UNITS,568.45645,"45645 LARK RD, CHILLIWACK BC  V2R 3N5",604-794-3451
VEDDER RESIDENTIAL INC.,PLUMBING & HEATING CONTRACTOR LIC#00256-PL-12,4471.05614,"5614 CANTERBURY DR, CHILLIWACK BC  V2R 3H8",604-328-9750
VEDDER RIDGE CONSTRUCTION (H.A.O. HOLDINGS LTD),GENERAL CONTRACTOR - OFFICE ONLY,4902.09674,"9674 GILLANDERS RD, CHILLIWACK BC  V2P 6H4",604-793-9663
VEDDER RIVER INN (BLESS HOLDINGS 2016 LTD DBA),MOTEL - 50 units,4571.05788,"5788 VEDDER RD, CHILLIWACK BC  V2R 1C4",604-824-7999
VEDDER RIVER MASSAGE THERAPY,REGISTERED MASSAGE THERAPY - MOBILE - NO MORE THAN 2 PERSONS AT A TIME - RMT #009094,524.44922,"44922 ANGLERS BLVD, CHILLIWACK BC  V2R 0Y1",250-315-5761
VEDDER SUSHI BC LTD.,JAPANESE RESTAURANT,4569.073,"8-7300 VEDDER RD, CHILLIWACK BC  V2R 4G6",604-824-9880
VEDDER TOOL SUPPLY LTD,MOBILE TOOL TRUCK,4180.0394,"3940 STEWART RD, CHILLIWACK BC  V2R 5G7",604-798-7397
VEDDER TRANSPORT (B REIMER TRUCKING LTD DBA),TRUCKING,880.46255,"46255 CHILLIWACK CENTRAL RD, CHILLIWACK BC  V2P 1J7",800-661-8883
VEDDER VILLAGE CHIROPRACTIC,CHIROPRACTIC OFFICE,LMS2073,"12-5725 VEDDER RD, CHILLIWACK BC  V2R 3N4",604-858-2113
VENTURE PLACE HOLDINGS,PROPERTY MANAGEMENT / BOOKKEEPING,1003.47571,"47571 SWALLOW CRES, CHILLIWACK BC  V2P 7P8",604-792-3162
VENUS FLOWER FOUNTAIN,GREENHOUSE - NURSERY,987.4851,"48510 YALE RD, CHILLIWACK BC  V2P 6H4",
VERATEC ENGINEERED PRODUCTS INC,WHOLESALE DISTRIBUTOR TO THE LANDSCAPE INDUSTRY,793.43779,"43779 PROGRESS WAY, CHILLIWACK BC  V2R 0E6",604-607-3002
VERITY SALON,HAIR SALON,613.47452,"47452 WITTENBERG PL, CHILLIWACK BC  V2R 0L3",604-846-7147
VERMEER BROS CONTRACTING LTD,GENERAL CONTRACTOR / BUILDING,880.49951,"49951 CHILLIWACK CENTRAL RD, CHILLIWACK BC  V2P 6H3",604-794-3452
VERSACE BEAUTY SALON,BEAUTY SALON,862.45695,"3-45695 HOCKING AVE, CHILLIWACK BC  V2P 6Z6",604-791-5364
VERTEC TRANSPORT LTD,COMMERCIAL SEPTIC HVAC,793.44675,"1-44675 CHALMER PLACE, CHILLIWACK BC  V2R 0H8",604-792-6070
VERY GOOD CREATIVE COMPANY,DESIGN & MARKETING - DIGITAL & PRINT DESIGN - OFFICE USE,LMS2815,"12-8465 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-378-2571
VFIT COACHING,PERSONAL TRAINING - OFFICE USE- MOBILE - NO MORE THAN TWO PERSONS ON SITE AT ONE TIME,NW54,"35-45215 WOLFE RD, CHILLIWACK BC  V2P 1V5",778-347-0776
VIC'S CUSTOM EXHAUST LTD,AUTOMOTIVE / BRAKES / EXHAUST,4597.08815,"A-8815 YOUNG RD, CHILLIWACK BC  V2P 4P6",604-392-1990
VICTORIA'S HAIR DESIGN,HAIRDRESSING,649.45142,"45142 LAURELWOOD PL, CHILLIWACK BC  V2R 1S8",604-858-2123
VIDO BUILDING REPAIRS & MAINTENANCE LTD,CONSTRUCTION & RENOVATION,,BUSINESS-NON RESIDENT,604-368-0943
VIEWPOINT IMMIGRATION,IMMIGRATION SERVICES,LMS2815,"12-8465 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-799-6749
VILLAGE PARK MEDICAL,MEDICAL CLINIC,749.45485,"103-45485 KNIGHT RD, CHILLIWACK BC  V2R 3G3",604-824-8182
VILMA GREEN RMT,REGISTERED MASSAGE THERAPIST LIC#RMT 003857,4569.07408,"101-7408 VEDDER RD, CHILLIWACK BC  V2R 4E6",604-846-2999
VINTAGE SPOONWORKS,RECYCLING OF VINTAGE CUTLERY INTO JEWELLERY / LEATHER & CORK BRACELETS,BCS1955,"127-51096 FALLS COURT, CHILLIWACK BC  V4Z 1K7",604-614-3555
VIRGIN MOBILE,RETAIL PHONE & ACCESSORIES - KIOSK,762.45585,"RMU5-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-824-8977
VIRTUAL BROADCAST NETWORK,BROADCASTING / EVENT - ONLINE,653.48023,"48023 ELK VIEW RD, CHILLIWACK BC  V4Z 1E1",604-791-3542
VISION 2020 EYECARE CHILLIWACK LTD,OPTOMETRY & OPTICIAN,LMS1654,"103-45744 GAETZ ST, CHILLIWACK BC  V2R 3P1",604-769-2020
VISION POOLS LTD,POOL INSTALLATION,640.41762,"41762 SOUTH SUMAS RD, CHILLIWACK BC  V2R 4K6",604-798-7055
VISSCHER LUMBER INC (INC NO BC0539257),VISSCHER LUMBER INC.,4400.06545,"6545 LICKMAN RD, CHILLIWACK BC",604-858-3375
VITA BELLA BISTRO (679045 BC LTD DBA),ITALIAN RESTAURANT,762.45373,"45373 LUCKAKUCK WAY, CHILLIWACK BC  V2R 3C7",
VITA DENTAL WELLNESS,DENTAL CLINIC,762.45425,"201-45425 LUCKAKUCK WAY, CHILLIWACK BC  V2R 2T7",604-858-5152
VITAL TWEAKS WELLBEING,ONLINE DIGITAL TRAINING - OFFICE USE ONLY,LMS2901,"3-46008 BOLE AVE, CHILLIWACK BC  V2P 2V5",
VIVACARE INC,MEDICAL CLINIC,I.R.7,"620-8249 EAGLE LANDING PKY, CHILLIWACK BC  V2R 0P9",604-307-5551
VIVINT CANADA INC,SECURITY ALARM SERVICE #B4978,,BUSINESS-NON RESIDENT,801-377-9111
VOID MANAGEMENT,TRAINING VOID MANAGEMENT TO QUALIFIED INDIVIDUALS,4550.06952,"6952 COACH LAMP DR, CHILLIWACK BC  V2R 2X6",604-795-6968
VOLUME CARPETS LTD,CARPET SALES,4509.0798,"7980 EVANS RD, CHILLIWACK BC  V2R 5R7",604-795-2231
VROOM CONSTRUCTION SERVICES,SALES & INSTALLATION OF BLINDS - OFFICE USE ONLY,5028.07943,"7943 BROOKWOOD PL, CHILLIWACK BC  V4Z 0A1",604-794-5825
VZ LOGISTICS LTD DBA BASN JUNK REMOVAL,JUNK REMOVAL & YARD MAINTENANCE,1052.46706,"46706 TETON AVE, CHILLIWACK BC  V2P 6M4",604-819-8068
W G TAX SERVICES,BOOKKEEPING - OFFICE ONLY,957.4578,"45780 REECE AVE, CHILLIWACK BC  V2P 2Z5",604-798-1404
W.G. INDUSTRIES LTD,INTERIOR WALL & CEILING SYSTEMS - DRYWALL CONTRACTOR - OFFICE ONLY,LMS3112,"23-47470 CHARTWELL DR, CHILLIWACK BC  V2P 8A2",604-795-9074
W.P.D. CUSTOM TRACTOR SERVICES,CUSTOM TRACTOR SERVICES/ SITE WORK & YARD MAINTENANCE - OFFICE ONLY,459.42195,"42195 KNOX AVE, CHILLIWACK BC  V2R 5E1",
W.W. TENT REPAIRS,TENT REPAIRS,908.46247,"46247 THIRD AVE, CHILLIWACK BC  V2P 1R9",
WAAL & CO,NOTARY PUBLIC,4597.09086,"9086 YOUNG RD, CHILLIWACK BC  V2P 4R5",604-795-0070
WALKER'S PLUMBING,PLUMBING CONTRACTOR LIC#00439-PL-10,LMS3442,"112-6450 VEDDER RD, CHILLIWACK BC  V2R 5N7",604-799-2428
WALLY'S AUTO BODY LTD,AUTO BODY PAINTING & REPAIRS / TOWING,4597.08832,"8832 YOUNG RD, CHILLIWACK BC  V2P 4P5",604-795-9108
WALMART #3167 LTC (0831837 BC LTD DBA),"LOTTERY CENTER - ""on behalf of Squiala First Nations""",I.R.7,"88-8249 EAGLE LANDING PKY, CHILLIWACK BC  V2R 0P9",778-241-4725
WALMART CANADA CORP,RETAIL STORE,I.R.7,"88-8249 EAGLE LANDING PKY, CHILLIWACK BC  V2R 0P9",604-792-7522
WALTER KRAHN CONTRACTING LTD (INC NO BC0514575),GENERAL CONTRACTOR - OFFICE ONLY,725.4545,"45450 WELLS RD, CHILLIWACK BC  V2R 1H3",604-991-0089
WAREHOUSE ONE - THE JEAN STORE,RETAIL CLOTHING,762.4561,"1180-45610 LUCKAKUCK WAY, CHILLIWACK BC",604-858-7038
WASH WORLD (0942871 BC LTD DBA),CAR WASH FACILITY,4569.07854,"7854 VEDDER RD, CHILLIWACK BC  V2R 4G9",780-468-2400
WASTE CONNECTIONS OF CANADA INC,WASTE MANAGEMENT,,BUSINESS-NON RESIDENT,905-532-7510
WASTE MANAGEMENT OF CANADA CORPORATION,SOLID WASTE / RECYCLING COLLECTION,,BUSINESS-NON RESIDENT,800-774-9748
WATERSTONE LAW GROUP LLP,LAW OFFICE,780.45793,"201-45793 LUCKAKUCK WAY, CHILLIWACK BC  V2R 5S3",604-824-7777
WATERSTONE MASSAGE THERAPY CLINIC,REGISTERED MASSAGE THERAPY CLINIC,4580.09236,"9236 MAIN ST, CHILLIWACK BC  V2P 4M7",604-795-9115
WAYNE'S HEATING & COOLING SERVICES,HVAC SERVICE & INSTALLATION  LIC #6940 & LIC#LGA 0201213,987.48125,"48125 YALE RD, CHILLIWACK BC  V4Z 0A8",604-793-6351
WEATHER PRO EXTERIORS,SIDING INSTALLATION CONTRACTOR- OFFICE ONLY,I.R.10,"46251 RANCHERO DR, CHILLIWACK BC  V4Z 1K2",604-825-9653
WEBSTER PARK INVESTMENTS,LAND DEVELOPMENT / CONSTRUCTION,613.4744,"47440 WITTENBERG PL, CHILLIWACK BC  V2R 0L3",604-798-4103
WEDLER ENGINEERING LLP,CONSULTING ENGINEER - CIVIL & STRUCTURAL,4604.093,"201-9300 NOWELL ST, CHILLIWACK BC  V2P 4V7",604-792-0651
WEDMAN ESTATES INC,MANAGEMENT - PROPERTY - OFFICE USE ONLY,5004.07524,"7524 DICKINSON PL, CHILLIWACK BC  V4Z 1J6",
WEDMAN ESTATES INC - APARTMENT,15 UNIT APARTMENT -,749.4575,"45750 KNIGHT RD, CHILLIWACK BC  V2R 0G1",604-745-7998
WEE CARE DAYCARE,FAMILY DAYCARE - MAXIMUM 8 CHILDREN,903.46622,"46622 ARBUTUS AVE, CHILLIWACK BC  V2P 6P4",604-795-4642
WEIJDEMAN'S BOOKKEEPING & PAYROLL LTD.,"BOOKKEEPING & PAYROLL SERVICE - TUP00080 EXPIRES JANUARY 25, 2022",884.45933,"45933 TRETHEWEY AVE, CHILLIWACK BC  V2P 1K4",604-392-7593
WELD-A-QUIP ENTERPRISES LTD,WELDING REPAIR - NO OUTDOOR STORAGE,EPS764,"106A-43869 PROGRESS WAY, CHILLIWACK BC  V2R 0E6",604-793-8566
WELDCOR SUPPLIES INC,DISTRIBUTION WELDING SUPPLIES,788.44636,"A-44636 YALE RD, CHILLIWACK BC  V2R 4H1",604-701-6533
WELLINGTON ART GROUP,ARTIST STUDIO - NO RETAIL,4581.05471,"5471 CRIMSON RIDGE, CHILLIWACK BC  V2R 0J5",604-819-9047
WELLINGTON NATURAL HEALTH LTD,MULTIDISIPLINARY HEALTH CENTRE,959.45919,"45919 WELLINGTON AVE, CHILLIWACK BC  V2P 2C6",
WELLINGTON PLASTICS INC,LIGHT MANUFACTURING,4443.07906,"3-7906 ENTERPRISE DR, CHILLIWACK BC  V2R 5N8",604-795-5106
WELLNESS PHARMACY LTD (DBA) WELLNESS PHARMACY NO. 12,PHARMACY,4565.09123,"101-9123 MARY ST, CHILLIWACK BC  V2P 4H7",604-325-3245
WELLS H20 LTD,"PLUMBING SERVICE AND REPAIRS - BACK-FLOW PREVENTION, HYDRANTS",,BUSINESS-NON RESIDENT,
WELLSPRING MANAGEMENT CORP,FINANCIAL MANAGEMENT SERVICES - OFFICE ONLY,4350.08451,"8451 GOOSEBERRY PL, CHILLIWACK BC  V2R 4A3",604-793-4440
WENDY'S,FAST FOOD RESTAURANT,4569.07615,"7615 VEDDER RD, CHILLIWACK BC  V2R 4E8",604-858-2323
WERNER SMITH MECHANICAL INC,HVAC REFRIGERATION PLUMBING SERVICE - TQ# 02842-PL-08,,BUSINESS-NON RESIDENT,604-554-0554
WES WIEBE CONSTRUCTION,RESIDENTIAL AND LIGHT COMMERCIAL RENOVATIONS & CONSTRUCTION - TQ # 0689-CA-97,4650.10601,"10601 MCDONALD RD, CHILLIWACK BC  V2P 6L4",
WEST 49 (8674329 CANADA INC DBA),RETAIL CLOTHING STORE,762.45585,"113-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-847-3706
WEST AVENUE CONSTRUCTION INC,MANAGEMENT OF NEW HOME CONSTRUCTION - OFFICE USE ONLY,5040.07179,"7179 RAMSAY PL, CHILLIWACK BC",778-831-1582
WEST CARE MEDICAL LTD,MEDICAL OFFICE - SLEEP APNEA SPECIALIST,912.4542,"45420 HODGINS AVE, CHILLIWACK BC  V2P 1P6",604-792-6635
WEST COAST AMUSEMENTS LTD,CARNIVAL - APPROVED LOCATIONS ONLY *****LIC AM - 100,4400.08094,"8094 LICKMAN RD, CHILLIWACK BC  V2R 3Z9",604-702-1933
WEST COAST DIPS,DIPPING POWDER SYSTEM FOR DYI MANICURES ONLINE SALES,584.44692,"44692 LANCASTER DR, CHILLIWACK BC  V2R 3B8",778-233-4170
WEST COAST HIGHLAND BUILDING SOLUTIONS INC,CONSULTANT - SALES / MARKETING / CONSTRUCTION MANAGEMENT,LMS3829,"3-5697 PROMONTORY RD, CHILLIWACK BC  V2R 0V7",604-313-6506
WEST COAST POP UP MARKETS,EVENT ORGANIZERS,4569.07107,"7107 VEDDER RD, CHILLIWACK BC  V2R 4E3",
WEST END AUTO BODY LTD,AUTO BODY SHOP/MOTOR VEHICLE SALES - INDOOR WRECKING - RESTRICTED,841.45825,"45825 AIRPORT RD, CHILLIWACK BC  V2P 1A3",604-795-3513
WEST STAR MOTORS LTD,AUTOMOBILE SALES - MDL 11010,200.45533,"45533 YALE RD, CHILLIWACK BC  V2P 2N1",604-795-7600
WEST YALE AUTO & CONVERSION LTD,AUTO REPAIRS & PROPANE CONVERSION,788.44344,"A-44344 YALE RD, CHILLIWACK BC  V2R 4H1",604-793-9310
WESTAR TRAILER RENTALS & SALES (PONDEROSA INVESTMENTS LTD DBA),TRAILER REPAIRS & RENTALS,788.44503,"44503 YALE RD, CHILLIWACK BC  V2R 4H2",604-793-9668
WESTARR KENNEL,COMMERCIAL KENNEL / DOG BOARDING & TRAINING,880.50804,"50804 CHILLIWACK CENTRAL RD, CHILLIWACK BC  V0X 1X0",604-536-6607
WESTBOW CONSTRUCTION GROUP LTD (BC0967268),CONSTRUCTION,4280.0735,"42875 YALE RD, CHILLIWACK BC  V2R 4J8",250-832-0209
WESTCAN MANUFACTURING LTD,WELDING/FABRICATION,LMS2649,"4-44565 YALE RD, CHILLIWACK BC  V2R 4H2",604-795-7733
WESTCOAST FIREPLACES & BBQ SPECIALISTS LTD,GAS APPLIANCES - SALE & INSTALL,200.45763,"B-45763 YALE RD, CHILLIWACK BC  V2P 2N5",604-792-7100
WESTECK WINDOWS INC,WINDOW MANUFACTURING,BCS1146,"1-8104 EVANS RD, CHILLIWACK BC  V2R 5R8",604-792-6700
WESTECK WINDOWS MFG INC,MANUFACTURING - SEALED UNITS,793.43977,"43977 PROGRESS WAY, CHILLIWACK BC",604-794-3527
