X,Y,FID,PropertyNumber,Business_Name,Civic_Unit,Civic_House,Civic_Street,Mailing_Address,GISLink,CommunityName,Phone,Licence_Desc,Category,Category_Desc,Detail,Detail_Desc,NAICS_Primary,NAICS_Primary_Desc,Approved_Date,Permitted_Use,Permitted_Use_Desc,Seasonal_Employees,PartTime_Employees,FullTime_Employees,Latitude,Longitude
-13656094.31,6304202.01,4986,121706,DOMINO'S PIZZA NS CO,A107,9355,198 ST,"A105 A106 A107 A108 9355 198 ST 
LANGLEY BC  V1M 3J9",104617,,604-888-3037,MANUFACTURE & PACKAGING OF PIZZA DOUGH,33,FOOD PROCESSING,1,NOT USED,311824,"Manufacturing / Food mfg. / Bakeries & tortilla mfg. / Cookie, cracker & pasta mfg. / Dry pasta, dgh & flr mix mfg purchased flour",,197,,,,9,49.17261821,-122.6747824
-13655124.19,6303965.388,4987,120817,CEL-COM SYSTEMS LTD,9,20075,92A AVE,"9 20075 92A AVE 
LANGLEY BC  V3A 4P8",104709,Northwest Langley,604-888-2113,ELECTRONIC RADIO SALES & SERVICING,72,REPAIR SERVICES,ELECTRONIC,ELECTRONIC MACHINERY,417320,"Wholesale trade / Machinery, equipment & supplies whl. / Computer & communications equipment whl. / Electr. com. navig. & com. equip.& suppl. whl / Electr. comp.navig. & com. equip.& suppl. whl.",,293,,,,7,49.1712285,-122.6660677
-13655176.54,6287633.925,4988,121536,STEPHEN M SHORE FAMILY PRACTICE INC,106,20103,40 AVE,"106 20103 40 AVE 
LANGLEY BC  V3A 2W3",102031,Brookswood / Fernridge,604-533-6626,MEDICAL PRACTICE,65,PROFESSIONALS,PHYSICIANS,PHYSICIAN,621110,Health care & social assistance / Ambulatory health care services / Offices of physicians / Offices of physicians / Offices of physicians,,73,,,8,1,49.07521776,-122.6665379
-13654201.46,6294561.408,4989,127144,KAOTIC KUSTOMS LTD,107,20381,62 AVE,"107 20381 62 AVE 
LANGLEY BC  V3A 5E6",127144,Willowbrook,604-533-0447,VEHICLE CUSTOMIZING WINDOW TINTING  AUDIO WORK,92,VEHICULAR,REPAIRS,REPAIRS,811121,"Other services (exc. Public administration) / Repair & maintenance / Automotive r&m / Auto. body, paint, interior & glass repair / Automotive body, paint & interior r&m",,372,,,1,2,49.11596632,-122.6577786
-13655613.09,6294936.218,4990,146114,EARLS RESTAURANT (LANGLEY) LTD,600,6339,200 ST,"600 6339 200 ST 
LANGLEY BC  V2Y 1A2",145624,Willowbrook,604-534-8750,RESTAURANT,73,RESTAURANTS,FAMILY,FAMILY DAY CARE,722410,Accommodation & food services / Food services & drinking places / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages),,302,,,40,40,49.11817005,-122.6704595
-13656042.41,6305219.387,4991,116898,FRASER VALLEY TARP & TIE LTD,,19789,TELEGRAPH TRAIL,"19789 TELEGRAPH TR 
LANGLEY BC  V1M 3E6",116898,,604-888-1422,MANUFACTURING TARPS & ACCESSORY RETAIL SALES,54,MANUFACTURERS,PLASTIC,PLASTIC,314910,Manufacturing / Textile product mills / Other textile product mills / Textile bag & canvas mills / Textile bag & canvas mills,,194,,,,6,49.17859293,-122.6743161
,,4992,136578,HUGHES HOMES INC,,,OUT OF TOWN,"15010 SEMIAHMOO PL 
SURREY BC  V4P 2K3",136578,,535-7663,HOUSE CONSTRUCTION,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,,,,96,,,,,,
-13634813.66,6284058.342,4993,120804,"ALDERGROVE DAYCARE CENTRE ""SMURF CITY""",,26770,29 AVE,"PO BOX 1769 
ALDERGROVE BC  V4W 2V1",113611,Aldergrove,604-856-3725,GROUP CHILD CARE,25,DAY CARE,GROUP,GROUP DAY CARE,624410,Health care & social assistance / Social assistance / Child day-care services / Child day-care services / Child day-care services,,154,,,,3,49.05417252,-122.4836151
-13633595,6284802.929,4994,123478,H & R BLOCK,,27127,FRASER HWY,"27127 FRASER HWY 
LANGLEY BC  V4W 3H2",123478,Aldergrove,604856-4942,INCOME TAX PREPARATION SERVICE,45,"INSURANCE AGENTS, AGENCIES",1,NOT USED,541213,"Professional, scientific & technical services / Professional, scientific & technical services / Accounting, tax prep. & bookkeeping services / Accounting, tax prep. & bookkeeping services / Tax preparation services",,83,,4,2,1,49.05855577,-122.4726676
,,4995,136578,TRASOLINI CONTRACTORS LTD,,,OUT OF TOWN,"908 SHERWOOD AVE 
COQUITLAM BC  V3K 1A6",136578,,299-7010,GENERAL CONTRACTORS,22,CONTRACTOR - GENERAL,MISC,MISCELLANEOUS,,,,96,,,,14,,
-13654760.54,6295433.5,4996,141280,FIRST WEST CREDIT UNION,,20193,64 AVE,"20193 64 AVE 
LANGLEY BC  V2Y 1M9",141048,Willowbrook,604-592-7230,FINANCIAL SERVICES,32,FINANCIAL INSTITUTIONS,LEASE,LEASING,522130,Finance & insurance / Credit intermediation & related activities / Depository credit intermediation / Local credit unions / Local credit unions,,83,,,15,25,49.12109373,-122.662801
-13654728.6,6305611.894,4997,134561,CENTRA WINDOWS INC,,20178,98 AVE,"20178 98 AVE 
LANGLEY BC  V1M 3G1",134561,Northwest Langley,604 882 5010,WINDOW  DOOR & SIDING APPLICATION,21,CONTRACTOR,GLASS,GLASS,238170,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Siding contractors / Siding contractors",,216,,,,32,49.1808978,-122.662514
-13642877.77,6291985.265,4998,109200,CHOICE MECHANICAL LTD,,24093,54 AVE,"24093 54 AVE 
LANGLEY BC  V2Z 2N6",109200,,604-603-8042, PLUMBING HEATING & GASFITTING CONTRACTOR,21,CONTRACTOR,PLG/HTG/G,"PLUMBING, HEATING AND GAS",238220,"Construction / Specialty trade contractors / Building equipment contractors / Plumbing, heating & ac contractors / Plumbing, heating & ac contractors",,9,,,,2,49.10081694,-122.5560562
-13656158.8,6294830.054,4999,122813,RE/MAX TREELAND REALTY (1992) LTD,101,6337,198 ST,"101  6337 198 ST 
LANGLEY BC  V2Y 2E3",102706,Willowbrook,604-533-3491,REAL ESTATE OFFICE,68,"REAL ESTATE AGENTS, AGENCIES",1,NOT USED,531212,Real estate & rental & leasing / Real estate / Offices of real estate agents & brokers / Offices of real estate agents & brokers / Offices of real estate brokers,,83,,,,40,49.11754586,-122.6753617
,,5000,136578,PONTE BROS CONTRACTING LTD,,,OUT OF TOWN,"6770 CARIBOO RD 
BURNABY BC  V3N 4A4",136578,,604-420-3307,INSTALL UNDERGROUND UTILITIES,21,CONTRACTOR,ELECTRIC,ELECTRICAL,,,,96,,,,5,,
-13645865.48,6280273.031,5001,107459,TASMAN ENGINEERING,,1663,232 ST,"1663 232 ST 
LANGLEY BC  V2Z 1K7",107459,,604-533-0393,OFFICE FOR RACING CAR & ENG DESIGN CONSULTANT,65,PROFESSIONALS,ENGINEER,ENGINEER,541330,"Professional, scientific & technical services / Professional, scientific & technical services / Architectural, engineering & related services / Engineering services / Engineering services",,9,,,,,49.03188315,-122.5828953
-13656005.68,6305255.522,5002,143963,HERITAGE STEEL SALES LTD,,9718,197B ST,"9718 197B ST 
LANGLEY BC  V1M 3G3",143963,,604-888-1414,STEEL BUSINESS,74,RETAIL MERCHANTS,EQUIPMENT,HEAVY EQUIPMENT,416210,Wholesale trade / Building material & supplies whl. / Metal service centres / Metal service centres / Metal service centres,,401,,,2,9,49.17880512,-122.6739862
,,5003,136578,HAAKON INDUSTRIES LTD,,,OUT OF TOWN,"11851 DYKE RD 
RICHMOND BC  V7A 4X8",136578,,273-0161,MECHANICAL -HVAC & SHEET METAL,21,CONTRACTOR,MECHANICAL,MECHANICAL,,,,96,,,,,,
-13656397.79,6303753.316,5004,115775,MARK-CREST FOODS LTD,,19670,92A AVE,"19670 92A AVE 
LANGLEY BC  V1M 3B2",115775,,882-2066,MANUFACTURE FROZEN PASTRY PRODUCTS,33,FOOD PROCESSING,1,NOT USED,311814,Manufacturing / Food mfg. / Bakeries & tortilla mfg. / Bread & bakery product mfg. / Commercial bakeries & frozen product mfg.,,194,,,,,49.16998294,-122.6775086
-13655613.09,6294936.218,5005,146360,BDO CANADA LLP,220,19916,64 AVE,"220 19916 64 AVE 
LANGLEY BC  V2Y 1A2",145624,Willowbrook,604-534-8691,CHARTERED ACCOUNTANTS,65,PROFESSIONALS,CGA,CHARTERED ACCOUNTANT,541212,"Professional, scientific & technical services / Professional, scientific & technical services / Accounting, tax prep. & bookkeeping services / Accounting, tax prep. & bookkeeping services / Offices of accountants",,83,,,,30,49.11817005,-122.6704595
-13655478.19,6294638.098,5006,114836,WESTERN COAST INSURANCE SERVICES LTD,,6263,200 ST,"6263 200 ST 
LANGLEY BC  V2Y 1A2",114836,Willowbrook,604-517-7003,INSURANCE AGENCY,45,"INSURANCE AGENTS, AGENCIES",1,NOT USED,524210,"Finance & insurance / Insurance carriers & related activities / Agencies, brokerages & other insurance act. / Insurance agencies & brokerages / Insurance agencies & brokerages",,83,,,1,3,49.11641723,-122.6692477
-13646499.56,6304142.257,5007,111554,GP ENTERPRISES,,22877,96 AVE,"22877 96 AVE 
FORT LANGLEY BC  V1M 2S2",111554,Fort Langley,888-9376,DRESS MAKING,24,CRAFTS,SEWING,SEWING,315249,Manufacturing / Clothing mfg. / Cut & sew clothing mfg. / Women girls & infants cut & sew clothing mfg. / Women's & girls' cut & sew clothing mfg,,9,,,,,49.17226727,-122.5885913
-13653882.56,6294478.278,5008,102783,TCS (TORQUE CONVERTOR) SPECIALTIES,,6217,205 ST,"6217 205 ST 
LANGLEY BC  V2Y 1N7",102783,Willowbrook,604-533-8675,AUTOMOTIVE REMANUFACTURING,54,MANUFACTURERS,AUTO,AUTOMOBILE,418110,Wholesale trade / Miscellaneous wholesaler-distributors / Recyclable material whl. / Recyclable metal whl. / Recyclable metal whl.,,194,,,,10,49.11547753,-122.6549139
-13653718.69,6297744.624,5009,103550,COVENANT KIDS CHRISTIAN DAYCARE,,20525,72 AVE,"20525 72 AVE 
LANGLEY BC  V3A 4P7",103550,Willoughby,530-5619,GROUP CHILD CARE,25,DAY CARE,GROUP,GROUP DAY CARE,624410,Health care & social assistance / Social assistance / Child day-care services / Child day-care services / Child day-care services,,154,,,2,2,49.13467928,-122.6534419
-13654895.06,6303677.531,5010,133745,TOTAL FITNESS,,20165,91A AVE,"202 20165 91A AVE 
LANGLEY BC  V1M 2G2",133745,Northwest Langley,604-888-4774,FITNESS FACILITY,69,RECREATION,FITNESS,FITNESS,713940,"Arts, entertainment & recreation / Amusement, gambling & recreation industries / Other amusement & recreation industries / Fitness & recreational sports centres / Fitness & recreational sports centres",,79,,,23,3,49.16953783,-122.6640093
-13640399.9,6301543.816,5011,110861,EAFAB ELECTRIC (TERRY EATON),,8500,248 ST,"8500 248 ST 
LANGLEY BC  V1M 3P4",110861,,,ELECTRICAL CONTRACTING,21,CONTRACTOR,ELECTRIC,ELECTRICAL,238210,Construction / Specialty trade contractors / Building equipment contractors / Electrical & other wiring contractors / Electrical & other wiring contractors,,9,,,,,49.1570041,-122.5337971
-13655613.09,6294936.218,5012,146101,LONG & MCQUADE LTD,207,6339,200 ST,"207 6339 200 ST 
LANGLEY BC  V2Y 1A2",145624,Willowbrook,604-530-8704,RETAIL MUSIC STORE,74,RETAIL MERCHANTS,MUSIC,MUSICIAN,451140,"Retail trade / Sporting goods, hobby, book & music stores / Sport, hobby & musical instrument stores / Musical instrument & supplies stores / Musical instrument & supplies stores",,83,,,8,10,49.11817005,-122.6704595
-13635127.55,6284948.811,5013,111978,RE/MAX ALDERCENTER REALTY LTD,,26641,FRASER HWY,"26641 FRASER HWY 
LANGLEY BC  V4W 3L1",111978,Aldergrove,857-1100,REAL ESTATE SALES OFFICE,68,"REAL ESTATE AGENTS, AGENCIES",1,NOT USED,531212,Real estate & rental & leasing / Real estate / Offices of real estate agents & brokers / Offices of real estate agents & brokers / Offices of real estate brokers,,83,,,1,6,49.0594145,-122.4864348
-13656490.36,6305536.716,5014,128247,GEMCO CONSTRUCTION LTD,,19635,TELEGRAPH TRAIL,"19635 TELEGRAPH TRAIL 
LANGLEY BC  V1M 3E6",128247,,604-857-4953,GENERAL CONTRACTOR FOR CIVIL SERVICES,22,CONTRACTOR - GENERAL,IND & MFT,INDUSTRIAL AND MANUFACTURING,237110,Construction / Heavy and civil engineering construction / Utility system construction / Water & sewer line & related structures const / Water & sewer line & related structures const,,418,,,,50,49.18045635,-122.6783402
-13652101.16,6302585.528,5015,133429,HOMESTEAD INSURANCE AGENCIES LTD,103,8850,WALNUT GROVE DR,"103 8850 WALNUT GROVE DR 
LANGLEY BC  V1M 2C9",116164,Walnut Grove,604-888-5042,INSURANCE SALES,45,"INSURANCE AGENTS, AGENCIES",1,NOT USED,524210,"Finance & insurance / Insurance carriers & related activities / Agencies, brokerages & other insurance act. / Insurance agencies & brokerages / Insurance agencies & brokerages",,83,,,,3,49.16312365,-122.6389113
-13650804.91,6290313.366,5016,102634,OLD YALE FABRICATING & WELDING LTD,,21511,OLD YALE RD,"21511 OLD YALE RD 
LANGLEY BC  V3A 4M9",102634,Murrayville,533-5447,FABRICATING AND WELDING MOBILE,98,"WELDING, MACHINE SHOP, BLACKSMITH, IRON WORKS",1,NOT USED,811310,Other services (exc. Public administration) / Repair & maintenance / Commercial & ind'l mach. & equip. r&m / Commercial & ind'l mach. & equip. r&m / Commercial & ind'l mach. & equip. r&m,,9,,,,,49.09098263,-122.627267
-13652322.63,6289162.819,5017,130744,KNOWLSON CONSTRUCTION,,4523,210A ST,"4523 210A ST 
LANGLEY BC",130744,Brookswood / Fernridge,604-813-2226,RESIDENTIAL RENOVATIONS AND ADDITIONS,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,9,,,,,49.08421383,-122.6409008
-13642265.32,6303186.312,5018,118855,FORT LANGLEY AVIATION (2003) LTD,,24600,RIVER RD,"24600 RIVER RD 
LANGLEY BC  V1M 3R4",118855,,604-888-1922,FLIGHT SCHOOL AND CHARTERS,88,TRAVEL,CHARTERS,CHARTERS,611510,Educational services / Educational services / Technical & trade schools / Technical & trade schools / Technical & trade schools,,132,,,,4,49.16665262,-122.5505545
-13654840.73,6305597.262,5019,122796,KAL TIRE,1,20140,98 AVE,"1 20140 98 AVE 
LANGLEY BC  V1M 2D1",116952,Northwest Langley,604-882-0145,TIRE SERVICE,74,RETAIL MERCHANTS,TIRE,TIRE SALES,441320,"Retail trade / Motor vehicle & parts dealers / Automotive parts, accessories & tire stores / Tire dealers / Tire dealers",,383,,,,6,49.18081188,-122.6635213
-13649704.21,6289079.663,5020,108217,COSMOS IN HOME APPLIANCE SERVICE,,21854,45 AVE,"21854 45 AVE 
LANGLEY BC  V3A 9H4",108217,Murrayville,534-0643,OFFICE FOR MOBILE MAJOR APPLIANCE REPAIRS,72,REPAIR SERVICES,APPLIANCE,APPLIANCE STORE,811412,Other services (exc. Public administration) / Repair & maintenance / Personal & household goods r&m / Home & garden equipment & appliance r&m / Appliance r&m,,9,,,,,49.08372459,-122.6173792
-13643542.24,6287928.769,5021,108870,GROVE CEDAR LTD,,23895,FRASER HWY,"23895 FRASER HWY 
LANGLEY BC  V2Z 2K5",108870,,530-1720,MANUFACTURING OF CEDAR FENCING,54,MANUFACTURERS,WOOD,WOOD,321999,Manufacturing / Wood product mfg. / Other wood product mfg. / All other wood product mfg. / All other misc. wood product mfg.,,194,,4,4,16,49.07695276,-122.5620253
-13654674.76,6276641.336,5022,130448,JENSEN'S PLUMBING & HEATING LTD,,456,202 ST,"456 202 ST 
LANGLEY BC  V2Z 1V7",130448,,604-533-8542,OFFICE FOR PLUMBING CONTRACTOR,21,CONTRACTOR,PLG/HTG/G,"PLUMBING, HEATING AND GAS",238220,"Construction / Specialty trade contractors / Building equipment contractors / Plumbing, heating & ac contractors / Plumbing, heating & ac contractors",,97,,0,0,3,49.01048895,-122.6620303
-13637680.06,6291816.733,5023,117949,K-MAC EXCAVATING,,5376,256 ST,"5376 256 ST 
ALDERGROVE BC  V4W 1J5",117949,,604-856-7006,OFFICE FOR EXCAVATOR,23,CONTRACTOR - MISC,EXCAVATING,EXCAVATING AND BULLDOZING,238910,Construction / Specialty trade contractors / Other specialty trade contractors / Site preparation contractors / Site preparation contractors,,9,,,,,49.0998257,-122.5093643
,,5024,136578,SIMPLEX GRINNELL,,,OUT OF TOWN,"1485 LINDSEY PL 
ANNACIS ISLAND DELTA BC  V3M 6V1",136578,,515-8872,FIRE PROTECTION,23,CONTRACTOR - MISC,FIRE,FIRE PROTECTION,,,,96,,,,2,,
-13640332.73,6293239.741,5025,110197,ABNEY ROOFING LTD,,24943,58 AVE,"24943 58 AVE 
ALDERGROVE BC  V4W 1T5",110197,,604-534-5715,OFFICE FOR ROOFING CONTRACTOR,21,CONTRACTOR,ROOFING,ROOFING,238160,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Roofing contractors / Roofing contractors",,9,,,,,49.10819464,-122.5331937
-13633429.7,6284925.535,5026,152537,GURPREET K GILL,110,3113,272 ST,"110-3113 272 ST 
LANGLEY BC  V4W 3R9",119296,Aldergrove,604-864-0257,LAW OFFICE,65,PROFESSIONALS,LAWYERS,LAWYER,541110,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services / Offices of lawyers / Offices of lawyers",,83,,0,0,1,49.05927749,-122.4711828
-13655251.92,6287653.806,5027,114434,FLEMING OLSON TANEDA & MACDOUGALL,,4038,200B ST,"4038 200B ST 
LANGLEY BC  V3A 1N9",114434,Brookswood / Fernridge,604-533-3411,LAWYER'S OFFICE,65,PROFESSIONALS,LAWYERS,LAWYER,541110,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services / Offices of lawyers / Offices of lawyers",,83,,,,3,49.07533475,-122.6672151
-13636253.39,6291826.994,5028,117952,ALDERGROVE KENNELS @ 856-DOGS.COM,,26306,56 AVE,"26306 56 AVE 
ALDERGROVE BC  V4W 1J7",117952,,856-2448,COMMERCIAL KENNEL,48,KENNELS,1,NOT USED,812910,Other services (exc. Public administration) / Personal & laundry services / Other personal services / Pet care (exc. veterinary) services / Pet care (exc. veterinary) services,,246,,2,4,4,49.09988605,-122.4965484
-13636253.39,6291826.994,5029,117952,856-DOGS.COM,,26306,56 AVE,"26306 56 AVE 
ALDERGROVE BC  V4W 1J7",117952,,,RETAIL/WHOLESALE PET FOOD/SUPPLIES,74,RETAIL MERCHANTS,PET,PET STORE,453910,Retail trade / Misc. store retailers / Other misc. store retailers / Pet & pet supplies stores / Pet & pet supplies stores,,249,,2,4,4,49.09988605,-122.4965484
-13655613.09,6294936.218,5030,146111,PROSPERA CREDIT UNION,500,6339,200 ST,"500 6339 200 ST 
LANGLEY BC  V2Y 1A2",145624,Willowbrook,,CREDIT UNION,32,FINANCIAL INSTITUTIONS,CREDIT,CREDIT UNIONS,522130,Finance & insurance / Credit intermediation & related activities / Depository credit intermediation / Local credit unions / Local credit unions,,83,,,2,8,49.11817005,-122.6704595
-13655176.54,6287633.925,5031,121533,BROOKSWOOD DENTURE CLINIC LTD,102,20103,40 AVE,"102 20103 40 AVE 
LANGLEY BC  V3A 2W3",102031,Brookswood / Fernridge,604-530-9936,MANUFACTURING OF DENTURES,54,MANUFACTURERS,MEDICAL,MEDICAL,621390,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners / Offices of all other health practitioners / Offices of all other health practitioners,,261,,,,1,49.07521776,-122.6665379
-13652173.34,6275399.459,5032,100031,TRC RACING LTD,,21067,0 AVE,"21067 0 AVE 
LANGLEY BC  V2Z 1T9",100031,,657-1536,OFFICE FOR AUTO WHOLESALE,14,BROKER,AUTO,AUTOMOBILE,415110,Wholesale trade / Motor vehicle & parts whl. / Motor vehicle whl. / New & used automobile & light-duty truck whl. / New & used automobile & light-duty truck whl.,,9,,,,,49.00317097,-122.6395597
-13634310.34,6284843.405,5033,112034,ALDER AUTO PARTS LTD,,26891,FRASER HWY,"26891 FRASER HWY 
ALDERGROVE BC  V4W 3E4",112034,Aldergrove,604-856-5125,AUTO PARTS STORE,74,RETAIL MERCHANTS,AUTO PARTS,VEHICLE PARTS & ACCESSORIES,452991,Retail trade / General merchandise stores / Other general merchandise stores / All other general merchandise stores / Home & auto supplies stores,,46,,,5,15,49.05879403,-122.4790937
-13647148.39,6301387.087,5034,120534,BELMONT GOLF COURSE LTD,,22555,TELEGRAPH TRAIL,"22555 TELEGRAPH TRAIL 
LANGLEY BC  V1M 3S4",120534,,888-9898,GOLF COURSE,38,"GOLF COURSES, DRIVING RANGES, OR PAR-3 COURSES",1,NOT USED,713910,"Arts, entertainment & recreation / Amusement, gambling & recreation industries / Other amusement & recreation industries / Golf courses & country clubs / Golf courses & country clubs",,151,,16,,6,49.15608333,-122.5944198
-13644574.56,6291376.196,5035,118080,ALL CRAFT INDUSTRIES LTD,,23565,52 AVE,"23565 52 AVE 
LANGLEY BC  V2Z 2P5",118080,,533-6566,RESIDENTIAL & COMMERCIAL RENOVATIONS CONTRACTOR,21,CONTRACTOR,RENOVATION,RENOVATIONS,238140,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Masonry contractors / Masonry contractors",,9,,,,,49.09723455,-122.5712987
,,5036,136578,BC FURNACE SERVICE LTD,,,OUT OF TOWN,"3 75 BLUE MOUNTAIN ST 
COQUITLAM BC  V3K 0A7",136578,,604-415-9471,FURNACE REPAIR,72,REPAIR SERVICES,EQUIPMENT,HEAVY EQUIPMENT,,,,96,,,,2,,
-13637969.42,6276024.378,5037,106977,DANFOR EXPORT LTD,,290,256 ST,"290 256 ST 
ALDERGROVE BC  V4W 2H8",106977,,857-2234,OFFICE FOR LUMBER EXPORT,41,IMPORT/EXPORT OR MANUFACTURERS AGENT,1,NOT USED,416320,"Wholesale trade / Building material & supplies whl. / Lumber & other building supplieswhl. / Lumber, plywood & millwork whl. / Lumber, plywood & millwork whl.",,9,,,,,49.00685355,-122.5119638
