LicenceNumber,DateFrom,DateTo,TradeName,LicenceDesc,LicenceCategory,Unit,Address,StreeName,ESRI_OID
3172,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DOMINOS PIZZA,PIZZA TAKE OUT,COFFEE SHOP/CAFE/DELI - COFFEE SHOP/CAFE/DELI,,1960,OSPIKA BLVD S,3268
1464,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MCDONALD & WILBUR & NUMBER 127 HOLDINGS LTD,BUILDING RENTAL,BUILDING RENTAL - COMMERCIAL,,1110,6TH AVE,3269
74953,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BRIGHT HEALTH SOLUTIONS SOCIETY,Medical Software Company,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,1110,6TH AVE,3270
81505,2021/06/25 07:00:00+00,2021/12/31 08:00:00+00,STRAWBERRY MEDICINE COUNSELLING,Virtual Indigenous Mental Health Counselling Services,HOME BUSINESS 2,,5655,CRANBROOK HILL RD,3271
72372,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHERN MONUMENTAL LTD,grave marker sales,COMMERCIAL SERVICE > 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3272
1036,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NAPP ENTERPRISES LTD,demolish and abatement of hazardous goods,"HOME BUSINESS, GENERAL OR LOGGING CONTRACTOR - CONTRACTOR - OTHER",,,BUSINESS - OUT OF TOWN,3273
81589,2021/08/24 07:00:00+00,2021/12/31 08:00:00+00,RF HAUSER SHOWS LTD,"Travelling carnival rides, games and carnival foods",CARNIVAL AND MIDWAY,,,BUSINESS - OUT OF TOWN,3274
81554,2021/07/27 07:00:00+00,2021/12/31 08:00:00+00,UNIVERSAL HEALTH AND SAFETY INC,"We provide educational seminars related to health and safety. First aid training, traffic control, e",COMMERCIAL EDUCATION,,,BUSINESS - OUT OF TOWN,3275
81442,2021/05/20 07:00:00+00,2021/12/31 08:00:00+00,KYMAND INC,Security sales partner for ADT,"Aircraft Sale/Rental, Business/Office Supplies, Retail Convenience/General, Building/Garden Supplies, Retail Farmers/Flea Market, Direct Sales Group/Individual

COMMERCIAL RETAIL (<1000 SQ M GFA)",,,BUSINESS - OUT OF TOWN,3276
81574,2021/08/12 07:00:00+00,2021/12/31 08:00:00+00,OPPORTUNITY BRIDAL,Pop-up New Wedding Dress and Accessory Sale.,"Aircraft Sale/Rental, Business/Office Supplies, Retail Convenience/General, Building/Garden Supplies, Retail Farmers/Flea Market, Direct Sales Group/Individual

COMMERCIAL RETAIL (<1000 SQ M GFA)",,,BUSINESS - OUT OF TOWN,3277
79951,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BANG ON CONTRACTING LTD,construction & renovations,"CONTRACTOR, TRADE - CARPENTRY - RENOVATIONS",,,BUSINESS - OUT OF TOWN,3278
81086,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FULL QUIVER CARPENTRY,Carpentry Services,"CONTRACTOR, TRADE - CARPENTRY - RENOVATIONS",,,BUSINESS - OUT OF TOWN,3279
80424,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BC HIGH RIDGE CONSTRUCTION,Construction / Renovation,"CONTRACTOR, TRADE - CARPENTRY - RENOVATIONS",,,BUSINESS - OUT OF TOWN,3280
77424,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HOPSON CONSTRUCTION LTD,"carpentry, construction","CONTRACTOR, TRADE - CARPENTRY - RENOVATIONS",,,BUSINESS - OUT OF TOWN,3281
74209,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WESTCAN CONSTRUCTION,Contractor,"CONTRACTOR, TRADE - CARPENTRY - RENOVATIONS",,,BUSINESS - OUT OF TOWN,3282
73926,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CANTILEVER CONSTRUCTION,Residential construction & Renovations,"CONTRACTOR, TRADE - CARPENTRY - RENOVATIONS",,,BUSINESS - OUT OF TOWN,3283
77458,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BULLZ I CONSTRUCTION LTD,Contractor Trade,"CONTRACTOR, TRADE - CARPENTRY - RENOVATIONS",,,BUSINESS - OUT OF TOWN,3284
78279,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,REUNION DESIGN,interior design and home renovation services,"CONTRACTOR, TRADE - CARPENTRY - RENOVATIONS",,,BUSINESS - OUT OF TOWN,3285
2898,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CENTER CITY PAVING,PAVING CONTRACTOR,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,,,BUSINESS - OUT OF TOWN,3286
79864,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BORDER GLASS AND ALUMINUM,"Fabrication & installation of aluminum doors, windows & curtainwall",INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,,,BUSINESS - OUT OF TOWN,3287
78738,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,VECTOR CORROSION TECHNOLOGIES LTD,Concrete Restoration,"CONTRACTOR, TRADE - CONCRETE",,,BUSINESS - OUT OF TOWN,3288
78525,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SIBOLA ELECTRIC LTD.,Electrical Contractor,"HOME BUSINESS, CONTRACTOR TRADE - ELECTRICAL",,,BUSINESS - OUT OF TOWN,3289
78548,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTH STAR ELECTRIC INC,Electrical Contractor,"HOME BUSINESS, CONTRACTOR TRADE - ELECTRICAL",,,BUSINESS - OUT OF TOWN,3290
79992,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,VERTICAL HORIZON CONTRACTING,Backhoe Excavating,VEHICLE HIRE - VEHICLE HIRE,,,BUSINESS - OUT OF TOWN,3291
80045,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MAP TRANSPORT,Carrier Driver,VEHICLE HIRE - VEHICLE HIRE,,,BUSINESS - OUT OF TOWN,3292
5863,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PITNEY BOWES OF CANADA LTD,OFFICE MACHINES SALES/RENTAL AND SERVICE,INDUSTRIAL SERVICE > 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3293
64531,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PATTISON OUTDOOR - PACIFIC REGION,ADVERTISING SERVICE,COMMERCIAL OFFICE - ADVERTISING,,,BUSINESS - OUT OF TOWN,3294
81013,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,THE HUB COLLECTION LTD.,Construction of Student Housing Project,RESIDENTIAL BUILDING RENTAL - APARTMENTS,,,BUSINESS - OUT OF TOWN,3295
78892,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KPSM CONTRACTING LTD,"contracting mainly plumbing, office moves","HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,,BUSINESS - OUT OF TOWN,3296
78595,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ADAMSON ENTERPRISES INC,Residential dangerous tree removal,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,,BUSINESS - OUT OF TOWN,3297
79467,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TUFF EXCAVATING AND CONTRACTING,"Excavating, contracting, fencing and landscaping","HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,,BUSINESS - OUT OF TOWN,3298
80185,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SIMONE LINDSTROM PAINTING,house painting,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,,BUSINESS - OUT OF TOWN,3299
80571,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CHRIS' CRANE SERVICE,Delivery of construction material with use of crane.,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,,BUSINESS - OUT OF TOWN,3300
2720,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DAN SEXSMITH TRUCKING,1 DUMP TRUCK,VEHICLE HIRE - VEHICLE HIRE,,,BUSINESS - OUT OF TOWN,3301
79593,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HOMEWOOD HEALTH INC,Counseling Services,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3302
70539,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,INDUSTRIAL DRILLERS LTD.,Water Well Drilling,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,,BUSINESS - OUT OF TOWN,3303
74260,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LANITA'S UPHOLSTERY,"HOME BUSINESS, CONTRACTOR TRADE","HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,,BUSINESS - OUT OF TOWN,3304
80204,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BLD ENTERPRISES INC.,"Tree Services - Removal, Pruning, Stump grinding.","HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,,BUSINESS - OUT OF TOWN,3305
9959,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,J BAILEY & SONS NEW HOMES AND RENOVATIONS LTD,FRAMING & RENOVATIONS,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,,BUSINESS - OUT OF TOWN,3306
79588,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BLUESUN MAINTENANCE & CONTRACTING LTD,Building Maintenance,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,,BUSINESS - OUT OF TOWN,3307
78831,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MCSQUARED SYSTEM DESIGN GROUP INC,AVI Technology Design Consulting,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3308
79334,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SL ENTERPRIZES LTD,Traffic Control Training,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3309
79999,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BLUE OCEANS SATELLITE SYSTEMS INC,Provide & install GPS type hardware,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3310
79859,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HATFIELD CONSULTANTS PARTNERSHIP,"Environmental Consulting, Monitoring & Assessment",COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3311
79025,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,VICS FIRE & SAFETY,"Cleaning & degreasing commercial kitchen exhaust systems, automatic fire system testing",COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3312
79130,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BOYCHUK CATTLE CO,Pet Cremation,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3313
4070,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PINCHIN LTD.,"ENVIRONMENTAL TESTING, HAVE ONE MICROSCOPE  ON TABLE, NO LABSET UP.",COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3314
74088,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,THE AME CONSULTING GROUP LTD,Consulting engineering for mechanical systems,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3315
74826,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SAFETY NET SECURITY LTD,security guards mobile patrols alarm response security monitoring cctv,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3316
69430,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GRACE MEMORIAL FUNERAL HOME & CREMATORIUM LTD,full service funeral home,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3317
74666,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CONSOLIDATED CIVIL ENFORCEMENT BC INC,COMMERCIAL SERVICE < 100 sq. m.,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,,BUSINESS - OUT OF TOWN,3318
7520,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MAJESTIC TAXIDERMY,TAXIDERMY,HOME BUSINESS - HOME BUSINESS,,,BUSINESS - OUT OF TOWN,3319
4877,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AASE ROOF INSPECTION,Roof Inspection & Design,HOME BUSINESS - HOME BUSINESS,,,BUSINESS - OUT OF TOWN,3320
9059,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,JARDINE CONSULTING INC,AUTOMOBILE & EQUIPMENT CONSULTING,HOME BUSINESS - HOME BUSINESS,,,BUSINESS - OUT OF TOWN,3321
9588,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ACCRUAL BUSINESS SERVICES,BOOKKEEPING SERVICES,HOME BUSINESS - HOME BUSINESS,,,BUSINESS - OUT OF TOWN,3322
8231,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DACAN ENTERPRISES LTD,IMPORT/EXPORT,HOME BUSINESS - HOME BUSINESS,,,BUSINESS - OUT OF TOWN,3323
9541,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DBE THERE HOUSE & YARD CLEANING,HOUSE AND YARD CLEANING,HOME BUSINESS - HOME BUSINESS,,,BUSINESS - OUT OF TOWN,3324
79607,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HABITAT SYSTEMS INC,"Outdoor recreation construction and assembly, playgrounds, etc","CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3325
72022,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,INTERIOR MOBILE HEARING,Hearing Tests - Mobile,HOME BUSINESS - HOME BUSINESS,,,BUSINESS - OUT OF TOWN,3326
72993,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TENT MONKEY RENTALS,RENTAL OF PROMOTIIONAL EQUIPMENT FOR SPECIAL EVENTS,HOME BUSINESS - HOME BUSINESS,,,BUSINESS - OUT OF TOWN,3327
4953,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NOEL PEPIN CANINE BEHAVIOR SPECIALISTS,DOG OBEDIENCE TRAINING,HOME BUSINESS - HOME BUSINESS,,,BUSINESS - OUT OF TOWN,3328
75010,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RM COOK BUSINESS SERVICES INC,"Bookkeeping, year end prep, Computerized Accounting",HOME BUSINESS - HOME BUSINESS,,,BUSINESS - OUT OF TOWN,3329
9899,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KEERY CONSULTING LTD,ENGINEERING CONSULTANT,HOME BUSINESS - HOME BUSINESS,,,BUSINESS - OUT OF TOWN,3330
79557,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,764744 ALBERTA LTD O/A 2K MECHANICAL,HVAC,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3331
79395,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,VALLEYVIEW FENCES LTD,Security Fencing,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3332
80882,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,YELLOWRIDGE CONSTRUCTION LTD.,General contractor,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3333
79186,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KENDRICK EQUIPMENT (2003) LTD,Equipment Sales,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3334
78722,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DUMP IT CONTRACTING,Snow removal contractor,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3335
80173,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SERVICE PRO'S HEATING & COOLING INC.,Heating and cooling service install & repair,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3336
75462,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PACIFIC INDUSTRIAL SCALE,Industrial Scale Service,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3337
6124,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ARTISTIC SIGN SERVICE LTD,SIGN CONTRACTOR - 8105 Old Cariboo Highway,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3338
6026,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CORAL ENVIRONMENTS LTD,HVAC REPAIRS AND INSTALLATION,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3339
78274,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SIDE SHOW PRODUCTIONS LTD,set up and take down of special events,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3340
78110,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,COAST CUTTING & CORING LTD,Concrete Cutting & Coring,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3341
78084,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,A + B WATERPUMPS,"Installation, repair & replace water pump systems for water wells","CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3342
75190,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WATERFALL DRILLING,Waterwell Drilling,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3343
75032,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TOPSIDE CONSULTING,roof and building envelope consulting and inspection,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3344
77031,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SIEMENS CANADA LTD,building technologies,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3345
39625,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KONE INC,ELEVATOR MAINTENANCE,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3346
1659,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EDLAND ENTERPRISES LTD,ELECTRICAL,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3347
1760,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,JOHNSON CONTROLS CANADA LP,Manufacture & installation of building control systems,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3348
68871,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,UNIWIDE DRILLING CO LTD,ENVIRONMENTAL AND GEOTECHNICAL DRILLING SPECIAILIST8469,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3349
80914,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,REDEKOP DEVELOPMENT (PG) CORP.,General contractor,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3350
80967,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LITE ACCESS TECHNOLOGIES (CANADA) INC.,Construction specializing in turn key fibre optic solutions,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3351
1380,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CANADIAN STEBBINS ENG & MFG CO LTD,STRUCTURES,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3352
72876,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GEEKS ON THE WAY,"CONTRACTOR, TRADE","CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3353
75222,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SECURE ENERGY,Environmental Services office for district at Kelowna 3334 Sexsmith rd,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3354
1151,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AVON CANADA INC.,AVON PRODUCTS,"DIRECT SALES, GROUP - DIRECT SALES, GROUP",,,BUSINESS - OUT OF TOWN,3355
75474,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ACCESS GAS SERVICES INC (BC0771090),Natural Gas Supplier,"DIRECT SALES, GROUP - DIRECT SALES, GROUP",,,BUSINESS - OUT OF TOWN,3356
6580,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WATKINS INCORPORATED,FOOD & HOUSEHOLD PRODUCTS,"DIRECT SALES, GROUP - DIRECT SALES, GROUP",,,BUSINESS - OUT OF TOWN,3357
1134,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MARY KAY COSMETICS,CO LICENCE COSMETICS,"DIRECT SALES, GROUP - DIRECT SALES, GROUP",,,BUSINESS - OUT OF TOWN,3358
81204,2021/02/09 08:00:00+00,2021/12/31 08:00:00+00,CORPORATE EXPRESS CANADA INC DBA STAPLES BUSINESS ADVANTAGE,Stationery & Office Supplies Wholesale - Distributors,"DIRECT SALES, GROUP - DIRECT SALES, GROUP",,,BUSINESS - OUT OF TOWN,3359
8777,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,STUDENT WORKS PAINTING,PAINTING,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,,BUSINESS - OUT OF TOWN,3360
80778,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CANADIAN PROPERTY STARS,Residential lawn maintenance,"CONTRACTOR, TRADE - LANDSCAPING",,,BUSINESS - OUT OF TOWN,3361
80755,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,U.H.L.S. TREE SERVICE,Landscaping services,"CONTRACTOR, TRADE - LANDSCAPING",,,BUSINESS - OUT OF TOWN,3362
81030,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GREEN ROOTS PLAY EQUIPMENT INC.,Selling & Installation of Playground/Outdoor Fitness Equipment,"CONTRACTOR, TRADE - LANDSCAPING",,,BUSINESS - OUT OF TOWN,3363
78038,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TIMBERWOLF CONTRACTING,"fencing, prunning","CONTRACTOR, TRADE - LANDSCAPING",,,BUSINESS - OUT OF TOWN,3364
80594,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTH PRO YARDSCAPES,Landscaping,"CONTRACTOR, TRADE - LANDSCAPING",,,BUSINESS - OUT OF TOWN,3365
9693,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PARTYLITE GIFTS LTD,CANDLE & CANDLE ACCESSORIES,"DIRECT SALES, GROUP - DIRECT SALES, GROUP",,,BUSINESS - OUT OF TOWN,3366
69460,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DEAN WOOD CONSTRUCTION LTD,BUILDING CONTRACTOR,"CONTRACTOR, GENERAL OR LOGGING - GENERAL CONTRACTOR - BUILDING",,,BUSINESS - OUT OF TOWN,3367
74203,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORSKE CONSTRUCTION INC,Construction Company,"CONTRACTOR, GENERAL OR LOGGING - GENERAL CONTRACTOR - BUILDING",,,BUSINESS - OUT OF TOWN,3368
73537,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PCL CONSTRUCTORS WESTCOAST INC,general contractor,"CONTRACTOR, GENERAL OR LOGGING - GENERAL CONTRACTOR - BUILDING",,,BUSINESS - OUT OF TOWN,3369
78356,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EAGLE BUILDERS LP,manufacture and erect precast concrete wall panels along with general contracting,"CONTRACTOR, GENERAL OR LOGGING - GENERAL CONTRACTOR - BUILDING",,,BUSINESS - OUT OF TOWN,3370
78332,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,A & T PROJECT DEVELOPMENTS INC,contruction General Contractor (developer),"CONTRACTOR, GENERAL OR LOGGING - GENERAL CONTRACTOR - BUILDING",,,BUSINESS - OUT OF TOWN,3371
78542,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WISER CONSTRUCTION LTD,construction mainly home and shops,"CONTRACTOR, GENERAL OR LOGGING - GENERAL CONTRACTOR - BUILDING",,,BUSINESS - OUT OF TOWN,3372
78133,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SPIRIT BEAR EXPRESS,"Courier/Delivery, Highway Short Haul",COURIER/DELIVERY SERVICE - COURIER/DELIVERY SERVICE,,,BUSINESS - OUT OF TOWN,3373
78774,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GEM STAR TRUCKING LTD.,Courier,COURIER/DELIVERY SERVICE - COURIER/DELIVERY SERVICE,,,BUSINESS - OUT OF TOWN,3374
80836,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,D K DELIVERY SERVICE,Delivery service,COURIER/DELIVERY SERVICE - COURIER/DELIVERY SERVICE,,,BUSINESS - OUT OF TOWN,3375
80639,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PG M.S.T. COURIERS / RISING DELIVERY,Courier,COURIER/DELIVERY SERVICE - COURIER/DELIVERY SERVICE,,,BUSINESS - OUT OF TOWN,3376
71202,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CENTAUR PRODUCTS INC,sports flooring/equipment,"CONTRACTOR, GENERAL OR LOGGING - GENERAL CONTRACTOR - BUILDING",,,BUSINESS - OUT OF TOWN,3377
75903,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MAVACON INC,general contractor - Old Navy project,"CONTRACTOR, GENERAL OR LOGGING - GENERAL CONTRACTOR - BUILDING",,,BUSINESS - OUT OF TOWN,3378
80067,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SOILTECH CONSULTING LTD,Materials Testing & Geotechnical Services,HOME BUSINESS - CONSULTING,,,BUSINESS - OUT OF TOWN,3379
78180,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ALCES ENVIRONMENTAL LTD,Environmental and Biological Consulting Services,HOME BUSINESS - CONSULTING,,,BUSINESS - OUT OF TOWN,3380
79662,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TERRA FIRMA SURVEYS LTD,Construction & Contract Surveying,COMMERCIAL OFFICE - SURVEYOR,,,BUSINESS - OUT OF TOWN,3381
79973,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TRUE CONSULTING,Civil Engineering & Land Surveying,COMMERCIAL OFFICE - SURVEYOR,,,BUSINESS - OUT OF TOWN,3382
