OBJECTID,BusinessID,Unit,House,Street,PostalCode,BusinessName,BusinessType,BusinessSubType,IssueDate,LicenceCategory,WebsiteAddress,Phone1,Phone1Description,Keywords,SHAPE,geometry,lon,lat,BusinessDescription
2993,00435186,,9492,287 ST,V2W 1L1,CARLWOOD LUMBER LIMITED,MANUFACTURING,REMANUFACTURING,2021-12-08,COMMERCIAL,,604 462 7517,Work,,,POINT (-122.42801905936834 49.17467642873989),-122.42801905936834,49.17467642873989,CAFE
2995,00434798,,24156,104 AVE,V2W 1J2,PRO-TECH CARPET & UPHOLSTERY SPECIALISTS,HOME & INDUSTRY SERVICES,CARPET/UPHOLSTERY/BLIND CLEANING,2022-01-29,HOME BASED,,604 466 8243,Work,,,POINT (-122.55269002427252 49.190859028044045),-122.55269002427252,49.190859028044045,TEMPORARY LAWN DECOR DISPLAYS
2996,00459792,,20241,121 AVE,V2X 9P1,BENISON BABY CLOTHING,CLOTHING & LAUNDRY SERVICE,UNCLASSIFIED CLOTHING SERVICE,,HOME BASED,,604 338 7554,Work,,,POINT (-122.65969652543774 49.22368844561934),-122.65969652543774,49.22368844561934,FENCE WHOLESALER & MANUFACTURER
2998,00435945,,25402,HILLAND AVE,V4R 1G3,HILLAND LODGE,COMMUNITY CARE,ASSISTED LIVING - SUPPORTIVE RECOVERY,2021-11-17,COMMERCIAL,,604 464 0475,Work,,,POINT (-122.51817881969671 49.2245666325253),-122.51817881969671,49.2245666325253,GENERAL CONTRACTOR
2999,00432136,,21279,LOUGHEED HWY,V2X 2R6,BENZ AUTO TRANS (NW) LTD,AUTOMOTIVE,AUTO/BOATS/RV/MOTORCYCLE REPAIR & SERVICE,2021-12-09,COMMERCIAL,,604 463 3111,Work,,,POINT (-122.63158281134103 49.21740400368354),-122.63158281134103,49.21740400368354,CUSTOM HOME BUILDER
3000,00460532,107,11667,HANEY BYPASS,,VANCOUVER LATIN FEVER ENTERTAINMENT LTD,ARTS & ENTERTAINMENT SERVICES,EVENT/PARTY PLANNING,2021-12-24,HOME BASED,VANCOUVERLATINFEVER.COM,604 722 1559,Work,,,POINT (-122.60652632391543 49.214266601830694),-122.60652632391543,49.214266601830694,GENERAL DENTISTRY
3001,00435805,100,14301,256 ST,,WEBSTERS CORNER BUSINESS PARK INC,RENTAL UNIT,COMMERCIAL/INDUSTRIAL,2021-12-21,COMMERCIAL,,604 240 9073,Work,,,POINT (-122.50658792031615 49.26130595923342),-122.50658792031615,49.26130595923342,MOBILE DOG GROOMER
3002,00435533,410,20170,STEWART CRES,V2X 0T4,AUTOBAUER,MANUFACTURING,METAL,2021-12-30,COMMERCIAL,,604 910 0857,Work,,,POINT (-122.66060617139554 49.21225605601501),-122.66060617139554,49.21225605601501,NAIL SALON (NAILS ONLY)
3003,00460425,,22705,124 AVE,V2X 4K2,MDJ ELECTRICAL,CONTRACTOR,ELECTRICAL,2022-01-06,HOME BASED,,778 230 0981,Work,,,POINT (-122.59358863973435 49.22817388600645),-122.59358863973435,49.22817388600645,ELECTRICAL CONTRACTOR
3009,00439347,,13019,250 ST,V4R 2G1,ROSE HILL DEVELOPMENTS LTD,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),2022-02-11,HOME BASED,,604 467 6684,Work,,,POINT (-122.53050151971448 49.23921117404934),-122.53050151971448,49.23921117404934,CCFA LICENCED OUT OF SCHOOL CARE.
3011,00446038,201,12038,248 ST,,FUNDAMENTALS CHILDCARE CENTRE INC,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,2021-12-16,COMMERCIAL,,,Work,,,POINT (-122.53424067396308 49.22060233317997),-122.53424067396308,49.22060233317997,COMMERCIAL JANITORIAL
3012,00440561,,20388,123 AVE,V2X 4A7,H & C THERMO COMFORT SERVICES LIMITED,CONTRACTORS,UNCLASSIFIED CONTRACTOR,2021-12-06,HOME BASED,,604 879 2262,Work,,,POINT (-122.65610979950843 49.22608900777966),-122.65610979950843,49.22608900777966,LOUNGE ENDORSEMENT TO MANUFACTURINGTOTAL OCCUPANT LOAD 40PATRON  35EMPLOYEE 5
3013,00435251,1,11491,KINGSTON ST,,GREENWOOD CREATIONS - RIDGE MEADOWS ASSOC. FOR COMMUNITY LIVING,MANUFACTURING,WOOD PRODUCTS,2021-11-17,COMMERCIAL,,604 465 8677,Work,,,POINT (-122.66653428560977 49.21140363714503),-122.66653428560977,49.21140363714503,SILK FLOWER ARRANGEMENTS
3014,00432082,,12915,256 ST,V4R 1C6,MIDLAND GARDEN CENTRE & NURSERY,AGRICULTURE,NURSERY,,HOME BASED,,604 462 9446,Work,,,POINT (-122.51439272392724 49.237049831655156),-122.51439272392724,49.237049831655156,PHOTOGRAPHY
3015,00459029,,22304,MCINTOSH AVE,V2X 3C1,GOLDEN EARS BARBER AND SALON,PERSONAL SERVICES,HAIR SALON/BARBER,2021-12-30,COMMERCIAL,,604 506 1574,Work,,,POINT (-122.60419018862258 49.21926322031266),-122.60419018862258,49.21926322031266,ACCOUNTING AND BOOKKEEPING
3016,00435804,,11742,225 ST,V2X 6E4,ROSEWOOD COTTAGE,RENTAL UNIT,ROOM RENTAL,2021-12-13,COMMERCIAL,,604 463 1078,Work,,,POINT (-122.59843872090975 49.215918800631),-122.59843872090975,49.215918800631,AUTO REPAIRS
3018,00432329,,12814,232 ST,V2X 6T9,1001461 BC LTD,AUTOMOTIVE,GAS STATION/CONVENIENCE,,COMMERCIAL,,604 467 2997,Work,,,POINT (-122.57879368824487 49.23520271720662),-122.57879368824487,49.23520271720662,CONVENIENCE STORE
3019,00433149,,13322,239B ST,V4R 0A4,CREATIVE MIND MANAGEMENT LTD,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),2022-01-12,HOME BASED,,604 897 2048,Work,,,POINT (-122.55763420551853 49.24603603030578),-122.55763420551853,49.24603603030578,"CELLPHONE, LAPTOP REPAIR SALES & ACCESSORIES"
3020,00434322,402,20395,LOUGHEED HWY,V2X 2P9,DR. VIRINDER BHATTI,PROFESSIONAL SERVICES,PHYSICIAN,2022-01-10,COMMERCIAL,,604 465 3900,Work,,,POINT (-122.6556634807823 49.21971460895273),-122.6556634807823,49.21971460895273,CHILDCARE/DAYCARE/PRESCHOOL
3021,00432611,,11633,212 ST,V2X 4Z6,MMH SERVICES,CONTRACTOR,GAS,2021-12-06,HOME BASED,,604 467 1316,Work,,,POINT (-122.63395500485593 49.213923377280075),-122.63395500485593,49.213923377280075,SENIORS RESIDENTIAL CARE/ASSISTED LIVING - REGISTERED WITH THE MINISTRY - ASSISTED LIVING
3023,00435349,,11983,224 ST,V2X 6B4,FRIENDLY NAILS SALON,PERSONAL SERVICES,NAIL SALON,2021-12-13,COMMERCIAL,,604 467 7228,Work,,,POINT (-122.60197069897397 49.220201178293415),-122.60197069897397,49.220201178293415,HOME RENOVATIONS
3025,00433135,,24162,102 AVE,V2W 1J1,FJP CONSTRUCTION,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),,HOME BASED,,604 313 2119,Work,,,POINT (-122.55227715737215 49.18706838553563),-122.55227715737215,49.18706838553563,LOTTERY BOOTH
3026,00432333,,20680,THORNE AVE,V2X 2K8,1010216 B.C. LTD.,BUSINESS SERVICES,OFFICE/BUSINESS SERVICE,,HOME BASED,,778 996 2665,Work,,,POINT (-122.64844434943987 49.214649888171174),-122.64844434943987,49.214649888171174,TANNING SALON
3030,00434164,201,22971,DEWDNEY TRUNK RD,,EDWARD JONES,FINANCIAL & INSTITUTIONAL SERVICES,STOCK/BOND BROKER,2021-12-16,COMMERCIAL,,604 466 1273,Work,,,POINT (-122.58593020433824 49.22080954836938),-122.58593020433824,49.22080954836938,GARBAGE REMOVAL / PROPERTY REPAIR
3031,00432292,209,14301,256 ST,,KIRK'S AUTOMOTIVE ATV & SLED REPAIRS,AUTOMOTIVE,ALL OTHER AUTOMOTIVE SERVICE,2022-02-11,COMMERCIAL,,604 462 7079,Work,,,POINT (-122.50658792031615 49.26130595923342),-122.50658792031615,49.26130595923342,MOBILE HAIRDRESSER
3032,00434219,101,22320,LOUGHEED HWY,,DATACCOUNT/BUDGETAX SERVICES,FINANCIAL & INSTITUTIONAL SERVICES,ACCOUNTANT,2021-12-21,COMMERCIAL,,604 463 7125,Work,,,POINT (-122.60372342205471 49.21659844972469),-122.60372342205471,49.21659844972469,RETAIL FLORIST
3033,00434989,34,10550,248 ST,,CVHS CLEARVIEW HOME SERVICES INC,HOME & INDUSTRY SERVICES,POWER WASHING/BUILDING CLEANING,2021-12-09,HOME BASED,,604 944 9972,Work,,,POINT (-122.53390632505153 49.19395316344972),-122.53390632505153,49.19395316344972,MEDICAL LAB - COLLECTION BRANCH
3034,00436279,,11520,203 ST,V2X 4T6,HAMMOND ELEMENTARY ACTIVE KIDS CLUB - CITY OF MAPLE RIDGE LEISURE SERV,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,2021-11-17,COMMERCIAL,,604 467 7453,Work,,,POINT (-122.65674519093682 49.21243230157792),-122.65674519093682,49.21243230157792,DENTIST
3035,00434802,,26450,FERGUSON AVE,V2W 1R8,ON-SITE FLEET SERVICES LIMITED,HOME & INDUSTRY SERVICES,INDUSTRIAL EQUIP REPAIR /MAINTENANCE,2021-12-09,HOME BASED,,604 462 1066,Work,,,POINT (-122.49013829500042 49.20316709809681),-122.49013829500042,49.20316709809681,HAIR SALON (CHAIR RENTAL)
3036,00433679,206,20285,STEWART CRES,V2X 8G1,PERFECTION PAINTWORKS LTD,CONTRACTORS,PAINTER/WALLPAPER,2021-12-06,COMMERCIAL,,604 465 6900,Work,,,POINT (-122.66070156277638 49.210366867218596),-122.66070156277638,49.210366867218596,RENOVATION
3037,00434573,,12223,MCTAVISH PL,V2X 8L8,ASSURED ENVIRONMENTAL SOLUTIONS INC,HOME & INDUSTRY SERVICES,PEST CONTROL,2022-01-04,HOME BASED,,778 870 4328,Work,,,POINT (-122.63754254490648 49.22505315157377),-122.63754254490648,49.22505315157377,MOBILE WELDING
3038,00459493,10,24108,104 AVE,,BOUDOIR BY AMANDA LYNN,PHOTOGRAPHY & FILM,PORTRAIT PHOTOGRAPHER,,HOME BASED,,,Work,,,POINT (-122.55390530178953 49.19035448057004),-122.55390530178953,49.19035448057004,14 UNIT MOTEL
3039,00442246,,26370,TRETHEWEY CRES,V2W 1A5,FARNSWORTH DESIGNS,DESIGN SERVICES,GRAPHIC,2022-02-07,HOME BASED,,604 462 8510,Work,,,POINT (-122.49309679574984 49.20822242678434),-122.49309679574984,49.20822242678434,SPA SERVICES - NAILS + EYELASH & BROWS
3041,00434625,,12018,EDGE ST,V2X 6G4,PALIOTTI'S RESTAURANT ITALIANO,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2022-02-11,COMMERCIAL,,604 463 8926,Work,,,POINT (-122.59742701907535 49.22073410816903),-122.59742701907535,49.22073410816903,"LUMBER DRY KILN & REMANUFACTURER, LUMBER WHOLESALE AND EXPORT"
3042,00441984,201,22590,DEWDNEY TRUNK RD,V2X 3J9,LITTLE WILLOWS EARLY LEARNING CHILDCARECENTRE (119) INC,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,2021-12-23,COMMERCIAL,,,Work,,,POINT (-122.59656059562552 49.220008432319965),-122.59656059562552,49.220008432319965,CLEANING COMPANY
3044,00433596,,13505,PARK LANE,V4R 2T1,DOUBLE M EXCAVATING LTD,CONTRACTORS,SITE PREPARATION,2021-12-14,HOME BASED,,604 467 4796,Work,,,POINT (-122.61635706817258 49.247953361161954),-122.61635706817258,49.247953361161954,RESIDENTIAL TREATMENT FACILITY   REGISTERED WITH THE MINISTRY OF HEALTH  M2016-011 - 15 ROOMS.
3046,00436309,202,22530,DEWDNEY TRUNK RD,V2X 3J9,LITTLE SAINTS LEARNING CENTRE,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,2021-12-14,COMMERCIAL,,604 771 0423,Work,,,POINT (-122.5980882077228 49.22017058620773),-122.5980882077228,49.22017058620773,SERVICING AND REPAIR TRANSMISSIONS
3048,00432591,,11550,236B ST,V4R 2C5,RITE-FLOW PLUMBING,CONTRACTOR,PLUMBING,,HOME BASED,,604 307 5711,Work,,,POINT (-122.56535577199641 49.212024639712745),-122.56535577199641,49.212024639712745,EVENT PLANNER AND DJ SERVICES
3049,00436210,,23044,122A AVE,V2X 0X3,DR JOHANNA REED,EDUCATION & INSTRUCTION,SUPPORT SERVICE (TUTOR),2022-01-01,HOME BASED,,604 328 8053,Work,,,POINT (-122.58154152258767 49.22484155184836),-122.58154152258767,49.22484155184836,STRATA INDUSTRIAL WAREHOUSES
3051,00434270,,22369,ST ANNE AVE,V2X 2E7,RELAX REJUVENATION CENTRE,PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,2021-12-21,COMMERCIAL,,604 467 0690,Work,,,POINT (-122.60265463656829 49.214760451782965),-122.60265463656829,49.214760451782965,MANUFACTURING SHEET METAL PARTS (MOSTLY AUTOMOTIVE)
3052,00435220,,20135,115A AVE,V2X 0Z3,CHRISLAN COMPANY ULC,MANUFACTURING,GLASS,2021-12-21,COMMERCIAL,,604 465 7507,Work,,,POINT (-122.66401633572704 49.21231017912795),-122.66401633572704,49.21231017912795,ELECTRICAL INSTALLATIONS
3055,00435834,,11925,HANEY PL,V2X 6A9,GOLDEN EARS JUDO CLUB,SPORTS & RECREATION CENTRE,FITNESS CENTRE/GYM,2021-11-17,COMMERCIAL,,778 321 8643,Work,,,,,,GENERAL CONTRACTOR
3056,00433237,,21718,126 AVE,V2X 4N7,GIL'S CONCRETE CUTTING & CORING LTD,CONTRACTORS,CONCRETE - POUR/FINISH/FORM/REINFORCE,2021-12-22,HOME BASED,,604 834 4282,Work,,,POINT (-122.61957376095073 49.23085727293958),-122.61957376095073,49.23085727293958,RESIDENTIAL RENOVATIONS
3057,00433867,,23437,KANAKA WAY,V2W 0B7,GOODIES FOR GRAPES,DESIGN SERVICES,UNCLASSIFIED DESIGN SERVICES,2022-02-03,HOME BASED,,604 290 3656,Work,,,POINT (-122.57292127480237 49.203504762696134),-122.57292127480237,49.203504762696134,DAYCARE
3059,00457555,501,20170,STEWART CRES,V2X 0T4,TIME ACCESS SYSTEMS INC,WHOLESALE & DISTRIBUTION,UNCLASSIFIED WHOLESALE,2021-12-10,COMMERCIAL,www.timeaccessinc.com,604 460 8670,Work,,,POINT (-122.66060617139554 49.21225605601501),-122.66060617139554,49.21225605601501,MAINTENANCE AND REPAIR REFRIGERATION AND HEATING SYSTEM
3060,00434693,1B,11968,207 ST,V2X 1X7,HATARU SUSHI,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-06,COMMERCIAL,,604 476 0050,Work,,,POINT (-122.64678558073655 49.21957977150941),-122.64678558073655,49.21957977150941,GENERAL CONTRACTING
3061,00440013,,13020,KATONIEN ST,,DWELLTECH CONSTRUCTION LTD,MANUFACTURING,UNCLASSIFIED MANUFACTURING,2022-01-31,COMMERCIAL,,778 246 3431,Work,,,POINT (-122.49432915405842 49.238718344397576),-122.49432915405842,49.238718344397576,MANUFACTURING - WOOD PRODUCTS - ASSEMBLEY - LIGHT PACKAGING
3062,00434170,,10510,BAKER PL,V2W 2C2,AVANTI PLANNING GROUP,FINANCIAL & INSTITUTIONAL SERVICES,FINANCIAL PLANNER CONSULTANT,2021-12-13,HOME BASED,,604 463 8151,Work,,,POINT (-122.54735503532017 49.193646877612444),-122.54735503532017,49.193646877612444,NURSERY
3063,00435826,6,22826,DEWDNEY TRUNK RD,V2X 7Y3,CROSSFIT STEPS,SPORTS & RECREATION CENTRE,FITNESS CENTRE/GYM,,COMMERCIAL,,604 771 7837,Work,,,POINT (-122.58958784989744 49.21979875614626),-122.58958784989744,49.21979875614626,HAIR
3064,00434551,,22541,LOUGHEED HWY,V2X 2V2,RIDGE MEADOWS EYE CENTRE,PROFESSIONAL SERVICES,OPTOMETRIST,2021-12-06,COMMERCIAL,,604 467 1341,Work,,,POINT (-122.59762664608738 49.217458698104),-122.59762664608738,49.217458698104,ASSISTED LIVING - MINISTRY REGISTERED
3065,00434172,,24027,MCCLURE DR,V2W 1Z3,ELSON SERVICES,FINANCIAL & INSTITUTIONAL SERVICES,BOOKKEEPING,2021-12-07,HOME BASED,,604 834 8298,Work,,,POINT (-122.55558381869244 49.19736741515163),-122.55558381869244,49.19736741515163,GAS STATION & CONVENIENCE STORE
3066,00436383,,22268,DEWDNEY TRUNK RD,,BILL'S SKATE SHOP,SPORTS & RECREATION RETAIL,UNCLASSIFIED SPORT/RECREATION RETAIL,2021-12-24,COMMERCIAL,billsskateshop.com,604 467 6133,Work,,,POINT (-122.60537189209721 49.220189854169305),-122.60537189209721,49.220189854169305,"GENERAL CONSTRUCTION, RENOVATIONS"
3067,00436903,640,22470,DEWDNEY TRUNK RD,,MEADOWRIDGE LAW LLP,PROFESSIONAL SERVICES,BARRISTER/LAWYER/SOLICITOR,2021-12-13,COMMERCIAL,,604 477 1077,Work,,,POINT (-122.59978071093033 49.21990469926032),-122.59978071093033,49.21990469926032,PHYSICIAN - DR V BHATTI
3068,00435622,115,22470,DEWDNEY TRUNK RD,V2X 5Z6,FRASER JEWELLERY DISTRIBUTORS   DBA JEWELLERY GALLERIA,RETAIL,JEWELLERY,2021-12-21,COMMERCIAL,,604 466 1477,Work,,,POINT (-122.59978071093033 49.21990469926032),-122.59978071093033,49.21990469926032,"GAS CONTRATOR, HEATING & AIR CONDITIONING"
3071,00460423,,20644,DEWDNEY TRUNK RD,V2X 3E5,SALT N SEAR CATERING INC,FOOD & BEVERAGE SERVICES,CATERER,2021-12-21,COMMERCIAL,,,Work,,,POINT (-122.64976303850223 49.21994388109206),-122.64976303850223,49.21994388109206,NAILS SALON
3072,00458257,,22155,ISAAC CRES,V2X 0V9,LITTLE WILLOWS EARLY LEARNING CHILDCARE CENTRE (POWELL) INC,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,2021-12-23,COMMERCIAL,,,Work,,,POINT (-122.60899204822317 49.22956562295242),-122.60899204822317,49.22956562295242,"HOME RENOVATIONS, INTERIOR & EXTERIOR"
3073,00436169,,12209,207A ST,V2X 9T1,ART OF CODING INC,COMPUTER & TECHNOLOGY SERVICES,SOFTWARE DEVELOPMENT,2022-01-04,HOME BASED,,604 465 4925,Work,,,POINT (-122.64734670286026 49.22416293392916),-122.64734670286026,49.22416293392916,ADMIN SUPPORT SERVICES
3076,00432291,,13451,240 ST,V4R 0A4,IRON SPEAR INFORMATION SECURITY LTD,BUSINESS SERVICES,CONSULTING SERVICE,2021-12-06,HOME BASED,,604 671 6734,Work,,,POINT (-122.55778485006896 49.24724774991473),-122.55778485006896,49.24724774991473,STOCKBROKER/DEALER
3077,00432313,,12437,AURORA ST,V2X 1R6,IAN JEFFERY SAS CONSULTING,BUSINESS SERVICES,CONSULTING SERVICE,,HOME BASED,,778 240 8871,Work,,,POINT (-122.5778451837708 49.228383888659295),-122.5778451837708,49.228383888659295,AUTOMOTIVE REPAIR
3080,00434495,,24457,112B AVE,,JAD MEDIA,FINANCIAL & INSTITUTIONAL SERVICES,FINANCIAL PLANNER CONSULTANT,2022-01-11,HOME BASED,,604 782 6501,Work,,,POINT (-122.54505665024024 49.20755631671068),-122.54505665024024,49.20755631671068,"ACCOUNTING, BOOKKEEPING, TAX PREPARATION"
3081,00435944,5,22826,DEWDNEY TRUNK RD,V2X 7Y3,WTTU BLACK BELT ACADEMY & KARATE FOR KIDS LTD,SPORTS & RECREATION CENTRE,FITNESS CENTRE/GYM,2021-12-09,COMMERCIAL,,604 476 2500,Work,,,POINT (-122.58958784989744 49.21979875614626),-122.58958784989744,49.21979875614626,SOFTWARE SERVICES
3082,00457499,,12138,EDGE ST,V2X 6J6,CURIOUS MINDS LEARNING CENTRE LTD,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,2021-12-07,COMMERCIAL,,604 315 3240,Work,,,POINT (-122.59615565205488 49.223649749252964),-122.59615565205488,49.223649749252964,"WINDOW CLEANING, GUTTER CLEANING, POWER WASHING"
3084,00441756,,12136,SCHMIDT CRES,V2X 8A2,TWINKLE TOES PROFESSIONAL FOOT CARE,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,,HOME BASED,,778 883 7226,Work,,,POINT (-122.63555764053694 49.22254299567376),-122.63555764053694,49.22254299567376,GROUP CHILD CARE AFTERSCHOOL PROGRAM
3085,00432138,,11970,227 ST,V2X 6J2,T & T PARTS LTD,AUTOMOTIVE,AUTO PARTS & SUPPLIES,2022-01-07,COMMERCIAL,,604 463 7822,Work,,,POINT (-122.59354431738778 49.21980557549708),-122.59354431738778,49.21980557549708,DISPATCH OFFICE FOR MOBILE REPAIRS
3086,00435478,309,14301,256 ST,,PHOENIX ARCHITECTURAL MILLWORK LTD,MANUFACTURING,WOOD PRODUCTS,2022-01-11,COMMERCIAL,,604 462 4288,Work,,,,,,DOOR/WINDOW/RAILING PAINTING
3087,00435117,,22753,DEWDNEY TRUNK RD,V2X 3K4,NATIONWIDE LAMINATE WAREHOUSE,HOME & PROPERTY RETAIL,FLOORING,2021-12-14,COMMERCIAL,,604 463 1000,Work,,,POINT (-122.5915853187433 49.220802471541475),-122.5915853187433,49.220802471541475,BAKERY
3088,00443314,D,11948,227 ST,V2X 6J3,THE SALVATION ARMY RIDGE MEADOWS MINISTRIES,COMMUNITY GROUPS,CIVIC/SOCIAL ORGANIZATIONS,2021-11-17,COMMERCIAL,,604 463 8296,Work,,,POINT (-122.59354928042522 49.21945742066656),-122.59354928042522,49.21945742066656,PEST CONTROL
3089,00433508,,11340,241A ST,V2W 0A3,CORTEX INDUSTRIES LTD,CONTRACTORS,CONCRETE - POUR/FINISH/FORM/REINFORCE,2021-12-20,HOME BASED,,604 467 8383,Work,,,POINT (-122.55207654699862 49.20830849881713),-122.55207654699862,49.20830849881713,GRAPHIC DESIGN & DESKTOP PUBLISHING
3090,00434296,7,20691,LOUGHEED HWY,V2X 2P9,DR.JAMES FINDLEY & DR. KEN GINNAN DENTAL CORPORATION / CASCADE DENTAL CENTRE,PROFESSIONAL SERVICES,DENTIST,2021-12-13,COMMERCIAL,,604 465 3432,Work,,,POINT (-122.64893961131236 49.218832448426156),-122.64893961131236,49.218832448426156,ITALIAN RESTAURANT
3091,00457737,308,11957,223 ST,V2X 5Y4,PEDAL FAST & GO DELIVERY,TRANSPORT GOODS & SERVICES,COURIER/DELIVERY,2022-01-01,HOME BASED,,778-320-5469,Work,,,POINT (-122.60515714361382 49.219638820951765),-122.60515714361382,49.219638820951765,CHILDCARE
3092,00434505,,20320,LOUGHEED HWY,,ROYAL BANK OF CANADA (THE),FINANCIAL & INSTITUTIONAL SERVICES,ATM/KIOSK,2021-12-16,COMMERCIAL,,604 467 3822,Work,,,POINT (-122.65732776614381 49.218708228605465),-122.65732776614381,49.218708228605465,EXCAVATION CONTRACTOR
3093,00434646,,22329,DEWDNEY TRUNK RD,V2X 3J3,GYRO'S DONAIR,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-07,COMMERCIAL,,604 466 8840,Work,,,POINT (-122.60344949373166 49.220742547269154),-122.60344949373166,49.220742547269154,DAYCARE
3094,00460301,,22357,LOUGHEED HWY,V2X 2T3,DADI'S BEAUTY SALON,PERSONAL SERVICES,SPA SERVICES,2022-01-05,COMMERCIAL,,604 476 1537,Work,,,POINT (-122.60283383244405 49.21712285320758),-122.60283383244405,49.21712285320758,PLUMBING
3095,00432394,201,20120,STEWART CRES,V2X 0T4,LGI INDUSTRIAL & CONSTRUCTION SUPPLIES INC,WHOLESALE & DISTRIBUTION,UNCLASSIFIED WHOLESALE,2021-12-21,COMMERCIAL,,604 460 8822,Work,,,,,,NUTRITION AND EXERCISE COUNSELLING
3096,00458837,,22618,LOUGHEED HWY,,LASHES BY JAYC,PERSONAL SERVICES,SPA SERVICES,,COMMERCIAL,,604 380 2293,Work,,,POINT (-122.59587002208889 49.216864788789465),-122.59587002208889,49.216864788789465,RMT/REIKI/STRUCTURAL INTEG PRACTITIONER/ROLFING (FULL BODY)
3098,00436306,,10291,243A ST,V2W 1Y3,COUNTRY LANE LEARNING CENTRE (THE),COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,2022-01-04,HOME BASED,,604 463 3454,Work,,,POINT (-122.54817240338261 49.18953889687784),-122.54817240338261,49.18953889687784,JUDO CLUB
3099,00457761,,12197,238A ST,V4R 1N2,SASHA COOPER PHOTOGRAPHY,PHOTOGRAPHY & FILM,PORTRAIT PHOTOGRAPHER,,HOME BASED,www.sashacooperphotography.com,,Work,,,POINT (-122.56227333801517 49.223937768048806),-122.56227333801517,49.223937768048806,CONCRETE CUTTING & CORING
3100,00432663,,12112,DUNBAR ST,V2X 5T6,NATHAN OLSEN ELECTRICAL SERVICE,CONTRACTOR,ELECTRICAL,,HOME BASED,,778 688 7002,Work,,,POINT (-122.60858112650676 49.222802726031794),-122.60858112650676,49.222802726031794,DESIGN WINE CELLARS ON-LINE ON COMPUTER
3101,00435799,,22235,119 AVE,V2X 2Z1,MAYRIDGE APARTMENTS,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,2021-12-23,COMMERCIAL,,604 876 5681,Work,,,POINT (-122.60553746237375 49.21885570551997),-122.60553746237375,49.21885570551997,WHOLESALE & DIST OF ANTI-THEFT PRODUCTS TO RETAIL
3102,00434177,,22344,DEWDNEY TRUNK RD,V2X 3J2,ZENA'S GLUTEN-FREE BAKERY INC,FOOD & BEVERAGE RETAIL,BAKERY,2021-12-09,COMMERCIAL,,604 477 0774,Work,,,POINT (-122.60321347700635 49.220208020300234),-122.60321347700635,49.220208020300234,JAPANESE RESTAURANT - TAKE OUT
3103,00458034,600,22470,DEWDNEY TRUNK RD,,DR THARESHNEE GOVENDER INC,PROFESSIONAL SERVICES,PHYSICIAN,2021-12-13,COMMERCIAL,,604 466 5118,Work,,,POINT (-122.59978071093033 49.21990469926032),-122.59978071093033,49.21990469926032,FABRICATION  & STORAGE OF PROTOTYPE BUILDINGS
3105,00434305,,22410,DEWDNEY TRUNK RD,V2X 3J5,COAST DENTAL CENTER,PROFESSIONAL SERVICES,DENTIST,2021-12-09,COMMERCIAL,,604 463 2227,Work,,,POINT (-122.60145493740512 49.220314726927775),-122.60145493740512,49.220314726927775,FINANCIAL PLANNING
3106,00459890,204,14301,256 ST,,GBH RAILINGS AND GATES,CONTRACTORS,AWNINGS/DECKS/SOLARIUMS/RAILINGS,,COMMERCIAL,,604 345 8361,Work,,,,,,FITNESS STUDIO
3107,00433208,,10228,262 ST,V2W 1K4,MJE WOODWORKING,CONTRACTORS,FINISH CARPENTRY,,HOME BASED,,604 462 7944,Work,,,POINT (-122.49472425782604 49.18786258519641),-122.49472425782604,49.18786258519641,OPTOMETRIST
3108,00432385,,9486,288 ST,V2W 1L1,F S R TREATMENT INC,WHOLESALE & DISTRIBUTION,WOOD/LUMBER,2021-12-13,COMMERCIAL,,604 462 7116,Work,,,POINT (-122.4249316322722 49.174845720910945),-122.4249316322722,49.174845720910945,BOOKEEPING AND ADMINISTRATIVE CONSULTING
3110,00433793,101,20220,113B AVE,V2X 0Y9,PROPER LANDSCAPING INC,CONTRACTORS,LANDSCAPING,2022-01-01,COMMERCIAL,www.properlandscaping.com,604 729 2234,Work,,,POINT (-122.66040725710918 49.20887968637737),-122.66040725710918,49.20887968637737,SALES/SKATE SHARPENING/REPAIRS
3111,00455132,103,24133,102 AVE,V2W 2C6,CASSIDY INN LICENSED LIQUOR STORE,FOOD & BEVERAGE RETAIL,LIQUOR RETAIL STORE,2021-12-29,COMMERCIAL,,,Work,,,POINT (-122.55275199933232 49.187722732775434),-122.55275199933232,49.187722732775434,SUSHI RESTAURANT JAPANESE SYTLE
