Business Name,Products or Services,Unit,House Number,Road,Postal Code,Phone,Town Centre,Longitude,Latitude
Mox Construction Ltd ,Demolition/ Renovations,48,11860,River Rd,V3V2V7,,WTC,-122.89494,49.18625798
Billy's Catering,Catering - Chef at customers home,,9122,Prince Charles Blvd,V3V1R5,,WTC,-122.8604019,49.1681642
Lalli Bros Freightways Ltd,Trucking & Cartage,,6906,130 St,V3W4J5,,NTC,-122.8619748,49.12838732
1163117 BC Ltd,Consultant - Technical Solutions/Application Administration/ Script/Development,117,13740,75A Ave,V3W0E8,,NTC,-122.8410948,49.13877585
Three Flag Transport Ltd ,Administration Office,,6110,195 St,V3S8Z6,,CTC,-122.683118,49.11370647
Tech Pro Services,Contractor - Alarm Installation,,16196,14A Ave,V4A9R3,,SSTC,-122.7735744,49.02802167
Bar Guy Experience Staffing Inc The,Bar Consultation,,8009,136A St,V3W1M6,,WTC,-122.843485,49.14845387
Hua Long Construction Service,Contractor - Construction,,15845,80 Ave,V4N0V2,,FTC,-122.7831783,49.14836531
Seahawks Plumbing and Heating Ltd,Contractor: Plumbing,,12852,73 Ave,V3W9C1,,NTC,-122.8664343,49.13519169
Play Creative Inc,Media Agency,301,16380,64 Ave,V3S6X6,,CTC,-122.7696366,49.11790489
Newton Plumbing & Heating Ltd ,"Contractor: Plumbing and Heating,Contractor - Plumbing/Heating,Contractor: Plumbing and Heating ",,13510,80A Ave,V3W8A6,,NTC,-122.848263,49.14898029
Papa Milos Painting,Contractor - Painting & Renovations,,14955,20 Ave,V4A8E9,,SSTC,-122.8080462,49.03858334
My Techie Guys ,Computer Repair: MOBILE ONLY ,19,7140,132 St,V3W1J5,,NTC,-122.8564663,49.13233087
Kejoma Skin Care,Office Use Only - no retail from the home. Mail Order ONLY ,208,1860,Southmere Cr E,V4A6Y7,,SSTC,-122.8032538,49.03606529
Raptor Plumbing Heating & Gas Ltd,"Contractor - Plumbing, Heating and Gas,Contractor - Plumbing, Heating & Gas",,9373,133 St,V3V6P2,,WTC,-122.85441,49.17306895
Indo Canada Immigration Services,Immigration Services,26,5888,144 St,V3X0G8,,NTC,-122.8229186,49.10977984
Regal Drywall Ltd,Contractor-Drywall Installation,,8017,162A St,V4N0J8,,FTC,-122.7722128,49.14860617
Best Flooring,Contractor - Miscellaneous,,10754,150 St,V3R4C6,,GTC,-122.8059309,49.19776907
Ruby Renovations Ltd ,"Contractor: Renovations ,Contractor - Renovations ",,6649,142A St,V3W0P5,,NTC,-122.8275929,49.12344876
Go Strive,Mail Order -  Health/Productivity Products,,10711,135A St,V3T4E3,,SCC,-122.8472071,49.1971745
A1 Cheema Electrical Ltd,Contractor - Electrical,,14366,74A Ave,V3W0N3,,NTC,-122.8255263,49.13809454
Dosanjh Tax & Bookkeeping Services Ltd ,Tax and Bookeeping ,,14125,90 Ave,V3V7Z6,,WTC,-122.8323808,49.16660973
Amplified Construction Ltd,Contractor: General ,,12549,76A Ave,V3W7W5,,NTC,-122.8754149,49.14228628
Tip Top Plumbing & Heating Ltd,Inter-Municipal Business License Metro,,13208,65A Ave,V3W7A5,,NTC,-122.8561209,49.12102579
Compu Zone IT Services Inc,IT Services   - ONLINE and MOBILE ONLY ,2,14239,18A Ave,V4A7N8,,SSTC,-122.8290625,49.03664265
Diva Construction Ltd,Contractor: Construction ,,14161,71A Ave,V3W2L5,,NTC,-122.8299689,49.13290544
K M M Constructions Ltd,"General Contractor - Foundations,General Constractor - Foundations",,10115,128 St,V3T2Z1,,WTC,-122.8679016,49.18658924
Jay Kali Construction Ltd,General Contractor - Foundations,,13540,79 Ave,V3W2Y8,,NTC,-122.8474674,49.14612103
All Kind of Painting Ltd ,Contractor: Painter ,,8148,122A St,V3W3T5,,NTC,-122.8824674,49.15116789
Surrey Latin Festival,"Latin Festival on Civic Plaza July 14-15, 2018,Latin Festival on Civic Plaza July 13-14, 2019
11am-11pm / 11am - 9pm ,Miscellaneous,Latin Festival on Civic Plaza 
July 17-19, 2020
11am - 11pm / 11am - 9pm (Sun) ",,13393,61 Ave,V3X2K2,,NTC,-122.8514577,49.11375693
F G Electric,Contractor: Electrical,,158,171 St,V3Z0X1,,,-122.7497641,49.00529613
Maybach Developments Ltd,"General Contractor - Home Builder,Contractor - General",,6029,170A St,V3S8H1,,CTC,-122.7503303,49.11217124
Morning Star Electrical Ltd,Electrical Contractor,,12999,59 Ave,V3X0X4,,NTC,-122.8622385,49.11021065
ABC Services,Furnace Cleaning,108,15322,101 Ave,V3R4G9,,GTC,-122.797337,49.18595314
A-Kam Hair & Esthetics Salon,"Esthetics services,Hair Salon",,12470,69 Ave,V3W0L7,,NTC,-122.8769838,49.12820103
Spaw Patrol Dog Grooming,Pet Grooming  / MOBILE ONLY ,,15783,106 Ave,V4N1K5,,GTC,-122.7847877,49.19536405
Nijjar Enterprises Ltd,Administration Office,,8858,192 St,V4N3W8,,GTC,-122.6902704,49.16393025
Iris Landscape Services,"Contractor - Landscaping/Excavating,Landscaping ",,8980,162 St,V4N3G1,,FTC,-122.7730138,49.16609757
Bride Construction Inc,"Contractor - Construction,Inter-Municipal Business License Metro,Contractor - General",,6354,129A St,V3X1R8,,NTC,-122.8634525,49.11802112
West Empire Construction Inc,"Contractor - Painting/Framing/Drywall,Contractor: Construction,Contractor - General",,12411,91A Ave,B4B7X4,,WTC,-122.8789801,49.16948767
Inflated Creations ,Mail Order - Designing/Creating Personalized Ballons,,12431,78 Ave,V3W2X5,,NTC,-122.8783511,49.14485204
Highline Plumbing & Heating Ltd,Contractor - Plumbing & Heating,,13510,80A Ave,V3W8A6,,NTC,-122.848263,49.14898029
X T R Homestones,Masonry Contractor,,9029,156 St,V3R5Y9,,FTC,-122.7903343,49.16694788
Thor Hydro & Drill Inc,"Hydrovac & Directional drilling services, Underground services,Contractor - Hydrovac & Directional drilling services, Underground services",,12568,61 Ave,V3X3L6,,NTC,-122.874827,49.11343845
Right Now Services,Glass & Closet Organizer Installation,38,17706,60 Ave,V3S1V2,,CTC,-122.7322597,49.1102628
C J S Millwork Installation Ltd,Contractor: Cabinet Installer ,1,10045,154 St,V3R4J5,,GTC,-122.7956275,49.18502858
Groundwork Counselling Services ,Counselling,,19089,67A Ave,V4N6A6,,CTC,-122.6940733,49.12566372
Duke Electric Ltd,"Electrical Contractor,Electrical Constractor",,2151,166 St,V3Z0V6,,SSTC,-122.7628869,49.04109791
Yang Education & Consulting,Consulting: International Student Agent,,7878,170 St,V4N6L3,,CTC,-122.7513929,49.14471415
Toyoma International,Creating/ Selling Clothing Logo's Online,,14906,Glen Avon Dr,V3R4Y8,,GTC,-122.8092609,49.20569312
William Ross Interiors/Upscale Downsizing,Contractor: General and Interior Design,1,6061,Boundary Dr W,V3X2A6,,NTC,-122.8890283,49.11338126
Home Value Generators Inc,Contractor - Home Renovation Company,,6052,164 St,V3S3V8,,CTC,-122.7675588,49.11261316
Trisha Hair Design,Hair Salon,,6781,193A St,V4N0B8,,CTC,-122.6876497,49.12613487
Horus Environmental Ltd,"Contractor - Asbestos Removal,Contractor - Miscellaneous",,14157,64 Ave,V3W1Y9,,NTC,-122.8300708,49.11928988
Manda Construction Ltd,Contractor - Construction,,10630,125B St,V3V5A7,,WTC,-122.8736655,49.19586298
Tham Hair Salon,Hair Salon/Barber,,13426,112A Ave,V3R2G5,,WTC,-122.8499043,49.20693155
Nomad's Flowers,Florist ,,2568,124B St,V4A3N7,,SSTC,-122.876184,49.04934102
Euroseal Contracting Ltd,"Glass replacement, window caulking and glazing",,5662,185 St,V3S8J3,,CTC,-122.7087681,49.10556797
Amrit Development Ltd,Contractor - Construction,,8401,123 St,V3W6S1,,NTC,-122.8825786,49.15603248
Motto Carpet Cleaning,Carpet & Upholstery Cleaning,,12960,66 Ave,V3W7H3,,NTC,-122.8632572,49.12276463
Goldy Kang Personal Real Estate Corporation,Real Estate,,12935,98B Ave,V3T1C9,,SCC,-122.8639188,49.18247838
Tender Heart Healing,Holitstic Health Care - Reiki/Greif Recovery,,15850,107A Ave,V4N1L1,,GTC,-122.782931,49.19779307
Greenleaf Electrical Group Ltd,Contractor - Electrical,30,15177,60 Ave,V3S7B3,,NTC,-122.8024603,49.11194164
Fourteen Electrical Ltd,Contractor - Electrical,114,7171,121 St,V3W1G9,,NTC,-122.8879608,49.13373447
Door King Specialist ,Contractor - Garage Door Installation/Repair,,10098,171A St,V4N3L3,,GTC,-122.7467854,49.18605948
Aimscraftsman Construction,Contractor - Miscellaneous,,14696,89 Ave,V3R6S8,,FTC,-122.8152862,49.1645074
ISOTEC Management Consultancy,Consultant,37,16363,85 Ave,V4N3K1,,FTC,-122.7692454,49.15752359
Wipe Your Paws ,Dog Grooming,,15967,19A Ave,V4A8G9,,SSTC,-122.7807044,49.03763793
"Triple ""E"" Immigration Services & Consultancy",Immigration Consultant,,13775,Grosvenor Rd,V3R5E5,,SCC,-122.8405034,49.20190327
Good Image Laser,Esthetician - Laser Hair Removal,,15072,67A Ave,V3S9G5,,NTC,-122.8046071,49.12545205
C B S Construction Ltd,Contractor: Homebuilder,,15660,109A Ave,V4N4T6,,GTC,-122.7881645,49.20147433
Narinder S Grewal,Home Builder,,14363,Crescent Rd,V4P2A2,,WTC,-122.8240594,49.0675143
0990084 BC Ltd,Contractor - General,,5738,122 St,V3X3M2,,NTC,-122.8848258,49.10712983
J B M Landscaping & Fencing Ltd,Contractor: Landscaping and Fencing,,14364,72A Ave,V3W2R3,,NTC,-122.824372,49.13451152
Skylight Construction Services Ltd,"Contractor: Painting  Contractor: Painting & Drywall,Contractor: Painting, Drywall, Carpentry, Plumbing
Electrical & Roofing.",,6970,126A St,V3W1K6,,NTC,-122.8718587,49.12942048
Urban Exteriors And Painting ,"Interior/Exterior Painting, Gutter Cleaning, Pressure Washing and Repairs",,10947,130 St,V3T3M2,,SCC,-122.8622294,49.20176318
Star 4 U Trucking Ltd,Trucking & Cartage,,6261,132B St,V3X3V4,,NTC,-122.8548447,49.11668621
Asian Painting Service ,Contractor - Painting,,14559,82 Ave,V3S9J3,,FTC,-122.8185837,49.15195742
Frontline Logistics Inc,Trucking & Cartage,45,12711,64 Ave,V3W1X1,,NTC,-122.8702117,49.11933334
Wow Window Cleaning and Home Services,Contractor: Window Cleaning,,9027,135A St,V3V7C4,,WTC,-122.8476445,49.16685924
Winston Security Services Ltd,Security Guard Services ,,13005,109 Ave,V3T2N6,,SCC,-122.8617007,49.20105402
Waraich Plumbing & Heating Ltd,Contractor - Plumbing,,5707,180 St,V3S4K6,,CTC,-122.7240145,49.10608456
G S M Homes Ltd,"Contractor - Miscellaneous, Contractor - Construction",,6061,172A St,V3S4V8,,CTC,-122.744743,49.11249783
Latin Clean,Janitorial Service,,19126,70 Ave,V4N0A6,,CTC,-122.6927922,49.12987551
1034816 BC Ltd,Home Builder ,,16319,58A Ave,V3S4Y5,,CTC,-122.7700154,49.10887891
Sarl Construction Ltd,Construction - Home Builder,,5707,180 St,V3S4K6,,CTC,-122.7240145,49.10608456
0924203 BC Ltd,Contractor: developer/general ,,14655,67B Ave,V3S0Z4,,NTC,-122.8160241,49.12575098
Imperial Mechanical Ltd,Plumbing & Heating Contractor,,7050,131 St,V3W6M9,,NTC,-122.8592111,49.13090002
1028483 BC Ltd,Contractor: General / Developer,,14655,67B Ave,V3S0Z4,,NTC,-122.8160241,49.12575098
Goodluck Siding & Roofing Ltd,"Carpenter, Siding & Roofing",102,7139,133A St,V3W8A1,,NTC,-122.8532712,49.13261671
Rai Investments Ltd,Contractor: Homebuilder ,,5055,160 St,V3Z1G2,,NTC,-122.7795769,49.09436815
Dreamland Project Ltd,Home Builder,,8846,Queen Mary Blvd,V3V6X2,,WTC,-122.8622059,49.16347739
Bond Fisher Trucking,Truck Parked 22538 Fraser Hwy / Langley,,13349,78A Ave,V3W7B6,,NTC,-122.8527481,49.14553826
Florida's Sunshine Trading Canada Ltd,Import & Export of packaged food wholesale & retail,,2256,141 St,V4A9R9,,SSTC,-122.8317446,49.04298304
Zion Music Int,Tutoring: Music Lessons / one student at a time,,19087,67 Ave,V4N6A4,,CTC,-122.6941607,49.12516044
Columbia Training Systems Ltd,Driving School,192,13897,74 Ave,V3W6G6,,NTC,-122.8369664,49.13785293
Mercurius Consulting & Trading Ltd,Consultant for Trading,,2850,154 St,V4P2L7,,SSTC,-122.7956293,49.05380926
Platinum Excavating Ltd,Contractor: Excavating,,12081,92 Ave,V3V1C8,,WTC,-122.8879849,49.17055892
Optimal Driving School,Driving School,,7423,146 St,V3S8Y8,,NTC,-122.8171429,49.13790396
Home Fitness Plus ,Fitness Trainer,,14078,115A Ave,V3R2R7,,WTC,-122.8314967,49.21246938
Alp Electric Ltd,Electrical Contractor,,13308,67A Ave,V3W1E9,,GTC,-122.8532562,49.12470104
Iman Driving Academy ,Driving School,401,9835,King George Blvd,V3T5H6,,SCC,-122.8459624,49.18110905
Milano Nail,Mail Order,,12256,102A Ave,V3V8A7,,WTC,-122.8825874,49.18888616
Maid to Shine Cleaning Services ,Janitorial ,204,7120,133 St,V3W7Z7,,NTC,-122.8540847,49.13226637
World Financial Group,Financial Planning,,7964,168 St,V4N0E2,,CTC,-122.7563665,49.14741765
Jamie's Music Studio,Teaching Piano,,16430,Glenside Crt,V4N1V6,,GTC,-122.7666865,49.19497024
New Gen Mechanical Ltd,"Contractor - Plumbing/Heating,Plumbing & Mechanical Contractor",,12432,73A Ave,V3W0M2,,NTC,-122.8781217,49.13613081
Meat Box,Wholesale of Meat and Fish Products - ONLINE ORDERS ONLY,,16617,Arbutus Pl,V4N1W5,,GTC,-122.7613169,49.19426907
Manpower Enterprises Ltd ,Contractor: Drywall ,,13063,64 Ave,V3W1X8,,NTC,-122.8603469,49.1192245
Nourish Wellness Clinic,Health Care Consultant :  Naturopathic  ,,6530,Claytonhill Gr,V3S7N4,,CTC,-122.7163471,49.12090147
Props Drone Service,Aerial photography / drone service ,16,17445,57 Ave,V3S8Y3,,CTC,-122.7392918,49.10620576
Levizons Technologies,Online buying and selling ,5,12730,66 Ave,V3W1P3,,NTC,-122.8700293,49.12272132
Enviprotech 1st Construction Limited,Construction Contractor,105,8473,163 St,V4N6M7,,FTC,-122.7708144,49.15646023
Highlights Painting,Contractor - Painting,,6638,121 St,V3W1W3,,NTC,-122.8872601,49.12371874
Top Surface Upholstery,Upholstery,,6307,195B St,V3Z9W2,,SSTC,-122.6807108,49.11728949
Devoted Dog Professional Dog Training ,Consultant: Dog Training / Consultant MOBILE ONLY ,1,16588,Fraser Hwy,V4N0G5,,FTC,-122.7631844,49.15091762
Don Lawrenson Appraiser,Residential Appraisals,,2045,Ocean Forest Dr,V4A6P1,,SSTC,-122.875206,49.03978579
Mountain View Landscaping Ltd,Contractor - Landscaping,118,15322,101 Ave,V3R4G9,,GTC,-122.797337,49.18595314
Night & Day Electric Ltd,"Contractor - Electrical,Inter-Municipal Business License Metro",,13942,58A Ave,V3X0G7,,NTC,-122.8354253,49.10850188
Coast Pacific Carrier Inc,Administrative Office - Dispatch Office,,8035,170 St,V4N4Y9,,FTC,-122.7508696,49.14909157
Deepak Bhasin Physical Therapist Corp,Professional Practitioner - Physical Therpay,,19050,68 Ave,V4N6A2,,CTC,-122.6951523,49.1261582
RK PhotoWall,Rental Service,501,13897,Fraser Hwy,V3T0G8,,SCC,-122.8375723,49.18035905
Bella Medi Spa & Laser,Esthetician,,6997,131 St,V3W6M8,,NTC,-122.8596983,49.12988367
Advili Immigration ,Immigration Consultant,309,15268,105 Ave,V3R0W8,,GTC,-122.7991917,49.19308927
Fraser Sports Goods ,Mail Order,,14714,69 Ave,V3S2C6,,NTC,-122.8144508,49.12808486
Oi Marketing Inc,Sales/Marketing Office,99,6465,184A St,V3S9X9,,CTC,-122.7113264,49.11957648
Qu Project Management Ltd,Construction Management,,8680,168A St,V4N5J4,,FTC,-122.7556858,49.16065601
CML Education & Technology Ltd,Consultant,,3085,162 St,V3Z7E1,,SSTC,-122.7726399,49.05869879
Oro Steel & Drywall Ltd,Contractor - Miscellaneous,,7263,145 St,V3S9E7,,NTC,-122.8207436,49.13500197
Gilroc Drywall & Construction Ltd,Contractor - Masonry/Drywall,,12949,Glengarry Cr,V3V1S9,,WTC,-122.8643862,49.16793451
Gur Mehar Development Ltd ,Contractor: Homebuilder ,,14755,59 Ave,V3S6V2,,NTC,-122.8137462,49.11038635
Pacific Canadian Immigration Solutions Inc,Immigration Consultant,,9648,160 St,V4N2J4,,GTC,-122.7785258,49.17791471
Resilient Ecological Services,"Consultant, Ecological restoration",,1956,Ocean Park Rd,V4A3M3,,SSTC,-122.8780042,49.03789355
Rampartap Sandhu ,Contractor: General ,,7047,141A St,V3W5X7,,NTC,-122.8305415,49.13084379
H & K Finishing ,Contractor - General,,6201,175A St,V3W1H9,,CTC,-122.7374972,49.11510773
D & D Plumbing and Heating Ltd,Plumbing & Heating Contractor,,8880,132B St,V3V7W3,,WTC,-122.8546163,49.16400992
Sahib Transport Ltd,"Trucking/Transport office use only 
Trucks (2) parked at 8842 128 Street",,12771,Arran Pl,V3V6J5,,WTC,-122.8688642,49.16363139
Kooner Trucking Ltd ,Contractor: Dump / trucks OFFICE USE ONLY ,,13378,55A Ave,V3X3B5,,NTC,-122.8518958,49.10297349
Tip Top Framing Ltd,Framing & Foundations,,9264,126A St,V3V5G2,,WTC,-122.8720159,49.17102161
Penrose Design Inc,Interior Decorating/Design,14,16355,23 Ave,V3Z0W1,,SSTC,-122.7689844,49.04392276
Daleymar Construction Ltd,Builder,,11093,Swan Cr,V3R5B7,,GTC,-122.8039724,49.2036154
Emaan Excavating and Construction Ltd,"Contractor - Miscellaneous,Inter-Municipal Business License FV,Contractor - Excavating/Construction",,14940,67 Ave,V3S9H1,,NTC,-122.8083287,49.12427088
Hamilton Enterprises Ltd ,Drywall Contractor,,10231,Semiahmoo Rd,V3T3N5,,SCC,-122.8619768,49.18856195
Columbia Masonry Ltd,Contractor: Masonry ,,6867,126A St,V3W1H3,,NTC,-122.8723417,49.12784437
Lions Gate Garage Doors Ltd,Contractor - Garage Door Installation,15,7121,192 St,V4N6K6,,CTC,-122.6911952,49.13246083
Remarkable Painting Ltd ,Contractor: Painting ,,12951,65 Ave,V3W9H4,,NTC,-122.8637627,49.12101023
Success 4 U Education And Counselling Inc,Private Education and Tutoring,,14096,28A Ave,V4P2H8,,SSTC,-122.8314388,49.05415642
Pahal Construction Ltd,Contractor - Construction,,11702,97A Ave,V3V2G5,,WTC,-122.8984166,49.17980867
Joon Supply Ltd,Manufacturing - Wood Work,,15923,88A Ave,V4N2X9,,FTC,-122.7814739,49.16390922
Marba Finishing Ltd,"Finishing Contractor, Construciton Contractor",,14880,68 Ave,V3W4T7,,NTC,-122.8098059,49.12624861
Ambleside Park Developments Ltd,Construction,,14836,66A Ave,V3S2V4,,NTC,-122.8112807,49.12342861
Sky Electric Inc ,Contractor: Electrical ,,8632,147A St,V3S6P3,,FTC,-122.8140044,49.15963765
Pooni Landsacaping,Contractor: Landscaping,,18712,55 Ave,V3S4N7,,CTC,-122.7029493,49.10220137
V Brar Transport Ltd,"Trucking Office Use Only.
Trucks parked at 14730 66 Avenue",,7065,150A St,V3S2E2,,NTC,-122.8053195,49.1313427
Rebound Health & Fitness,Active Rehab / Personal Training - MOBILE ONLY ,,7870,134 St,V3W4T5,,NTC,-122.8510124,49.14576523
Janine Tredwell Counselling,Counselling Service,,16239,14 Ave,V4A1H1,,SSTC,-122.7731152,49.02755992
Hill - Gann Ltd ,Consultant: Management / Sales / marketing,,8878,165 St,V4N1A3,,FTC,-122.7645843,49.16427614
Cathy Bach Management Ltd ,Property Management,,14206,86 Ave,V3W0S6,,WTC,-122.8287299,49.15948775
King Stone Slinger Ltd,"Trucking - Office Use Only
Trucks parked at 12697 - 80 Ave",,14050,66A Ave,V3W6M4,,NTC,-122.8330978,49.12343486
Sereda Electric Ltd,Contractor - Electrical,,5966,150 St,V3S3T3,,NTC,-122.8063946,49.11106507
Pro-Star Truck And Trailer Repair Ltd,Truck Repair - MOBILE ONLY,,7860,122A St,V3W3T3,,NTC,-122.8830073,49.14595765
Cortel Construction Group Ltd,General Contractor - Home Building,,12566,62A Ave,V3X1V2,,NTC,-122.8744752,49.11623454
Besteck Drywall Ltd,Drywall Contractor,,9081,156 St,V3R5Y9,,FTC,-122.7903299,49.16802288
Rani Driving School Ltd,Driving School ,172,7251,140 St,V3W5S6,,NTC,-122.8354292,49.13535862
Tie Up Construction Ltd,"Siding, Hardy Planks, Renovation,Siding, Hardy Planks & Renovations",,10242,133 St,V3T3Y7,,SCC,-122.8540815,49.18862944
R T Plumbing & Heating Ltd,"Plumbing, Heating & Gas Fitting",,14778,76 Ave,V3S2G9,,NTC,-122.8129056,49.14093394
Umbrella Seal Tech Corp,Contractor: Construction ,33,16261,23A Ave,V3Z0P7,,SSTC,-122.7716761,49.04486421
Gold Star Insulation Ltd,Contractor: Insulatiion,,6173,145B St,V3S8K9,,NTC,-122.8191432,49.11524041
T G I Engineering & Desing Concepts Ltd,Engineer - Designing & Drafting,,8694,Milton Dr,V3S5G8,,FTC,-122.8083737,49.16108423
Link-2 Enterprises Ltd,Import/Export,,15866,114 Ave,V4N5R2,,GTC,-122.7828321,49.20910048
Young Jun CPA,Accountant - office use only - no clients ,108,10721,139 St,V3T4L8,,SCC,-122.8371923,49.19750958
Basram Enterprise Ltd,Trucking Dispatch office,,11719,River Rd,V3V2V9,,WTC,-122.8979997,49.18542998
Lynn & Co Renovations Ltd ,General Contractor - Restoration,,9220,152 St,V3R4G2,,FTC,-122.8010072,49.17049035
Splendid IT Solutions Ltd ,"Home Automation: Low Voltage Wiring  / Networking,Home Automation: Low Voltage Wiring / Networking",,8187,145 St,V3S9J6,,FTC,-122.8198919,49.15164174
George Michalas Painting,Contractor: Painter,,12810,Marine Dr,V4A1C6,,SSTC,-122.8671766,49.02707837
Sukhwinder Sidhu,Contractor: Buidler ,,9247,148A St,V3R3Z1,,FTC,-122.8110166,49.17095318
C & K Framing Ltd,Framing Contractor,,6657,125B St,V3W1V6,,NTC,-122.8741936,49.12378662
We Do Electrical,Electrical Contractor,127,12040,68 Ave,V3W1P5,,NTC,-122.8889568,49.12647696
Entechass Services ,Construction Services ,,10525,139 St,V3T4L6,,SCC,-122.8371648,49.19382748
0985115 B C Ltd,Contractor: Framing ,,15667,88 Ave,V4N1H6,,FTC,-122.7881209,49.16295388
T P S G Immigration Consultancy Inc,Immigration consultant - OFFICE USE ONLY,,15803,99A Ave,V4N2A7,,GTC,-122.7843651,49.18355205
Silverwood Ventures Ltd,Contractor: Builder ,,5649,146 St,V3S2Z5,,NTC,-122.8187261,49.10552045
Luxberry Painting,Contractor: Painting,,14989,66A Ave,V3S2A3,,NTC,-122.8072892,49.12368517
Vigilant Security Ltd ,Security Service - OFFICE USE ONLY - no employees on site ,17,12092,70 Ave,V3W1A6,,NTC,-122.8886056,49.13000447
New Piyar Enterprises Ltd,"Trucking & Cartage
Truck is parked at 14684 64 Avenue Surrey",,6544,123A St,V3W1P7,,NTC,-122.880096,49.12181047
