NAME,BUSINESS_DESC,TYPE_CODE,TYPE_DESCRIPTION,OBJECTID,SHAPE,LICENCE_ACCOUNT_NUMBER,LICENSE_LOCATION
PETER'S YOUR INDEPENDENT GROCER (9201254 CANADA LTD),RETAIL - INCLUDING LIQUOR SALES,7205,7205 - Retail,49316,,4076274,1835 GORDON DR
CAPRI BOWLING LANES,BOWLING ALLEY (16 LANES),1100,1100 - Bowling Alley,49316,,4023550,1835 GORDON DR
BURNETT DENTURE CLINIC,DENTURIST,8022,8022 - Dental Technician or Laboratory Services,49316,,4036194,115B-1835 GORDON DR
CAPRI LOTTO CENTRE,RETAIL - LOTTO TICKET SALES,7205,7205 - Retail,49316,,4076599,129E-1835 GORDON DR
ARO INC,COLLECTION AGENCY,7420,7420 - Security Serv/Investigation/Collections,49316,,4033649,207-1835 GORDON DR
CAPRI DENTAL PROSTHETICS,"Dental clinic, specifically prosthodontic specialty clinic. 2-chair operation. Sees patients daily.",2550,2550 - Health Services,49316,,4088063,136-1835 GORDON DR
0918799 BC LTD DBA PACIFIC TOP TEAM,MARTIAL ARTS,8066,"8066 - Private Teaching of Music, Dancing, Hairdress & other related activities",49316,,4069024,100-1835 GORDON DR
SECURIGUARD SERVICES LTD,SECURITY SERVICES,7420,7420 - Security Serv/Investigation/Collections,49316,,4067351,116-1835 GORDON DR
CLEAR VISION OPTICAL,RETAIL   1 - 278 SQ. METRES,7205,7205 - Retail,49316,,4059363,131-1835 GORDON DR
NAILS CLUB,NAIL STUDIO,2400,2400 - Hairstylist or Barber,49316,,4060049,145-1835 GORDON DR
HEALTHY AT HOME SENIOR CARE INC.,AT HOME SENIOR CARE,2550,2550 - Health Services,49316,,4076368,149-1835 GORDON DR
CAPRI BOOSTER HOLDINGS LTD (DBA BOOSTER JUICE),RETAIL   1 - 278 SQ. METRES,7205,7205 - Retail,49316,,4074139,101-1101 HARVEY AVE
FAT BURGER CAPRI CENTRE,CLASS B - DINING ROOM (OVER 140 SQ M),3230,3230 - Food Primary Establishment (with a floor area over 140 square metres),49316,,4080677,102-1101 HARVEY AVE
CAPRI SERVICE CENTRE & POST OFFICE,TOBACCO STORE AND POST OFFICE,7205,7205 - Retail,49316,,4017329,144-1835 GORDON DR
TRAVEL MEDICINE & VACCIANTION CENTRE,PHYSICIAN,5099,5099 - Professional Services,49316,,4036838,115C-1835 GORDON DR
MATHNASIUM KELOWNA,Math tutoring for K-12 students,8065,8065 - Commercial or Private Schools & Training Services,49316,,4086966,137-1835 GORDON DR
OKANAGAN LUNG CENTRE,DOCTOR'S RESPIRATORY CLINIC (5),5099,5099 - Professional Services,49316,,4023734,204-1835 GORDON DR
CAPRICMW INSURANCE SERVICES LTD,"REAL ESTATE, LAND/INSURANCE AGENT  11-20",7005,7005 - Real Estate/Land Agent,49316,,4071715,117-1835 GORDON DR
GOOD LIFE FITNESS CENTRES INC,FITNESS CLUB,2020,2020 - Fitness and Recreational Sports,49316,,4072107,119-1835 GORDON DR
MI-NE SUSHI HOUSE,RESTAURANT - 140 SQ METRES OR LESS,7102,7102 - Restaurant,49316,,4076097,134-1835 GORDON DR
1ST CHOICE HAIR CUTTERS,HAIR SALON,2400,2400 - Hairstylist or Barber,49316,,4071125,135-1835 GORDON DR
HIS 'N HERS FASHIONS,RETAIL - CLOTHING,7205,7205 - Retail,49316,,4033648,138-1835 GORDON DR
CAPRI ALTERATIONS,TAILOR/DRESSMAKER AND ALTERATIONS,8082,8082 - Tailor or Dressmaker,49316,,4070582,146-1835 GORDON DR
CAPRI MEDICAL CENTRE INC,GENERAL PRACTITIONER,5099,5099 - Professional Services,49316,,4060884,132-1835 GORDON DR
EASY FINANCIAL SERVICES,FINANCIAL SERVICES,7705,7705 - Trust/Insurance/Investment/Loan/Mortgage Company,49316,,4074885,133-1835 GORDON DR
DERMAPURE KELOWNA INC,MEDICAL AND COSMETIC PRACTITIONER,5099,5099 - Professional Services,49316,,4077441,288-1835 GORDON DR
URBAN GENERAL - P200 ENTERPRISES LTD.,RETAIL      279 - 557 SQ. METRES,7205,7205 - Retail,49316,,4061787,103-1835 GORDON DR
WCG INTERNATIONAL CONSULTANTS LTD. DBA WORKBC,EMPLOYMENT SERVICES,3340,"3340 - Management, Administration & Consultants",49316,,4082849,107-1835 GORDON DR
VALLEY MEDICAL LABORATORIES,PROFESSIONALS - LAB ASSISTANTS (3),5099,5099 - Professional Services,49316,,4077407,114-1835 GORDON DR
DEDUTCH PANNEKOEK HOUSE,RESTAURANT,7102,7102 - Restaurant,49316,,4072062,1749 GORDON DR
A & W RESTAURANT CAPRI,RESTAURANT - EXCESS OF 140 SQ. METRES,7102,7102 - Restaurant,49316,,4067080,1799 GORDON DR
0888327 B C LTD DBA YUM YUM TREE,RESTAURANT & TAKE OUT,7102,7102 - Restaurant,49316,,4070215,123-1835 GORDON DR
EXPERT HEARING SOLUTIONS LTD,RETAIL - HEARING AIDS,7205,7205 - Retail,49316,,4025128,130-1835 GORDON DR
CAPRI BATTERIES & MORE,RETAIL JEWLERY STORE,7205,7205 - Retail,49316,,4082577,129-1835 GORDON DR
CANADIAN UTILITY CONSTRUCTION LIMITED PARTNERSHIP,GAS-FITTING CONTRACTOR AND LOCATES,1566,1566 - Contractors,49318,,4076960,2905 ACLAND RD
ALLTECK LIMITED PARTNERSHIP,POWER LINE CONTRACTOR,1566,1566 - Contractors,49318,,4074433,2905 ACLAND RD
REAL DEAL AUSTRALIAN MEAT PIES,MANUFACTURER AND SALES,3405,3405 - Manufacturer,49320,,4068881,103-2955 ACLAND RD
CICATRIX LABS INC,Cannabis Micro Processor,4201,4201 - Medical Cannabis Production,49320,,4086544,102-2955 ACLAND RD
1179671 BC LTD,CATERING COMPANY,7100,7100 - Restaurant - Catering or Meal Prep,49320,,4083151,112-2955 ACLAND RD
DUCTWORKS HEATING & AIR CONDITIONING LTD,GAS-FITTING & SHEET METAL CONTRACTOR,1566,1566 - Contractors,49320,,4057135,104-2955 ACLAND RD
NATURALIGHT FOODS INC,WHOLESALE - LIGHT MANUFACTURING - HERBAL & FLAVOUR EXTRACTS,7905,7905 - Wholesale,49320,,4035037,109-2955 ACLAND RD
BC AIR FILTER LTD,WHOLESALE SUPPLIER,7905,7905 - Wholesale,49320,,4068829,106-2955 ACLAND RD
PACIFIC AIR FILTER LTD,WHOLESALE     1- 464 SQ. METRES),7905,7905 - Wholesale,49320,,4067603,106-2955 ACLAND RD
MD DRYWALL LTD,DRYWALL CONTRACTORS,1566,1566 - Contractors,49331,,4085662,541 BARRA LANE
THE CLOSET FACTORY LTD,"SALES, DESIGN & INSTALLATION OF CLOSET SYSTEMS - HBB MINOR",1566,1566 - Contractors,49338,,4079480,1738 CARNEGIE ST
OAK TREE FORESTRY SERVICES LTD,FORESTRY CONSULTANT,1566,1566 - Contractors,49338,,4032509,1738 CARNEGIE ST
THE RMT CO. MASSAGE THERAPY COMPANY,REGISTERED MASSAGE THERAPIST - HBB MAJOR,5099,5099 - Professional Services,49352,,4086401,570 BARRA LANE
MID-MOUNTAIN EXCAVATING LTD,CONTRACTOR - EXCAVATING,1566,1566 - Contractors,49357,,4011800,2515 LONGHILL RD
DNL ENTERPRISES LTD,WHOLESALE NURSERY,8040,8040 - Landscaping/Garden  (Incl. Sale Shrubs),49357,,4057246,2515 LONGHILL RD
MID-MOUNTAIN DEVELOPMENTS LTD,MANAGEMENT COMPANY (LEASES OUT COMMERCIAL BLDG),3350,3350 - Management Company - Property,49357,,4034370,2515 LONGHILL RD
ORACLE AUTO WHOLESALE LTD,AUTO DEALER - SECONDHAND & USED,500,500 - Auto Dealer - Secondhand & Used,49368,,4079380,2670 ENTERPRISE WAY
ELITE SOURCE BUILDING PRODUCTS,building products fasteners / hydroponic fertilizers,7205,7205 - Retail,49368,,4087386,2670 ENTERPRISE WAY
ME AUTO,USED CAR SALES,400,"400 - Auto Dealer - New, Secondhand, Used",49368,,4085086,2670 ENTERPRISE WAY
THE FIVE POINTS QUALITY MEATS INC.,RETAIL   1 - 278 SQ. METRES,7205,7205 - Retail,49368,,4083880,2670 ENTERPRISE WAY
RUSSO AUTO SALES,Sale of preowned vehicles,500,500 - Auto Dealer - Secondhand & Used,49368,,4086570,2702 HIGHWAY 97 N
GLENN'S AUTOMOTIVE & TRANSMISSION SERVICES,GARAGE (REPAIR),2204,2204 - Garage (Repair),49368,,4065110,21-2670 ENTERPRISE WAY
ARMAGUARD COATINGS KELOWNA,SPRAY BOX LINERS - INDUSTRIAL COATINGS,3405,3405 - Manufacturer,49368,,4082060,9-2670 ENTERPRISE WAY
FLYING COLOURS AUTO PAINTING,AUTO TOUCH UPS/SPOT REPAIRS,300,"300 - Automobile Body Repair and Paint Shop, detailing or car wash",49368,,4065329,10-2670 ENTERPRISE WAY
STRAIGHT EDGE PAINITNG INC.,PAINTING & DECORATING CONTRACTOR,1566,1566 - Contractors,49368,,4076672,14-2670 ENTERPRISE WAY
E STREET AUTO REPAIRS,GARAGE - AUTO REPAIR/WINDSHIELD REPLACEMENT,2204,2204 - Garage (Repair),49368,,4058765,5-2670 ENTERPRISE WAY
AUTO DOCTOR,AUTOMOTIVE AIR CONDITIONING REPAIR,2204,2204 - Garage (Repair),49368,,4079549,7-2670 ENTERPRISE WAY
OKANAGAN SPRAY CENTRE LTD,SMALL EQUIPMENT REPAIRS,8081,8081 - Service & Maintenance of Small Appliances,49368,,4021976,19-2670 ENTERPRISE WAY
BUDGET CAR & TRUCK RENTALS,AUTOMOBILE RENTAL & LEASING SERVICE (INCL CAR WASH),8012,8012 - Car/Truck/Rec Veh Rental/Leasing,49368,,4004062,2702 HIGHWAY 97 N
SEXSMITH INDUSTRIAL REPAIR,CONSULTANT - INDUSTRIAL SERVICES,3340,"3340 - Management, Administration & Consultants",49368,,4065934,2-2670 ENTERPRISE WAY
BRITE 'N UP AUTO CLEANING,AUTO DETAILING - SHAMPOO & CAR CARE,300,"300 - Automobile Body Repair and Paint Shop, detailing or car wash",49368,,4030160,20-2670 ENTERPRISE WAY
TWO SMALL MEN WITH BIG HEARTS,Moving Company,1300,"1300 - Carrier - Taxicabs, Limousines, Tour Companies, Courier/Delivery/Freight/Hauling Services",49368,,4086865,1-2670 ENTERPRISE WAY
SELECT COATINGS AND POLISHING LTD.,AUTO BODY REPAIR & PAINT SHOP,300,"300 - Automobile Body Repair and Paint Shop, detailing or car wash",49368,,4077991,3-2670 ENTERPRISE WAY
CLEAN ALL BLINDS,CLEANING BLINDS,8036,8036 - Janitor And/Or Window Cleaning,49368,,4033741,4-2670 ENTERPRISE WAY
RBC ID BH73 ATM PETRO CANADA,ATM,7804,7804 - Vending Machines,49369,,4086960,2693 HIGHWAY 97 N
CO DARA VENTURES LTD DBA PETRO CANADA 02879,GASOLINE OR FUEL SERVICE STATION,2300,2300 - Gasoline Or Fuel Service Station,49369,,4067301,2693 HIGHWAY 97 N
CO DARA VENTURES LTD DBA PETRO CANADA 02879,RETAIL   1 - 278 SQ. METRES,7205,7205 - Retail,49369,,4067302,2693 HIGHWAY 97 N
MISSION GROUP ENTERPRISES LTD,SALES CENTRE,7205,7205 - Retail,49380,,4080837,489 BERNARD AVE
KARAT CHOCOLATES,RETAIL,7205,7205 - Retail,49380,,4082374,1526 ELLIS ST
PICK THAI CORP.,RESTAURANT - 140 SQ METRES OR LESS,7102,7102 - Restaurant,49381,,4079947,467 BERNARD AVE
RIGHT WHEY NUTRITION,RETAIL  VITAMIN SUPPLEMENTS,7205,7205 - Retail,49381,,4060392,473 BERNARD AVE
SUBCITY DONAIR (KELOWNA BERNARD) LTD,RESTAURANT - 140 SQ METRES OR LESS,7102,7102 - Restaurant,49381,,4072503,469 BERNARD AVE
BURNETT'S FLORIST,FLORIST,7205,7205 - Retail,49382,,4080814,453 BERNARD AVE
DOWNTOWN SHOE STORE COMPANY LTD,RETAIL,7205,7205 - Retail,49382,,4011029,459 BERNARD AVE
FUNKTIONAL GIFTS INC DBA FROCK & FELLOW,RETAIL  - CLOTHING CONSIGNMENT,7205,7205 - Retail,49383,,4074836,441 BERNARD AVE
FUNKTIONAL,RETAIL - HOME DECOR,7205,7205 - Retail,49383,,4037536,447 BERNARD AVE
MOSAIC BOOKS,RETAIL,7205,7205 - Retail,49384,,4029285,411 BERNARD AVE
BELL MEDIA INC,PUBLIC UTILITY COMPANY - RADIO BROADCASTING,6000,6000 - Public or private utility company,49384,,4066429,435 BERNARD AVE
NAKAMURA SHOKUDOU MARKETING CORP DBA WASABI IZAKAYA,CLASS B - DINING ROOM (OVER 140 SQ M),3230,3230 - Food Primary Establishment (with a floor area over 140 square metres),49393,,4066349,1623 PANDOSY ST
1257700 BC LTD DBA ULTIMATE TRADESMEN,SKILLED TRADES STAFFING,3340,"3340 - Management, Administration & Consultants",49394,,4086075,1619 PANDOSY ST
GREY HEARTS,RETAIL     1116 - 2230 SQ. METRES,7205,7205 - Retail,49395,,4084329,1615 PANDOSY ST
BERTRAM & CO TATTOO & PIERCING,TATTOO & PIERCING,850,850 - Beauty Parlour and/or Aesthetic Services,49397,,4074704,417 LAWRENCE AVE
BERTRAM & CO.,TATTOO STUDIO,850,850 - Beauty Parlour and/or Aesthetic Services,49397,,4078229,427 LAWRENCE AVE
SHEAR AMBITION,"HAIRSTYLIST, BARBER/BEAUTY PARLOUR",2400,2400 - Hairstylist or Barber,49397,,4081949,1603 PANDOSY ST
SUBTLE,"RETAIL OF SKATEBOARDS, CLOTHING AND ACCESSORIES",7205,7205 - Retail,49397,,4085694,1603 PANDOSY ST
CENTRAL OKANAGAN PROPERTY MANAGEMENT,Property Management Services,3340,"3340 - Management, Administration & Consultants",49415,,4089243,1668 ELLIS ST
REALTY ONE REAL ESTATE LTD. DBA REALTY ONE,REAL ESTATE OR LAND AGENT 1-2,7005,7005 - Real Estate/Land Agent,49415,,4086384,100-1668 ELLIS ST
DISCOVER KELOWNA RESORT ACCOMMODATIONS,HOUSEKEEPING COMPANY (25 EMPLOYEES),8036,8036 - Janitor And/Or Window Cleaning,49415,,4078636,100-1668 ELLIS ST
DISCOVER KELOWNA RESORT ACCOMMODATIONS,BOOKING TOURIST ACCOMODATION,3350,3350 - Management Company - Property,49415,,4078635,100-1668 ELLIS ST
VIRAM CUSTOM BUILDERS,Building Contractor,1566,1566 - Contractors,49415,,4089223,210-1668 ELLIS ST
SABA CONSTUCTION LTD,Home Builder,1566,1566 - Contractors,49415,,4089146,210-1668 ELLIS ST
SPLIT DECISIONS CRAFT BEER AND BURGERS BAR,Restaurant,7102,7102 - Restaurant,49417,,4089362,467 LEON AVE
MOONSTONE FERMENTS,SALES & TRAINING FOR NATURAL FERMENTED FOODS,110,110 - Advertising and Marketing,49419,,4077687,1675 PANDOSY ST
CITY PIZZA,RESTAURANT - 140 SQ METRES OR LESS,7102,7102 - Restaurant,49419,,4076172,1675 PANDOSY ST
TERRY HOLLINGS,HAIR SALON,2400,2400 - Hairstylist or Barber,49419,,4026643,1679 PANDOSY ST
SIR BARBER SHOP,BARBER SHOP (3 CHAIRS),2400,2400 - Hairstylist or Barber,49419,,4070552,1679 PANDOSY ST
ROOT CHAKRA REIKI,HOLISTIC TRAINING ACADEMY,2550,2550 - Health Services,49419,,4084959,1679 PANDOSY ST
DA TANDOOR FUSION INDIAN CUISINE LOUNGE BANQUET & CONFERENCE CENTRE,CLASS B - DINING LOUNGE (OVER 140 SQ M),3220,3220 - Liquor Primary Establishment (with a floor area over 140 sq. metres),49419,,4068557,1687 PANDOSY ST
JOHN HOWARD SOCIETY OF OKANAGAN & KOOTENAY DBA CORNERSTONE,NOT FOR PROFIT SHELTER,3340,"3340 - Management, Administration & Consultants",49419,,4080844,425 LEON AVE
SAFETY EVOLUTION SOFTWARE SYSTEMS INCORPORATED,SAAS SOFTWARE DEVELOPMENT AND SALES,2650,2650 - Information Technology,49419,,4084695,3-1685 PANDOSY ST
BUSINESS FINDERS  CANADA,"REAL ESTATE, LAND/INSURANCE AGENT 3-5",7005,7005 - Real Estate/Land Agent,49419,,4069418,1685 PANDOSY ST
TAMM SUPER CARNES & RESTAURANT LTD,Restaurant,7102,7102 - Restaurant,49421,,4087550,430 HARVEY AVE
A2B HAULIN LTD,CARRIER - VEHICLES,1300,"1300 - Carrier - Taxicabs, Limousines, Tour Companies, Courier/Delivery/Freight/Hauling Services",49422,,4079392,123 PENNO RD
SECURE-RITE MOBILE STORAGE INC,SUB-CONTRACTS OF MOBILE STORAGE UNITS,1566,1566 - Contractors,49422,,4061960,123 PENNO RD
KBZ HOLDING LTD DBA TIMBERSTONE DISTRIBUTION,DISTRIBUTION,7850,7850 - Warehousing,49423,,4079199,110-2250 ACLAND RD
CARRIER ENTERPRISE CANADA L.P.,WHOLESALE     1- 464 SQ. METRES)HEATING & VENTILATION & AIR COND EQUIPMENT,7905,7905 - Wholesale,49423,,4025517,100-2250 ACLAND RD
VAN HOUTTE COFFEE SERVICES,WAREHOUSING - COFFEE,7850,7850 - Warehousing,49423,,4036822,105-2250 ACLAND RD
HOLZ INDUSTRIES INC,MILLWORK SHOP,8044,8044 - Lumberyard Or Millwork Shop,49423,,4058985,103-2250 ACLAND RD
UPPER CANADA FOREST PRODUCTS LTD,WHOLESALE - LUMBER,7905,7905 - Wholesale,49423,,4032759,108-2250 ACLAND RD
FOCUS COMMUNICATIONS INC.,Telecommunication Contractors,1566,1566 - Contractors,49424,,4087654,2350 ACLAND RD
MARATHON FASTENERS & HARDWARE INC.,WHOLESALE    HARDWARE AND FASTENERS,7905,7905 - Wholesale,49424,,4059570,100-2350 ACLAND RD
K-LYNN ENTERPRISES LTD DBA ROTO ROOTER,SEPTIC TANK SEWER & DRAIN CLEANING SERVICE,8072,8072 - Septic Tank/Grease Tank Cleaners,49424,,4027626,102-2350 ACLAND RD
K-LYNN ENTERPRISES LTD DBA ROTO ROOTER,PLUMBING AND GAS-FITTING CONTRACTOR,1566,1566 - Contractors,49424,,4068413,102-2350 ACLAND RD
1097849 BC LTD DBA METAL SUPERMARKETS KELOWNA,METAL SUPPLIES,7850,7850 - Warehousing,49424,,4079201,104-2350 ACLAND RD
CENTRA WINDOWS LTD,WAREHOUSING   1 - 464 SQ. METRES,7850,7850 - Warehousing,49424,,4061147,106-2350 ACLAND RD
SUPERIOR PROPANE   ATTN:  ACCOUNTS PAYABLE,FUEL DEALER  (LIQUID FUELS),8027,8027 - Fuel Dealer (Liquid Fuels),49431,,4061837,6741 HIGHWAY 97 N
"MORDY, TYLER",SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,49448,,4088286,980 CLARANCE AVE
"GIDDEN, MARK",SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,49451,,4088990,992 CLARANCE AVE
OMKARA HOMES INC.,BUILDING CONTRACTOR,1566,1566 - Contractors,49454,,4086629,1088 CLARANCE AVE
LK CONSULTING DBA LIQUID KUDOS,"BUSINESS DEV, MARKETING, MARKET RESEARCH, ADVISORY SERVICES, BEV CLUB-HBB MINOR",3340,"3340 - Management, Administration & Consultants",49456,,4084575,1130 LEDGEVIEW CRT
WEI LIU,SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,49461,,4083838,1052 CLARANCE AVE
"LU, JIAN JUN",SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,49473,,4083366,1070 LEDGEVIEW CRT
"RACZ, SUSANNA",SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,49477,,4088219,1030 LEDGEVIEW CRT
UPPER MISSION 980,BED & BREAKFAST (3 BEDROOMS),7315,7315 - Bed & Breakfast,49482,,4083109,980 LEDGEVIEW CRT
FOREST ON LAKE,Bed & Breakfast,7315,7315 - Bed & Breakfast,49497,,4088818,153 TIMBERLINE RD
UNICO ONE DEVELOPMENTS LTD DBA ARTIUM STUDENT RESIDENCE,APARTMENT -  (23 UNITS),7310,7310 - Apartment,49498,,4080018,125 DUNDAS RD
OKANAGAN POWER EQUIPMENT LTD.,RETAIL & SERVICE OF EQUIPMENT,7205,7205 - Retail,49499,,4079668,102-2791 HIGHWAY 97 N
BARB'S DELIGHTS,RESTAURANT - 140 SQ METRES OR LESS,7102,7102 - Restaurant,49499,,4069332,88-2789 HIGHWAY 97 N
BLUEPORT BUILDERS INC,BUILDING CONTRACTOR,1566,1566 - Contractors,49499,,4080458,216-2791 HIGHWAY 97 N
AQUILA ENTERPRISES INC,BUILDING CONTRACTOR,1566,1566 - Contractors,49499,,4020145,216-2791 HIGHWAY 97 N
REFLOW SOLUTIONS LTD,Diesel Repair & Maintenance,8052,8052 - Machine & Equipment Sales/Service,49499,,4086492,40-2789 HIGHWAY 97 N
VALLEY MOTO SPORT KELOWNA (2008) LTD,RETAIL,7205,7205 - Retail,49499,,4067933,94-2789 HIGHWAY 97 N
GOOD STUFF CATERING,MOBILE STORES (1 VEHICLE),3500,3500 - Mobile Store or Vendor,49499,,4031157,50-2789 HIGHWAY 97 N
CARLYLE HOLDINGS LTD,PROPERTY MANAGEMENT,3350,3350 - Management Company - Property,49499,,4000397,201-2791 HIGHWAY 97 N
NICK'S PERFORMANCE AUTOMOTIVE,AUTOMOTIVE REPAIRS,300,"300 - Automobile Body Repair and Paint Shop, detailing or car wash",49499,,4036967,56-2789 HIGHWAY 97 N
INTERIOR POWER VAC LTD,OTHER CONTRACTORS - FURNACE AND DUCT CLEANING,1566,1566 - Contractors,49499,,4080553,214-2791 HIGHWAY 97 N
FOUNDATIONS BUILDING MATERIALS,RETAIL,7205,7205 - Retail,49499,,4016187,6-2789 HIGHWAY 97 N
SHOWROOM SHINE DETAILING,AUTO DETAILING,300,"300 - Automobile Body Repair and Paint Shop, detailing or car wash",49500,,4081564,3646 HIGHWAY 97 N
BCJ PROPANE,FUEL DEALER  (LIQUID FUELS),8027,8027 - Fuel Dealer (Liquid Fuels),49500,,4059498,3646 HIGHWAY 97 N
SPACE HOLDINGS,CONTRACTOR - BUILDING,1566,1566 - Contractors,49500,,4020671,3650 HIGHWAY 97 N
1327328 BC LTD ESSO,GASOLINE OR FUEL SERVICE STATION,2300,2300 - Gasoline Or Fuel Service Station,49500,,4089273,3650 HIGHWAY 97 N
CUTTING EDGE AUTOMOTIVE & PERFORMANCE INC,GARAGE (REPAIR),2204,2204 - Garage (Repair),49500,,4062850,3652 HIGHWAY 97 N
REAPER RACING PRODUCTS INC.,ALUMINUM RACE CAR AND TRAILER PRODUCTS,7850,7850 - Warehousing,49500,,4082661,3652 HIGHWAY 97 N
LAZIC'S AUTOMOTIVE INC,GARAGE REPAIRS,2204,2204 - Garage (Repair),49500,,4057037,3-3650 HIGHWAY 97 N
SAVE BIG ON TIRES LTD.,GARAGE (REPAIR),2204,2204 - Garage (Repair),49500,,4077782,3-3650 HIGHWAY 97 N
ONECREW MOBILE RESTO BAR,Event Management/Organiser,3340,"3340 - Management, Administration & Consultants",49505,,4088095,29-1102 CAMERON AVE
SEBASTIAN WOOD-ART,SMALL ITEM WOOD CRAFTING - HBB MINOR,8032,8032 - Art and Home Handicrafts,49505,,4086457,34-1102 CAMERON AVE
VIP CLEANING,CLEANING SERVICES FOR HOMES AND BUSINESSES - HBB MINOR,8036,8036 - Janitor And/Or Window Cleaning,49505,,4086059,316-1102 CAMERON AVE
SUNCRUISER PUBLISHING INC,HBB MINOR -  MAGAZINE PUBLICATION,8054,"8054 - Magazine, Periodical or Book Sales",49505,,4065715,57-1102 CAMERON AVE
"REID, AUSTIN",DEEP TISSUE MASSAGE - HBB MINOR & ITINERANT,2550,2550 - Health Services,49505,,4081362,106-1102 CAMERON AVE
WAY2BE RICKSHAW,Rickshaw Sole Proprietor,1300,"1300 - Carrier - Taxicabs, Limousines, Tour Companies, Courier/Delivery/Freight/Hauling Services",49505,,4088124,110-1102 CAMERON AVE
INELEC CONSULTING LIMITED,Engineering Consulting,5099,5099 - Professional Services,49505,,4088503,47-1102 CAMERON AVE
IMPACT EVENTS AND PROJECT MANAGEMENT INC.,"MARKETING, PUBLIC RELATIONS, BRAND MGMNT, EVENT & CONFERENCE COMPANY - HBB MINOR",110,110 - Advertising and Marketing,49505,,4080527,141-1102 CAMERON AVE
KELOWNA MUSEUM SOCIERY,MUSEUM,8000,"8000 - Personal, Household & Other Services",49508,,4082105,470 QUEENSWAY
FUNFITNESS,Mobile Personal Training,2020,2020 - Fitness and Recreational Sports,49524,,4088966,119-625 ACADEMY WAY
GRATEFUL DAWG SQUAD,Dog Walking,120,120 - Animal and Pet Services,49524,,4088893,127-625 ACADEMY WAY
NORTHEDGE CREATIVE,"NorthEdge Creative specializes in creative Branding, Videography, Web-Design, and Consulting",110,110 - Advertising and Marketing,49524,,4087269,625 ACADEMY WAY
TAYLOR KOKORA,HOME HANDICRAFT - SELF EMPLOYED,8032,8032 - Art and Home Handicrafts,49524,,4084179,PH21-625 ACADEMY WAY
MAID FOR KELOWNA,Home and business cleaning,8036,8036 - Janitor And/Or Window Cleaning,49530,,4086927,805 ACADEMY WAY
U-THREE MISSION GROUP RENTALS,Apartment (63 Units),7310,7310 - Apartment,49530,,4087295,805 ACADEMY WAY
"POTHANA, ADITYA KUMAR",IT Training Services,2650,2650 - Information Technology,49532,,4086768,225-775 ACADEMY WAY
BT SPORT SCIENCE,Sport Science data collection and performance analysis for athletes and coaches,2020,2020 - Fitness and Recreational Sports,49534,,4088150,216-881 ACADEMY WAY
KELOWNA RIGHTRIDE LP,AUTO DEALER - SECONDHAND & USED,500,500 - Auto Dealer - Secondhand & Used,49551,,4087565,2670 HIGHWAY 97 N
LAKEVIEW MOTORS LP DBA OKANAGAN CHRYSLER JEEP DODGE,AUTO DEALER-NEW & USED,400,"400 - Auto Dealer - New, Secondhand, Used",49552,,4058872,2690 HIGHWAY 97 N
MAX PERFORMANCE AUTO REPAIR,AUTO BODY REPAIR & PAINT SHOP,300,"300 - Automobile Body Repair and Paint Shop, detailing or car wash",49554,,4081997,1-656 WILLOW PARK RD
CREATIVE STONE SOLUTIONS,FABRICATOR/MANUFACTURER OF COUNTER TOPS,3405,3405 - Manufacturer,49554,,4078713,3-656 WILLOW PARK RD
CANADAS BEST VALUE INN,Motel - providing accommodation,7306,"7306 - Hotel, Motel, Auto Court - Units Only",49566,,4087544,2679 HIGHWAY 97 N
ETA PUBLISHING LTD,Writing and Publishing Services,3340,"3340 - Management, Administration & Consultants",49571,,4086786,2-601 WILLMS RD
ALPINE ROOTS FARM,FARM RETAIL SALES,2200,2200 - Farm Retail Sales,49573,,4085761,3190 HALL RD
PERFECT UNIVERSAL THREADING,Facial and/or eyebrows threading services,850,850 - Beauty Parlour and/or Aesthetic Services,49576,,4086710,1050 HOLLYWOOD RD S
KNOX MOUNTAIN MASSAGE THERAPY,REGISTERED MASSAGE THERAPY - HBB MAJOR,5099,5099 - Professional Services,49579,,4082122,706 WALROD ST
"TURNER, SUSANNE",Paperwork processing service,3340,"3340 - Management, Administration & Consultants",49579,,4086587,710 WALROD ST
KELOWNA POST CONSTRUCTION,Post construction cleaning,1566,1566 - Contractors,49583,,4087627,2109 PANDOSY ST
