BusinessName,BusinessDescription,Address,Phone,Naics,NaicsDescription,BusinessType,FullTime,PartTime
True Love Forever Ltd,"Jewelry Design, Jewelry Retail",4000 No 3 Rd Unit 6090 Richmond BC  V6X 0J8,604-728-8115,448310,Jewellery stores,Retail Trading,1,1
True Motors,Car sales,21320 Westminster Hwy Unit 2118 Richmond BC  V6V 2X5,604-562-4858,441120,Used car dealers,Automobile Dealer,1,0
True North Entertainment Inc,video producer/aerial cinematography,4380 Agar Dr   Richmond BC  V7B 1A3,604-618-5953,541920,Photographic services,,2,0
True World Foods,delivery & distribtution/wholesale of seafood products as well as import grocery items,12417 No 2 Rd Unit 155 Richmond BC  V7E 6H6,604-878-1994,413140,Fish and seafood product merchant wholesalers,Wholesale Trading,8,2
True World Foods Inc Of Canada,Wholesale distributor of seafood products,12491 No 2 Rd Unit 11 Richmond BC  V7E 2G3,604-878-1994,413140,Fish and seafood product merchant wholesalers,Wholesale Trading,10,8
Truedan Canada,Selling supplies to franchisees and business management,11782 River Rd Unit 126 Richmond BC  V6X 1Z7,604-370-2255,454110,Electronic shopping and mail-order houses,Wholesale Trading,4,0
Trueview Technical Services Inc,"Structural Steel Detailing service 
(drafting services)",10571 Algonquin Dr   Richmond BC  V7A 3A5,604-271-3058,541340,Drafting services,Home Occupation,1,1
Trusens Hyperbaric & Wellness Centre Inc,Holding company and beauty & wellness consulting,5368 Opal Pl   Richmond BC  V7C 5B4,604-657-2273,541690,Other scientific and technical consulting services,,1,0
Trust Auto Sales,Used car trader (buy & sell),3691 No 3 Rd   Richmond BC  V6X 2B8,604-233-9299,441110,New car dealers,Automobile Dealer,4,0
Trust Car Rental,"Renting cars to clients, 15 cars",3691 No 3 Rd   Richmond BC  V6X 2B8,604-233-9299,532111,Passenger car rental,Vehicle For Hire Office,5,0
Trust Freight (Canada) Inc,Freight Forwarder,5000 Miller Rd Unit 2130 Richmond BC  V7B 1K9,604-276-2118,488519,Other freight transportation arrangement,Delivery Services,8,0
Trust Pro Consulting,"Business management consulting, accounting services, international student recruitment.",6081 No 3 Rd Unit 805 Richmond BC  V6Y 2B2,604-227-1007,523930,Investment advice,,3,0
Trust Travel Service Ltd,"Selling air tickets, tour packages, cruises, hotel bookings, visa requests",8260 Westminster Hwy Unit 2140 Richmond BC  V6X 3Y2,604-537-3639,561510,Travel agencies,Travel Agency,4,1
Trust Travel Services Ltd,"Travel services. Selling air tickets, hotel booking, cruise selling, tours",8260 Westminster Hwy Unit 1290 Richmond BC  V6X 3Y2,604-273-1881,561510,Travel agencies,Travel Agency,2,0
Trustful Construction Ltd,General contractor - commerical/residential,8088 Spires Gate Unit 4 Richmond BC  V6Y 4J6,778-386-3861,236110,Residential building construction,General Contractor,1,0
Trusty Construction Ltd,Indoor renovation,11240 Bridgeport Rd Unit 5 Richmond BC  V6X 1T2,604-726-2118,236220,Commercial and institutional building construction,General Contractor,2,0
Tsang & Company Barristers & Solicitors,Law Offices,8171 Cook Rd Unit 320 Richmond BC  V6Y 3T8,604-279-9023,541110,Offices of lawyers,,6,1
Tsao Art Ltd,"Retail of new jewellry, decor and artwork",4311 Hazelbridge Way Unit 1725 Richmond BC  V6X 3L7,604-825-3779,452999,All other miscellaneous general merchandise stores,Retail Trading,1,1
Tsim Chai Noodles,Restaurant,8251 Westminster Hwy Unit 50 Richmond BC  V6X 1A7,604-273-6288,722511,Full-service restaurants,Food Service Establishment,13,0
TSO Logistics (Canada) Ltd,Logistics and freight forwarding,2560 Shell Rd Unit 2038 Richmond BC  V6X 0B8,604-207-8868,488519,Other freight transportation arrangement,,4,0
TSS Football Club,Youth & adult  soccer club that engages in training and game,1751 Savage Rd Unit 115 Richmond BC  V6V 1R1,604-838-5801,611620,Athletic instruction,Health Studio,2,0
Tsujiri,Tea and dessert shop,4777 McClelland Rd Unit 1535 Richmond BC  V6X 0M5,647-965-0330,722512,Limited-service eating places,Food Service Establishment,5,5
Tsukiji Japanese Restaurant,Restaurant,4751 Garden City Rd Unit 135 Richmond BC  V6X 3M7,604-276-2628,722511,Full-service restaurants,Food Service Establishment,7,3
Tsz Kee Company,Window Drapes Design,4506 Fisher Crt   Richmond BC  V6X 3V4,604-275-7328,541410,Interior design services,,0,1
TTN Consulting,Management consulting service,3319 Trutch Ave   Richmond BC  V7C 5W8,778-318-5885,541619,Other management consulting services,Home Occupation,1,0
Tug Tek,"Online sales of electronic products. Agent/broker only. No storage of goods at home. All products are sold on Amazon, products go directly from China to Amazon location. ",8180 Railway Ave   Richmond BC  V7C 3K2,778-512-1184,454110,Electronic shopping and mail-order houses,Home Occupation,1,0
Tugboat Annie's Liquor & Wine Boutique,Retail Liquor Store,21000 Westminster Hwy Unit 2175 Richmond BC  V6V 2S9,604-284-5077,445310,"Beer, wine and liquor stores",Retail Trading,7,2
Tugboat Annie's Pub,Vending machine,6911 Graybar Rd Unit 100 Richmond BC  V6W 1H3,604-270-0364,454210,Vending machine operators,$.25 or More,1,0
Tugboat Annie's Pub,restaurant,6911 Graybar Rd Unit 100 Richmond BC  V6W 1H3,604-270-0364,722511,Full-service restaurants,Food Service Establishment,23,15
Tugboat Annie's Pub,Pub,6911 Graybar Rd Unit 100 Richmond BC  V6W 1H3,604-270-0364,722410,Drinking places (alcoholic beverages),Marine Public Houses,23,15
Tulsi Construction Ltd,Masonry Contractor,10500 Caithcart Rd   Richmond BC  V6X 1N2,604-780-0736,238140,Masonry contractors,General Contractor,2,0
Tumble Town Movement Education Centre,"Children's Fitness Centre, gymnastics, toddlers play/explore",12417 No 2 Rd Unit 145 Richmond BC  V7E 6H6,604-357-7344,713940,Fitness and recreational sports centres,Health Studio,2,2
Tumble Town Movement Education Centre,"Children's fitness centre/movement education with music, play with purpose, preschool and recreational gymnastics and a small competitive artistic gymnastics team",11420 Horseshoe Way Unit 101 Richmond BC  V7A 4V5,604-357-7355,611620,Athletic instruction,Health Studio,3,4
Tumi,retail sale of luggage & small leather goods,7899 Templeton Station Rd Unit 1039 Richmond BC  V7B 0B7,508-851-1555,448320,Luggage and leather goods stores,Retail Trading,5,3
Tun Hau Enterprises (Canada) Ltd,Food wholesale dealer,7080 River Rd Unit 106 Richmond BC  V6X 1X5,604-327-1163,413110,General-line food merchant wholesalers,Wholesale Trading,8,3
Tung & Co,Chartered accountant office,8833 Odlin Cr Unit 240 Richmond BC  V6X 3Z7,604-273-9273,541212,Offices of  accountants,,4,0
Tung Fung Enterprises Inc,Property Development,8833 Odlin Cr Unit 100 Richmond BC  V6X 3Z7,604-278-8380,237210,Land subdivision,General Contractor,2,0
Tung Wah Acupuncture & Herbs Center Ltd,Retail of Herbs (not included in acupuncture services),4231 Hazelbridge Way Unit 260 Richmond BC  V6X 3L7,604-831-2698,446191,Food (health) supplement stores,Retail Trading,1,0
Tung Wah Acupuncture & Herbs Center Ltd,"Acupuncture, Herbs and Acupressure, Retail of Herbs",4231 Hazelbridge Way Unit 260 Richmond BC  V6X 3L7,604-831-2698,621390,Offices of all other health practitioners,,1,0
Tung Yun Tong Herbal Co Ltd,"Selling Chinese herb, dried food",4640 No 3 Rd   Richmond BC  V6X 2C2,604-899-7921,445299,All other specialty food stores,Retail Trading,5,2
Turn-Key Construction Inc,Construction Management Office,12240 Horseshoe Way Unit 1 Richmond BC  V7A 4X9,604-276-2766,236220,Commercial and institutional building construction,General Contractor,4,0
Turning Point Theraputic Massage Clinic,Massage Therapy Clinic,3571 Chatham St Unit 110 Richmond BC  V7E 2Z1,604-275-4641,621499,All other out-patient care centres,Registered Massage Therapy Clinic,2,3
Tutronic Security,install & repair security alarm systems,8899 Heather St   Richmond BC  V6Y 2R7,604-277-8665,561621,Security systems services (except locksmiths),General Contractor,1,0
Twiisted Design & Print Media Inc,Sign and graphic product installation,2895 Simpson Rd   Richmond BC  V6X 2R2,604-273-4697,238990,All other specialty trade contractors,,2,1
Twiisted Design & Print Media Inc,Graphic design & printing,2895 Simpson Rd   Richmond BC  V6X 2R2,604-273-4697,323119,Other printing,,6,4
Twin City Development Inc,"Home Builder, General Contractor",7620 Ash St   Richmond BC  V6Y 2S1,604-244-1112,236110,Residential building construction,General Contractor,2,0
Twin Coast Co,"Online sales of fashion apparel and dishware, natural food colouring powders (Items stored at storage facility on Mitchell Island)",3295 Pleasant St   Richmond BC  V7E 2P3,778-686-2575,454110,Electronic shopping and mail-order houses,Home Occupation,2,0
Twin Property Management Services,"property management, maintenance, cleaning and resident services.",6888 Alderbridge Way Unit 101 Richmond BC  V6X 0A7,604-248-6155,561722,Janitorial services (except window cleaning),Property Management,1,1
Twinkle Cube Cafe,Coin operated dart machine,4231 Hazelbridge Way Unit 270 Richmond BC  V6X 3L7,778-883-0816,812310,Coin-operated laundries and dry cleaners,$.25 or More,2,1
Twinkle Cube Cafe,Taiwanese fusion restaurant and bubble tea cafe,4231 Hazelbridge Way Unit 270 Richmond BC  V6X 3L7,778-883-0816,722511,Full-service restaurants,Food Service Establishment,2,1
Two Small Men with Big Hearts Moving Co,Moving Services and storage,11180 Voyageur Way Unit 210 Richmond BC  V6X 3N8,604-581-1616,484210,Used household and office goods moving,Delivery Services,8,10
TX Contracting Ltd,"demolition, excavation, renovation",22788 Westminster Hwy Unit 6 Richmond BC  V6V 0B1,604-763-1573,236110,Residential building construction,General Contractor,2,0
TX Ink Supply Co,wholesale ink & toner cartridges,13988 Maycrest Way Unit 140 Richmond BC  V6V 3C3,604-233-7085,418210,Stationery and office supplies merchant wholesalers,Wholesale Trading,3,0
TXL,Consulting Clients On Visas For China And Other Countries,7533 Heather St Unit 9 Richmond BC  V6Y 2P8,,541190,Other legal services,,1,1
Tyee Pacific Marine Operations Ltd,Storage yard and marine loading,11571 Twigg Pl   Richmond BC  V6V 2K7,778-833-0446,493110,General warehousing and storage,,0,10
Tyee Pacific Marine Operations Ltd,"Head office for shipping of gear, boating and camping equipment and minor repair of their company equipment ",13911 Mitchell Rd   Richmond BC  V6V 1M7,778-833-0446,811210,Electronic and precision equipment repair and maintenance,,6,3
Tyler Allen Consulting Inc.,"Provide consulting services in the areas of HR, Stakeholder Relation, Strategic Planning",10480 Williams Rd   Richmond BC  V7A 1H8,604-807-0710,541612,Human resources consulting services,Home Occupation,1,0
Typhoon,taiwaneese cuisine. bubbletea drinks and snacks. eat in and take out,11700 Cambie Rd Unit 175 Richmond BC  V6X 1L5,604-278-1335,722512,Limited-service eating places,"Food Service Establishment, Take-Out",3,3
Typical Well Shipping Ltd,Logistic Services,11871 Horseshoe Way Unit 2115 Richmond BC  V7A 5H5,604-377-2380,488519,Other freight transportation arrangement,,1,0
Tzu Chi Foundation Of Canada,Office and education,8788 McKim Way Unit 2130 Richmond BC  V6X 4E2,604-231-9889,813410,Civic and social organizations,,3,1
U N I Insurance Agency Limited,Insurance Agency,8700 McKim Way Unit 2181 Richmond BC  V6X 4A5,778-831-0131,541350,Building inspection services,,0,1
U-Drive Car Rental Ltd,Car Rental company,4380 No 3 Rd Unit 1185 Richmond BC  V6X 3V7,604-284-1777,532111,Passenger car rental,Vehicle For Hire Office,2,1
U-Grill Restaurant,"Food Court - Serving grilled food, made to order",6551 No 3 Rd Unit 2400 Richmond BC  V6Y 2B6,778-996-6044,722512,Limited-service eating places,"Food Service Establishment, Take-Out",3,3
U-Haul Storage Richmond,Storage Yard Service,4511 Shell Rd   Richmond BC  V6X 3M3,604-270-8827,531130,Self-storage mini-warehouses,,2,1
U-Haul Storage Richmond,U-drive truck rentals,4511 Shell Rd   Richmond BC  V6X 3M3,604-270-8827,532120,"Truck, utility trailer and RV (recreational vehicle) rental and leasing",Vehicle For Hire Office,1,2
U-Spa,"Provide foot massage, body massage, provide body treatment and reflexology",5300 No 3 Rd Unit 428 Richmond BC  V6X 2X9,604-720-2413,812190,Other personal care services,Therapeutic Touch Treatments,10,13
U2 Nails Eyelashes Ltd,"Pedicure, manicure, waxing and eyelashes ",8291 Alexandra Rd Unit 135 Richmond BC  V6X 1C3,604-500-6740,812115,Beauty salons,,2,0
UAC Construction,Real Estate Construction - Residential + Commercial,8400 West Rd Unit 1115 Richmond BC  V6X 0S7,778-994-4899,236220,Commercial and institutional building construction,,1,0
UAP/Napa,Wholesale automotive parts & accessories,5631 Minoru Blvd   Richmond BC  V6X 2B1,604-270-9221,415290,Other new motor vehicle parts and accessories merchant wholesalers,Wholesale Trading,8,1
UAP/Napa,Retail automotive parts & accessories,5631 Minoru Blvd   Richmond BC  V6X 2B1,604-270-9221,441310,Automotive parts and accessories stores,Retail Trading,1,1
UBREAKIFIX,Phone and electronics repairs and sales of allied accessories. ,9040 Blundell Rd Unit 180 Richmond BC  V6Y 2N9,236-978-4349,443143,"Appliance, television and other electronics stores",Retail Trading,2,0
UC Auto Limited,Used car rental,3891 No 3 Rd   Richmond BC  V6X 2B8,778-863-0258,532111,Passenger car rental,Vehicle For Hire Office,6,1
UC Auto Limited,Used car rental,3891 No 3 Rd   Richmond BC  V6X 2B8,778-863-0258,532111,Passenger car rental,Class J - Rental Vehicle Group 2,2,1
UC Auto Limited,Used car sales,3891 No 3 Rd   Richmond BC  V6X 2B8,778-863-0258,441110,New car dealers,Automobile Dealer,6,1
UC Baby Richmond,Office to perform 3D ultrasound for expecting mothers ,7031 Westminster Hwy Unit 285 Richmond BC  V6X 1A3,604-231-9800,621390,Offices of all other health practitioners,,2,2
Ucanimmi Consulting Inc,Immigration and education consulting services,8160 Lansdowne Rd Unit 604 Richmond BC  V6X 0A9,604-729-9919,541190,Other legal services,,1,2
Ucar Travel Ltd,Car rental,7900 Westminster Hwy Unit 133 Richmond BC  V6X 1A1,604-821-4605,532111,Passenger car rental,Vehicle For Hire Office,2,0
Ucool Glass Ltd,"glass cutting - custom mirrors/shower door, cutom glass windows, partitions; railings",2633 Simpson Rd Unit 2005 Richmond BC  V6X 0B9,778-297-5277,444190,Other building material dealers,,2,0
Ucool Glass Ltd,"General Construction - Comm / Install glass, mirrors, partitions",6300 Granville Ave   Richmond BC  V7C 1G1,778-297-5277,238150,Glass and glazing contractors,General Contractor,2,0
Uda Commerce,"Selling products (card games, phone accessories and pet supplies) on Amazon",10451 Shellbridge Way Unit 150 Richmond BC  V6X 2W8,778-862-1891,419120,Wholesale trade agents and brokers,,1,0
UDC Studios,"Dance Studio/Instruction - 13 students max at one time, ages 3-18yrs old",11960 Hammersmith Way Unit 110 Richmond BC  V7A 5C9,604-277-4494,611690,All other schools and instruction,Health Studio,0,7
UEi Test Instruments,Wholesale Industrial Supplies,13571 Verdun Pl Unit 150 Richmond BC  V6V 1W5,604-278-4511,417230,"Industrial machinery, equipment and supplies merchant wholesalers",Wholesale Trading,6,1
UHome Development,Builder - Residential (keep materials to build house for clients),11451 Bridgeport Rd Unit 170 Richmond BC  V6X 1T4,778-235-3662,236110,Residential building construction,General Contractor,2,0
UHome Development,Builder - Residential (keep materials to build house for clients),11451 Bridgeport Rd Unit 170 Richmond BC  V6X 1T4,778-235-3662,236110,Residential building construction,General Contractor,2,0
