FID,ID,Name,EmplRange,NAICSTitle,NAICSDescr,NAICSCode,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,Address,PostalCode,BldgNo,UnitNo,Modified,PIN,CHArea,Ward
13137,86188,Gemco Fab Tech Inc.,N/A,Wholesale,"All Other Machinery, Equipment and Supplies Wholes",417990,647-300-0307, , ,info@gemcofabtech.ca,www.gemcofabtech.ca,1885,Drew Rd,1885 Drew Rd,L5S 1J5, ,4,1.54613E+12,10051900,Northeast EA (West),5
13138,86189,Ardex Academy,5 to 9,Construction,All Other Specialty Trade Contractors,238990,905-673-2739, , ,al.rocheleau@ardexamericas.com,www.ardex.com,2400,Lucknow Dr,2400 Lucknow Dr,L5S 1T9, ,33,1.51019E+12,10051700,Northeast EA (West),5
13139,86192,Brink Global Services,10 to 19,Transportation,Other Freight Transportation Arrangement,488519, , ,1-800-268-7768, , ,6275,Northam Dr,6275 Northam Dr,L4V 1Y8, ,3,1.49731E+12,9807800,Northeast EA (East),5
13140,86193,I Versta Logistics Rent - A - Car,1 to 4,Real Estate,Passenger Car Rental,532111,416-731-1192, , , , ,6305,Northam Dr,6305 Northam Dr,L4V 1W9, ,5,1.49731E+12,9807800,Northeast EA (East),5
13141,86194,Reef Wholesale,1 to 4,Wholesale,Other Specialty-Line Food Wholesaler-Distributors,413190,289-328-0612, , , , ,6305,Northam Dr,6305 Northam Dr,L4V 1W9, , ,,9807800,Northeast EA (East),5
13142,86195,Smith & Nephew Inc.,100 to 299,Management,Head Offices,551114,905-813-7770,905-814-9589,1-877-977-1772, ,www.smith-nephew.com,2280,Argentia Rd,2280 Argentia Rd,L5N 6H8, , ,1.57611E+12,14801500,Meadowvale Business Park CC,9
13143,86196,Key Global Logistics Inc.,N/A,Transportation,Other Freight Transportation Arrangement,488519,905-361-7997, , , , ,977,Pantera Dr,977 Pantera Dr,L4W 2W6, ,7,1.54613E+12,5115000,Northeast EA (West),5
13144,86197,Canworld Logistics Inc.,1 to 4,Transportation,Other Freight Transportation Arrangement,488519,905-678-0000,905-678-0002, ,sales@canworld.ca,www.canworld.ca,1981,Boylen Rd,1981 Boylen Rd,L5S 1R9, ,8&9,1.4961E+12,10079400,Northeast EA (West),5
13145,86198,TD Employment Services,1 to 4,Administrative,Temporary Help Services,561320,905-671-9874,855-351-3094, ,info@tdemployment.com,www.tdemployment.com,7050,Bramalea Rd,7050 Bramalea Rd,L5S 1T1,Bldg A,10,1.51019E+12,14795700,Northeast EA (West),5
13146,86202,Shan Freightway Inc.,5 to 9,Transportation,"General Freight Trucking, Local",484110,905-654-9881,866-677-9563, ,info@shanfreightway.com, ,1510,Drew Rd,1510 Drew Rd,L5S 1W7, ,15,1.4961E+12,10054000,Northeast EA (West),5
13147,86205,Elite Auto Centre,1 to 4,Other Services,All Other Automotive Repair and Maintenance,811199,416-900-5700, , , , ,1788,Drew Rd,1788 Drew Rd,L5S 1L7, ,7,1.49602E+12,14789700,Northeast EA (West),5
13148,86206,Al Shamas Food Products,1 to 4,Accommodation,Caterers,722320,647-780-0450, , ,info@alshamasfoodproducts.ca,www.alshamasfoodproducts.ca,2244,Drew Rd,2244 Drew Rd,L5S 1B1, ,3,1.51019E+12,14776300,Northeast EA (West),5
13149,86211,A B C O International Freight Inc.,20 to 49,Transportation,"General Freight Trucking, Long Distance, Truck-Loa",484121,905-405-8088,905-405-8092, ,fax.toronto@abcointl.com,www.abcointl.com,5945,Airport Rd,5945 Airport Rd,L4V 1R9, ,248,1.49723E+12,9938600,Northeast EA (East),5
13150,86212,Kloudville Inc.,5 to 9,Management,Head Offices,551114,905-405-5632, ,1-844-465-5683,info@kloudville.com,www.kloudville.com,5945,Airport Rd,5945 Airport Rd,L4V 1R9, ,266,1.54613E+12,9938600,Northeast EA (East),5
13151,86219,Airport Medical Centre,1 to 4,Health Care,Offices of All Other Health Practitioners,621390,905-461-3842,905-678-6816, , , ,2980,Drew Rd,2980 Drew Rd,L4T 0A7, ,127,1.54613E+12,24265600,Northeast EA (West),5
13152,86225,B S I Group Canada,50 to 99,Professional,Administrative Management and General Management C,541611, ,416-620-9911,1-800-862-6752, ,www.bsigroup.com,6205,Airport Rd,6205 Airport Rd,L4V 1E3,Bldg B,B - 108,1.49731E+12,9806700,Northeast EA (East),5
13153,86227,PCHG Product Development Inc.,1 to 4,Manufacturing,All Other Miscellaneous Manufacturing,339990,905-677-7667, , , , ,7475,Kimbel St,7475 Kimbel St,L5S 1E7, ,2,1.49688E+12,10011900,Northeast EA (West),5
13154,86231,"Balbir Singh Saini CPA, CGA",5 to 9,Professional,Offices of  Accountants,541212,647-405-2083, , ,office@ontariocpa.ca,www.ontariocpa.ca,7025,Tomken Rd,7025 Tomken Rd,L5S 1R6, ,205,1.54613E+12,23932400,Northeast EA (West),5
13155,86234,Nexus Staffing Inc.,1 to 4,Administrative,Employment Placement Agencies and Executive Search,561310,905-670-0091,905-670-5658, ,brampton@nexusstaffing.com,www.nexusstaffing.com,7025,Tomken Rd,7025 Tomken Rd,L5S 1R6, ,263,1.54613E+12,23932400,Northeast EA (West),5
13156,86241,T T P Furnish Co. Ltd.,1 to 4,Wholesale,Other Home Furnishings Wholesaler-Distributors,414390,905-677-6868, , ,tudirector@ttpfurnish.com,www.ttpfurnish.com,2331,Anson Dr,2331 Anson Dr,L5S 1G1, ,2,1.49688E+12,10042500,Northeast EA (West),5
13157,86243,Balkar Saini Law Office,1 to 4,Professional,Offices of Lawyers,541110,905-564-5161,905-564-5166, ,balkarsainilawoffice@gmail.com, ,1325,Derry Rd E,1325 Derry Rd E,L5T 1B6, ,3,1.51019E+12,17704200,Northeast EA (West),5
13158,86244,Genieall,5 to 9,Professional,Other Scientific and Technical Consulting Services,541690, ,888-507-3115,1-866-214-7863,info@genieall.com,www.genieall.com,2355,Derry Rd E,2355 Derry Rd E,L5S 1V6, ,1 GR FLR,1.54613E+12,14798100,Northeast EA (West),5
13159,86249,MP Tarp Repair,1 to 4,Construction,All Other Specialty Trade Contractors,238990,905-678-0737,605-678-6679, , , ,1885,Drew Rd,1885 Drew Rd,L5S 1J5, ,5,1.4961E+12,10051900,Northeast EA (West),5
13160,86252,Nancy Deol Mortgage Consultant,N/A,Finance,Mortgage and Non-mortgage Loan Brokers,522310,905-362-5060, , , , ,1332,Khalsa Dr,1332 Khalsa Dr,L5S 1R5, , ,,17704200,Northeast EA (West),5
13161,86255,Aastha Lawyers Professional Corp.,10 to 19,Professional,Offices of Lawyers,541110,905-564-8200,905-564-8211, ,schadha@aasthalaw.ca,www.aasthalaw.ca,1339,Khalsa Dr,1339 Khalsa Dr,L5S 1W6, ,107,1.51019E+12,10242400,Northeast EA (West),5
13162,86258,Cazzotto Inc.,1 to 4,Manufacturing,Commercial Screen Printing,323113,905-678-1296,905-678-1304,1-800-783-5644,admin@cazzotto.com,www.cazzotto.com,1180,Lorimar Dr,1180 Lorimar Dr,L5S 1M9, ,1,1.4961E+12,10241400,Northeast EA (West),5
13163,86259,Intercrate Inc.,5 to 9,Transportation,General Warehousing and Storage,493110,905-678-1288,905-678-1289, , ,www.inter-par.com,1180,Lorimar Dr,1180 Lorimar Dr,L5S 1M9, ,1,1.4961E+12,10241400,Northeast EA (West),5
13164,86260,GPS Decors,5 to 9,Professional,Other Specialized Design Services,541490,905-670-1073, , ,info@gpsdecors.com,www.gpsdecors.com,1229,Lorimar Dr,1229 Lorimar Dr,L5S 1R2, , ,1.51019E+12,10242700,Northeast EA (West),5
13165,86261,Omni Logistics Inc.,1 to 4,Transportation,Other Freight Transportation Arrangement,488519,905-677-4477,905-677-2503, ,omniyyzops@omnilogistics.com,www.omnilogistics.com,2400,Lucknow Dr,2400 Lucknow Dr,L5S 1T9, ,36,1.49688E+12,10051700,Northeast EA (West),5
13166,86264,Nefab,5 to 9,Manufacturing,Other Ornamental and Architectural Metal Product M,332329,905-696-6886, , ,ravie.ramanand@nefab.com,www.nefab.com,7075,Tomken Rd,7075 Tomken Rd,L5S 1R7, , ,1.4961E+12,10240900,Northeast EA (West),5
13167,86265,Climax Laser,1 to 4,Manufacturing,Sporting and Athletic Goods Manufacturing,339920,416-560-8405,647-258-6139, ,info@climaxlaser.com,www.climaxlaser.com,7040,Torbram Rd,7040 Torbram Rd,L4T 3Z4, ,14,1.49688E+12,10051800,Northeast EA (West),5
13168,86266,Steel Centres Machinery & Service Ltd.,1 to 4,Manufacturing,Machine Shops,332710,905-678-0525,905-678-6250, ,info@igeinc.com, ,7093,Torbram Rd,7093 Torbram Rd,L4T 1G7, ,3 to 7,1.49688E+12,10014100,Northeast EA (West),5
13169,86267,Safe Masonry,20 to 49,Construction,Masonry Contractors,238140,647-895-0939, , ,info@safeunlimitiedmasonry.com,www.safemasonry.com,7150,Torbram Rd,7150 Torbram Rd,L4T 3Z8, ,9,1.57611E+12,10044200,Northeast EA (West),5
13170,86268,Hallehluya Food Company,5 to 9,Wholesale,Poultry and Egg Wholesaler-Distributors,413130,905-956-7500,905-956-8100, , , ,7171,Torbram Rd,7171 Torbram Rd,L4T 3W4, ,C30,1.49688E+12,14774800,Northeast EA (West),5
13171,86269,Siffat Kitchen Cabinets,1 to 4,Manufacturing,Wood Kitchen Cabinet and Counter Top Manufacturing,337110,647-998-7313, , ,siffatkitchens@hotmail.com,www.siffatkitchens.com,7171,Torbram Rd,7171 Torbram Rd,L4T 3W4, ,12,1.49688E+12,14774800,Northeast EA (West),5
13172,86271,PiCo Design Inc.,1 to 4,Wholesale,Other Specialty-Line Building Supplies Wholesaler-,416390,905-677-1599,866-477-2806, ,info@picodesign.ca,www.picodesign.ca,7270,Torbram Rd,7270 Torbram Rd,L4T 3Y7, ,18,1.51019E+12,10023900,Northeast EA (West),5
13173,86272,Northern Lights and Doors Inc.,10 to 19,Manufacturing,Cold-Rolled Steel Shape Manufacturing,331221,905-612-0118,905-612-0150,1-800-820-2714,dave@nothernlightsanddoors.com,www.northernlightsanddoors.com,7293,Torbram Rd,7293 Torbram Rd,L4T 1G8, , ,1.49679E+12,10022500,Northeast EA (West),5
13174,86273,Foamit,1 to 4,Construction,All Other Building Equipment Contractors,238299,416-893-8712, , , ,www.foamit.ca,7310,Torbram Rd,7310 Torbram Rd,L4T 3X2, ,1C,1.49688E+12,10013500,Northeast EA (West),5
13175,86276,Chiropractic Care - Dr. Michele Zigrovic-Lasic,1 to 4,Health Care,Offices of All Other Health Practitioners,621390,905-608-2225,905-608-2229, , , ,2000,Credit Valley Rd,2000 Credit Valley Rd,L5M 4N4, ,109,1.5101E+12,14791600,Central Erin Mills NHD,8
13176,86281,The Cold Pressery Inc.,1 to 4,Retail,All Other Specialty Food Stores,445299,905-803-8222, , ,customerservice@thecoldpressery.com,www.thecoldpressery.com,4310,Sherwoodtowne Blvd,4310 Sherwoodtowne Blvd,L4Z 4C4, ,5,1.55987E+12,3602200,DT Core,4
13177,86284,Lucy Peng CPA,1 to 4,Professional,Offices of  Accountants,541212,905-848-9559,866-776-7562, ,lucypengcpa@gmail.com,www.lucypengcpa.com,4307,Village Centre Crt,4307 Village Centre Crt,L4Z 1S2, , ,1.55987E+12,3603400,DT Core,4
13178,86285,"Vincent's, Jean-Paul Hair Design",1 to 4,Other Services,Unisex Hair Salons,812116,416-910-5627, , , , ,4291,Village Centre Crt,4291 Village Centre Crt,L4Z 1S2, ,Lower Level,1.55987E+12,3603000,DT Core,4
13179,86286,BioBalance & Allergy Solutions Inc.,1 to 4,Other Services,Other Personal Care Services,812190,416-726-1361, , ,magda.barski@gmail.com, ,4291,Village Centre Crt,4291 Village Centre Crt,L4Z 1S2, ,Lower Floor,1.55987E+12,3603000,DT Core,4
13180,86289,Leadbox,5 to 9,Professional,Computer systems design and related services (exce,541514,905-361-1188, , ,info@leadboxhq.com,www.leadboxhq.com,55,Village Centre Pl,55 Village Centre Pl,L4Z 1V9, ,"106, 307&309",1.55987E+12,3604800,DT Core,4
13181,86290,Credit Valley Imaging Associates,20 to 49,Health Care,Medical and Diagnostic Laboratories,621510,905-828-0653,905-828-0765, ,manager@cvia.ca,www.myhealthcentre.ca,2300,Eglinton Ave W,2300 Eglinton Ave W,L5M 2V8, ,G02,1.5101E+12,6243800,Central Erin Mills MN,8
13182,86293,Dr. Poon Costmetic,1 to 4,Health Care,Offices of All Other Health Practitioners,621390,905-820-1398,905-607-6048, ,jcpoonmd@gmail.com,www.drpooncosmetic.com,1675,The Chase,1675 The Chase,L5M 5Y7, ,30,1.5101E+12,6718200,Central Erin Mills NHD,11
13183,86294,MicroComp Systems,1 to 4,Retail,Computer and software stores,443144,905-828-6688, , ,sales@microcompsystems.ca,www.microcompsystems.ca,1675,The Chase,1675 The Chase,L5M 5Y7, ,35,1.51019E+12,6718200,Central Erin Mills NHD,11
13184,86301,Men Zone Barbershop Inc.,10 to 19,Other Services,Barber Shops,812114,905-890-3000, , ,info@menzone.ca,www.menzone.ca,488,Eglinton Ave W,488 Eglinton Ave W,L5R 0G2, ,28,1.56885E+12,25938100,Hurontario NHD,4
13185,86302,Confederation Dental,5 to 9,Health Care,Offices of Dentists,621210,905-890-8990,905-890-8010, ,info@confederationdental.com,www.confederationdental.com,480,Eglinton Ave W,480 Eglinton Ave W,L5R 0G2, ,40,1.5101E+12,25938100,Hurontario NHD,4
13186,86303,Jerk & BBQ Haven,5 to 9,Accommodation,Limited-service eating places,722512,905-890-4545, , ,jerkbbqhaven@gmail.com,www.jerkbbqhaven.com,488,Eglinton Ave W,488 Eglinton Ave W,L5R 0G2, ,20,1.56885E+12,25938100,Hurontario NHD,4
13187,86306,Arnik Jewellers,1 to 4,Retail,Jewellery Stores,448310,905-766-0202, , ,info@arnikjewellers.com,www.arnikjewellers.com,488,Eglinton Ave W,488 Eglinton Ave W,L5R 0G2, ,12,1.5101E+12,25938100,Hurontario NHD,4
13188,86309,Baklawa King,10 to 19,Manufacturing,Retail Bakeries,311811,905-501-9995, , , ,www.baklawaking.com,488,Eglinton Ave W,488 Eglinton Ave W,L5R 0G2, ,2,1.5101E+12,25938100,Hurontario NHD,4
13189,86311,IDA Pharmacy,1 to 4,Retail,Pharmacies and Drug Stores,446110,905-502-6000, , , ,www.idapharmacy.com,480,Eglinton Ave W,480 Eglinton Ave W,L5R 0G2, ,44,1.56885E+12,25938100,Hurontario NHD,4
13190,86312,Eglinton Medical Centre,5 to 9,Health Care,Offices of Physicians,621110,905-501-0100,905-507-0003, , , ,480,Eglinton Ave W,480 Eglinton Ave W,L5R 0G2, ,46,1.51019E+12,25938100,Hurontario NHD,4
13191,86313,MASC Accounting and Tax,N/A,Professional,Tax Preparation Services,541213,647-428-3426, , , , ,10,Kingsbridge Garden Cir,10 Kingsbridge Garden Cir,L5R 3K6, ,506,1.5101E+12,5263300,Uptown MN,4
13192,86316,Julia Haasz,1 to 4,Professional,Offices of Lawyers,541110,905-502-3489,905-502-3493, ,jhaaszlaw@gmail.com, ,10,Kingsbridge Garden Cir,10 Kingsbridge Garden Cir,L5R 3K6, ,803,1.56885E+12,5263300,Uptown MN,4
13193,86319,Tint View & Graphics Inc.,1 to 4,Other Services,Automotive Glass Replacement Shops,811122,416-268-3914, , ,tintview@gmail.com, ,7050,Bramalea Rd,7050 Bramalea Rd,L5S 1T1,Bldg A,2 to 4,1.51019E+12,14795700,Northeast EA (West),5
13194,86321,Shadowbox Custom Framing Gallery,1 to 4,Retail,All Other Miscellaneous Store Retailers (except Be,453999,647-227-9409, ,1-888-281-2359,info@shadowboxcustomframing.com,www.shadowboxcustomframing.com,23,Helene St N,23 Helene St N,L5G 3B6, , ,1.53827E+12,13054900,Port Credit CN,1
13195,86322,Mississauga Waterfront Festival,1 to 4,Other Services,Grant-Making and Giving Services,813210,905-891-0002, , , ,www.themwf.com,58,Oakwood Ave N,58 Oakwood Ave N,L5G 3L8, , ,1.56885E+12,13029800,Port Credit NHD (East),1
13196,86327,Emailtopia,20 to 49,Information,Wired and Wireless Telecommunications Carriers (ex,517310,416-239-4826,416-239-8193, ,sales@emailtopia.com,www.emailtopia.com,39,Lakeshore Rd E,39 Lakeshore Rd E,L5G 1C9, ,300,1.5101E+12,13004800,Port Credit CN,1
13197,86333,Fishing & Tackle Bronte Outdoor,1 to 4,Retail,All Other Miscellaneous Store Retailers (except Be,453999,905-271-8100, , ,bronteoutdoor@gmail.com, ,121,Lakeshore Rd W,121 Lakeshore Rd W,L5H 1E9,Bldg 2,LL-A,1.56885E+12,13082300,Port Credit CN,1
13198,86336,Brothers Auto Sales,1 to 4,Other Services,General Automotive Repair,811111,647-303-0253, , , , ,1019,Lakeshore Rd E,1019 Lakeshore Rd E,L5E 1E6, , ,1.53827E+12,12580900,Lakeview NHD,1
13199,86338,"Wine Rack, The",1 to 4,Retail,"Beer, Wine and Liquor Stores",445310,905-278-4815, , , ,"www.winerack.com

winerack.com",92,Lakeshore Rd E,92 Lakeshore Rd E,L5G 4S2, , ,1.5101E+12,13019300,Port Credit CN,1
13200,86339,The Dawn of Evel,1 to 4,Other Services,Other Personal Care Services,812190,905-278-2836, , , ,www.thedawnofevel.com,285,Lakeshore Rd E,285 Lakeshore Rd E,L5G 1H3, ,A,1.5101E+12,13011300,Port Credit NHD (East),1
13201,86342,Naturalizer,1 to 4,Retail,Shoe Stores,448210,905-274-9449, , , ,www.naturalizer.ca,1250,South Service Rd,1250 South Service Rd,L5E 1V4, ,93,1.56885E+12,12876900,Lakeview NHD,1
13202,86349,Games Workshop,1 to 4,Retail,"Hobby, Toy and Game Stores",451120,905-858-2232, , , ,www.games-workshop.com,5955,Latimer Dr,5955 Latimer Dr,L5V 0B7, ,2,1.56885E+12,4435200,East Credit NHD,6
13203,86358,Peaks Training & Therapy,5 to 9,Arts,Fitness and Recreational Sports Centres,713940,289-805-5522, , ,team@peakslifestyle.com,www.peakslifestyle.com,2222,South Sheridan Way,2222 South Sheridan Way,L5J 2M4,Bldg 1,111,1.56885E+12,20920700,Clarkson EA,2
13204,86359,Milano Hair Academy & Supplier,1 to 4,Other Services,Unisex Hair Salons,812116,647-967-0214,905-822-2332, ,admin@Milano_official.com,www.milano-official.com/,2222,South Sheridan Way,2222 South Sheridan Way,L5J 2M4,Bldg 1,110,1.56885E+12,20920700,Clarkson EA,2
13205,86362,Tim Hortons,10 to 19,Accommodation,Limited-service eating places,722512,905-822-3770, , , ,www.timhortons.com,1212,Southdown Rd,1212 Southdown Rd,L5J 2Z2, , ,1.56885E+12,1418100,Clarkson - Lorne Park NHD,2
13206,86370,Champions Martial Arts,1 to 4,Educational,Athletic Instruction,611620,905-568-0826, , , ,www.championstoronto.com,3195,Erindale Station Rd,3195 Erindale Station Rd,L5C 1Y5, ,101,1.53827E+12,11321500,Erindale NHD,6
13207,86383,Smart Diversity,1 to 4,Educational,Computer Training,611420,416-992-3281, , ,trainer@smartdiversity.ca,www.smartdiversity.ca,3195,Erindale Station Rd,3195 Erindale Station Rd,L5C 1Y5, ,205,1.55987E+12,11321500,Erindale NHD,6
13208,86384,Ahmed Jadallah (Trust Financial Services),1 to 4,Finance,Mortgage and Non-mortgage Loan Brokers,522310,416-800-4114,289-805-5099, ,morgages@ahmedjadallah.com,www.ahmedjadallah.com,3195,Erindale Station Rd,3195 Erindale Station Rd,L5C 1Y5, ,207,1.56885E+12,11321500,Erindale NHD,6
13209,86386,Popeye's Louisiana Kitchen,10 to 19,Accommodation,Limited-service eating places,722512,905-281-3500, , ,centralpkwypopeyes@gmail.com,www.popeyeschicken.ca,325,Central Pky W,325 Central Pky W,L5B 3X9,Bldg 1,7,1.55987E+12,5317600,Fairview NHD,7
13210,86388,Sprint Footcare and Support Systems,1 to 4,Health Care,"Offices of Physical, Occupational, and Speech Ther",621340,905-276-4453,905-272-4082, ,sprintfootcare@gmail.com, ,3420,Hurontario St,3420 Hurontario St,L5B 4A9, ,101,1.53827E+12,5265600,DT Fairview,7
13211,86390,Hear Now Hearing Clinic,1 to 4,Health Care,Offices of All Other Health Practitioners,621390,905-956-1533, , , ,www.hearnowhearing.ca,3420,Hurontario St,3420 Hurontario St,L5B 4A9, ,101,1.53827E+12,5265600,DT Fairview,7
13212,86394,Softron Tax,5 to 9,Professional,Tax Preparation Services,541213,905-569-6333, , , ,www.softrontax.com,2150,Burnhamthorpe Rd W,2150 Burnhamthorpe Rd W,L5L 3A2,Bldg K,H 22,,11843800,South Common CN,8
13213,86397,Pita Pit,5 to 9,Accommodation,Limited-service eating places,722512,905-916-7482, , , ,www.pitapit.ca,2400,Dundas St W,2400 Dundas St W,L5K 2R8,Bldg 1,19,1.56885E+12,11299900,Sheridan NHD,2
13214,86398,Mississauga Lung Health Centre,5 to 9,Health Care,Offices of Physicians,621110,905-848-6079,905-858-8835, , , ,89,Queensway W,89 Queensway W,L5B 2V2, ,214,1.56885E+12,10630400,DT Hospital,7
13215,86402,Trillium Brain & Spine Institute,1 to 4,Health Care,Offices of All Other Health Practitioners,621390,905-848-0001,905-848-0003, , ,www.brainandspine.ca,89,Queensway W,89 Queensway W,L5B 2V2, ,515,1.56885E+12,10630400,DT Hospital,7
13216,86404,Easy Drink Easy Go,1 to 4,Accommodation,Limited-service eating places,722512,905-232-2002, , , ,www.easydrinkeasygo.com,2500,Hurontario St,2500 Hurontario St,L5B 1N4, ,2,1.51019E+12,10550300,DT Hospital,7
13217,86412,Dr. M Parhar,1 to 4,Health Care,Offices of Physicians,621110,905-855-2700, , , , ,2155,Leanne Blvd,2155 Leanne Blvd,L5K 2K8, ,111,1.53827E+12,11100900,Sheridan CN,2
13218,86414,Canadian Ultrasound Institute,1 to 4,Educational,All Other Schools and Instruction,611690,905-507-4756,905-507-4756, ,canadianultrasound@gmail.com,www.canadianultrasound.com,3050,Confederation Pky,3050 Confederation Pky,L5B 3Z6, ,203,1.56885E+12,5272100,DT Cooksville,7
13219,86415,Tutoring Service,1 to 4,Educational,All Other Schools and Instruction,611690,647-949-7849, , ,mangaik30@gmail.com, ,3050,Confederation Pky,3050 Confederation Pky,L5B 3Z6, ,202,1.56885E+12,5272100,DT Cooksville,7
13220,86420,Top Plus Employment Services,1 to 4,Administrative,Employment Placement Agencies and Executive Search,561310,289-232-6881,289-232-7696, , ,www.topplus.ca,20,Dundas St E,20 Dundas St E,L5A 1W2, ,A2,1.51019E+12,23056400,DT Cooksville,7
13221,86422,Astrologer & Psychic Reader,1 to 4,Other Services,All Other Personal Services,812990,647-500-3283, , , , ,56,Dundas St W,56 Dundas St W,L5B 1H3, ,A,1.56885E+12,11306200,DT Cooksville,7
