X,Y,OBJECTID,BusinessID,Unit,House,Street,PostalCode,BusinessName,BusinessType,BusinessSubType,BusinessDescription,IssueDate,LicenceCategory,WebsiteAddress,Phone1,Phone1Description,Keywords,SHAPE
530691.015,5452268.4933,2874,00459516,,23216,121A AVE,V2X 0X1,TRAIL OCCUPATIONAL THERAPY INC,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,CONTRACTOR OF COMMUNITY BASED/PRIVATE PAY OCCUPATIONAL THERAPY SERVICES,2022/02/18 08:00:00+00,HOME BASED,www.trailot.com,604 209 4072,Work,,
527145.5805,5452475.9919,2875,00460728,,12212,CRESTON ST,V2X 5G2,ALSTAD MECHANCIAL SERVICES LTD,CONTRACTOR,PLUMBING,"PLUMBING, HVAC SERVICE & INSTALL",2022/03/22 07:00:00+00,HOME BASED,,604 841 6324,Work,,
530145.117,5451213.9653,2876,00458177,5,22935,LOUGHEED HWY,V2X 2W1,UPPERCUTS BARBER SHOP LTD,PERSONAL SERVICES,HAIR SALON/BARBER,BARBER SHOP,2022/01/20 08:00:00+00,COMMERCIAL,,,Work,,
,,2878,00435648,309,12283,224 ST,,RONAYE MICHEL,SPORTS & RECREATION SERVICES,ATHLETIC INSTRUCTOR,PERSONAL TRAINING SERVICE,2022/01/10 08:00:00+00,HOME BASED,,604 996 9882,Work,,
533724.1465,5452583.0298,2879,00458886,,24746,HALNOR AVE,V4R 1J7,PREDCORP  CONSULTING,BUSINESS SERVICES,ADVERTISING/MARKETING/PUBLIC RELATIONS,WE PROVIDE MARKETING SOLUTIONS TO BUSINESSES LOOKING FOR CUSTOMERS,2022/03/07 08:00:00+00,HOME BASED,www.predcorp.ca,778 839 1684,Work,,
528903.9771,5451609.7115,2880,00458140,,22348,LOUGHEED HWY,V2X 2T4,FAST EDDIE'S GUITAR HOSPITAL,ARTS & ENTERTAINMENT SERVICES,UNCLASSIFIED ARTS & ENTERTAINMENT SERVICE,GUITAR REPAIR,2022/01/10 08:00:00+00,COMMERCIAL,,,Work,,
528967.744,5451957.9781,2881,00457792,103,11955,224 ST,V2X 6B4,TACO FAN GRILL CORP.,FOOD & BEVERAGE RETAIL,GROCERY/SUPERMARKET,GROCERY RETAIL,2022/02/11 08:00:00+00,COMMERCIAL,www.tacofan.ca,778 572 7704,Work,,
525074.6521,5451937.9332,2882,00436146,540,20395,LOUGHEED HWY,V2X 2P9,NU CRESCENT CLEANERS,CLOTHING & LAUNDRY SERVICE,DRY CLEANING,DRYCLEANING,2022/03/10 08:00:00+00,COMMERCIAL,,604 460 0334,Work,,
536888.2391,5452893.774,2883,00459556,,12411,263 ST,V2W 1C4,GRIZZLY INTERIORS,CONTRACTORS,DRYWALL,STEEL STUD AND DRYWALL COMMERCIAL CONSTRUCTION,2021/12/16 08:00:00+00,HOME BASED,,604 349 7691,Work,,
527825.5201,5453042.9397,2884,00434755,,12503,GRACE ST,V2X 5N3,MAPLE RIDGE TANK CLEANING SERVICE LTD,HOME & INDUSTRY SERVICES,GARBAGE/RUBBISH/SANITATION SERVICE,SEPTIC TANK CLEANING,2021/12/23 08:00:00+00,HOME BASED,,604 462 7411,Work,,
531880.0009,5450401.3275,2887,00433625,,23810,112 AVE,V2W 1E5,MAGNET SIGNS FRASER VALLEY,CONTRACTORS,SIGN,GRAPHIC PROMOTIONAL SIGN RENTAL,2021/12/06 08:00:00+00,HOME BASED,,604 466 0569,Work,,
535402.4836,5448748.9123,2888,00458325,,25586,104 AVE,V2W 1K5,M.T. GUTTERS,CONTRACTORS,SIDING/GUTTERS,GUTTER INSTALLATIONS,,HOME BASED,,,Work,,
526604.2336,5451119.8307,2891,00436127,,11559,RIVER WYND,V2X 4Z1,PROFESSIONAL SEWING & ALTERATIONS,CLOTHING & LAUNDRY SERVICE,DRESSMAKER/TAILOR/ALTERATIONS,SEWING ALTERATIONS,2022/01/17 08:00:00+00,HOME BASED,,604-467-2894,Work,,
529163.5244,5454914.6149,2892,00435748,,13432,224 ST,V4R 2P6,CHANG JAY,RENTAL UNITS,RES DWELL LESSOR - SINGLE DETACHED,OWNER OF RENTAL DWELLINGS,2021/12/09 08:00:00+00,COMMERCIAL,,604 327 8044,Work,,
524718.444,5451107.146,2893,00435987,370,20170,STEWART CRES,V2X 0T4,NOVO LIGHTING LTD,WAREHOUSING & STORAGE,GENERAL WAREHOUSING,STORAGE - BALLOON LIGHTING RENTAL FOR FILM AND TELEVISION,2021/12/03 08:00:00+00,COMMERCIAL,,778 838 0467,Work,,
531883.7598,5451500.1122,2894,00433704,,11746,CREEKSIDE ST,V4R 2V4,INNOVA T&M PAINTING,CONTRACTORS,PAINTER/WALLPAPER,PAINTING & WALL COVERING CONTRACTORS,2021/12/03 08:00:00+00,HOME BASED,,604 476 1289,Work,,
534978.2871,5450010.1276,2896,00433174,,10990,CARMICHAEL ST,,BENCRAFT HOMES LTD,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),HOME BUILDER,,HOME BASED,,778 388 3567,Work,,
526121.3523,5451352.2761,2897,00453245,,20948,117 AVE,V2X 2G5,FASUN PROJECTS INC,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),RESIDENTIAL AND COMMERCIAL RENOVATION,2021/12/30 08:00:00+00,HOME BASED,,604 670 8798,Work,,
530145.2141,5455620.0403,2898,00435971,,22913,GILBERT DR,V4R 0C4,LEAP LIFESTYLE & WELLNESS,SPORTS & RECREATION SERVICES,ATHLETIC INSTRUCTOR,HEALTH COACH AND PERSONAL TRAINER,2022/03/10 08:00:00+00,HOME BASED,,604 366 3099,Work,,
525090.8691,5452059.7338,2900,00434618,330,20398,DEWDNEY TRUNK RD,V2X 3E3,SILVER VALLEY PIZZA INC. DBA DOMINO'S,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,PIZZA DELIVERY & TAKE OUT,2022/01/04 08:00:00+00,COMMERCIAL,,604 466 2219,Work,,
530067.9087,5451152.0261,2902,00435328,7,22932,LOUGHEED HWY,V2X 2W2,HAIRFORMERS ESTHETICS & HAIR STUDIO,PERSONAL SERVICES,HAIR SALON/BARBER,HAIR SALON,2021/12/30 08:00:00+00,COMMERCIAL,,604 466 9440,Work,,
525504.2047,5451965.3933,2904,00460910,,20629,119 AVE,V2X 3E5,"ERIN ZIPRICK, RMT",PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,RMT,2022/05/02 07:00:00+00,COMMERCIAL,,250 816 3017,Work,,
536615.782,5449750.9549,2905,00460126,,26320,GRANT AVE,V2W 1H2,SUPERLEWIS SOLUTIONS,DIRECT SALES,E-COMMERCE,COMPUTER SUPPORT - E-COMMERCE WEBSITE (CAT KARMA CREATIONS),2022/03/30 07:00:00+00,HOME BASED,catkarmacreations.com,604 406 8803,Work,,
528982.1912,5451709.2408,2907,00435257,200,11841,224 ST,V2X 0P1,FREE TO BE COUNSELLING,HEALTH SERVICES,COUNSELLING,PROFESSIONAL COUNSELLING,2022/01/19 08:00:00+00,COMMERCIAL,,778 846 3569,Work,,
530394.0129,5456233.4128,2908,00460884,,14095,MIER DR,,NARI FASHIONS,DIRECT SALES,E-COMMERCE,SELLING INDIAN WOMAN CLOTHES,2022/05/31 07:00:00+00,HOME BASED,www.narifashions.ca,778 387 7757,Work,,
525074.6521,5451937.9332,2910,00434128,580,20395,LOUGHEED HWY,V2X 2P9,H & R BLOCK CANADA INC,FINANCIAL & INSTITUTIONAL SERVICES,TAX PREPARATION,TAX PREPARATION,2022/01/01 08:00:00+00,COMMERCIAL,,604 467 4313,Work,,
531160.4121,5454485.8521,2911,00460800,,23479,132 AVE,V4R 2S6,WOMEN WITH WOOD,HOME & PROPERTY RETAIL,UNCLASSIFIED HOME & PROPERTY  RETAIL,SELLING FIREWOOD,2022/05/20 07:00:00+00,HOME BASED,,778 773 2526,Work,,
524695.5537,5452054.0934,2912,00435029,100,20201,LOUGHEED HWY,V2X 2P6,WENDY'S,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,FAST FOOD RESTAURANT,2021/12/20 08:00:00+00,COMMERCIAL,,604 460 8183,Work,,
533023.284,5448797.2647,2913,00433087,,24384,104 AVE,V2W 2C4,ACORP INDUSTRIES INC,CONTRACTORS,UNCLASSIFIED CONTRACTOR,HEAT & FROST INSULATOR SERVICES,2021/12/21 08:00:00+00,HOME BASED,,604 512 5320,Work,,
531404.279,5448148.9792,2914,00435686,,10092,236 ST,V2W 1C8,RIDGE MEADOWS RECYCLING SOCIETY,RECYCLING & SALVAGE,RECYCLING,NON-PROFIT SOCIETY - RECYCLING DEPOT,2021/11/17 08:00:00+00,COMMERCIAL,,604 463 5545,Work,,
526538.4632,5450878.8253,2915,00435572,,11420,RIVER WYND,V2X 4Y9,A S C SECURITY,SECURITY,SECURITY SYSTEMS SALES/SERVICE,SECURITY,2022/01/05 08:00:00+00,HOME BASED,,604 460 5000,Work,,
529351.3053,5452072.1525,2917,00435954,203,22561,DEWDNEY TRUNK RD,V2X 3K1,WESTRIDGE SECURITY LTD,SECURITY,SECURITY PATROL SERVICE,SECURITY PATROL  **TECHNICAL SAFETY CONTRACTOR LICENCE EXPIRED 2020**,2021/12/13 08:00:00+00,COMMERCIAL,,604 463 8933,Work,,
532906.9392,5449300.7006,2918,00436246,,24303,MCCLURE DR,V2W 2E6,WEST COAST GEOTHERMAL LTD,"ENGINEERING, SCIENCE & TECHNOLOGY",UNCLASSIFIED ENGINEERING/SCIENCE,GEOTHERMAL INSTALLATION,2021/12/08 08:00:00+00,HOME BASED,,604 463 1723,Work,,
530428.001,5455946.9,2919,00433610,,13945,ANDERSON CREEK DR,V4R 0B8,PPH BACKHOE LIMITED,CONTRACTORS,SITE PREPARATION,EXCAVATING CONSTRUCTION,2021/12/13 08:00:00+00,HOME BASED,,604 240 7634,Work,,
524922.0679,5452086.3983,2920,00457849,9,20306,DEWDNEY TRUNK RD,V2X 3E1,HAIR BY ZAK,PERSONAL SERVICES,HAIR SALON/BARBER,HAIRDRESSER - CHAIR RENTAL,2022/05/17 07:00:00+00,COMMERCIAL,,,Work,,
529772.502,5451468.6911,2921,00460520,,22770,RITCHIE AVE,V2X 6K8,MALCOLM'S EXTERIOR BUILDING MAINTENANCE,CONTRACTORS,PAINTER/WALLPAPER,PAINTING & PRESSURE WASHING,2021/12/14 08:00:00+00,HOME BASED,,604 614 8213,Work,,
528695.0421,5452007.2611,2922,00442167,,22248,DEWDNEY TRUNK RD,,1121885 BC LTD DBA WOKING DRAGON CHOP SUEY,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,"RESTAURANT    OCCUPANT LOAD =92 (STAFF = 15, PATRONS = 77)",2022/02/25 08:00:00+00,COMMERCIAL,,778 384 1087,Work,,
534860.9614,5451633.5742,2923,00435938,,11772,252 ST,V4R 1E9,HILL COTTAGE,RENTAL UNIT,BED AND BREAKFAST,B&B - 1 ROOM,2021/12/30 08:00:00+00,HOME BASED,,604 277 0753,Work,,
527916.7263,5452826.9084,2925,00441355,,21830,124 AVE,V2X 4H9,MAPLE MEADOWS DOG GROOMING,ANIMAL SERVICES,GROOMER,PET CARE - MOBILE,2022/02/03 08:00:00+00,HOME BASED,,604 465 7600,Work,,
540372.4637,5450516.8932,2927,00427933,,28035,112 AVE,V2W 1M9,WHONNOCK LAKE DAYCARE LTD,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,DAYCARE,2022/01/11 08:00:00+00,HOME BASED,,778 288 7236,Work,,
529719.778,5451728.9881,2929,00458222,510,22709,LOUGHEED HWY,V2X 2V5,ALLURE HAIR FASHIONS,PERSONAL SERVICES,HAIR SALON/BARBER,HAIR SALON,2022/05/03 07:00:00+00,COMMERCIAL,,604 463 3443,Work,,
529485.3378,5451834.5852,2930,00458984,108,22638,119 AVE,,A TASTE OF UKRAINE CATERING LTD (EURO FOOD & DELI),FOOD & BEVERAGE RETAIL,DELI,EAST EUROPEAN STORE - DELI TO GO - SPECIALTY STORE,2022/04/01 07:00:00+00,COMMERCIAL,,,Work,,
525564.7397,5451842.1141,2931,00434258,16,20691,LOUGHEED HWY,V2X 2P9,1294937 BC LTD OPERATING AS COUNTRY MEADOWS PET HOSPITAL,PROFESSIONAL SERVICES,VETERINARIAN,VETERINARY HOSPITAL,2021/12/31 08:00:00+00,COMMERCIAL,vetmapleridge.ca,604 460 1428,Work,,
529710.6081,5451546.7535,2932,00435440,,22764,LOUGHEED HWY,,THE ART OF DANCE STUDIO,"ARTS, ENTERTAINMENT  & ASSEMBLY CENTRE",DANCE STUDIO,DANCE INSTRUCTION,2021/12/20 08:00:00+00,COMMERCIAL,,604 463 0304,Work,,
529143.9255,5451979.0871,2933,00434116,180,22470,DEWDNEY TRUNK RD,V2X 5Z6,EDWARD JONES #1202,FINANCIAL & INSTITUTIONAL SERVICES,STOCK/BOND BROKER,STOCKBROKER/DEALER,2021/12/16 08:00:00+00,COMMERCIAL,,604 463 2347,Work,,
533434.8468,5447352.7431,2934,00435726,,24590,LOUGHEED HWY,V2W 1M2,HIDE-AWAY RESORT LTD (TRAILER),RENTAL UNIT,TRAILER COURT,TRAILER PARK,2022/01/04 08:00:00+00,COMMERCIAL,,604 463 3209,Work,,
528079.0399,5452600.4637,2935,00435873,,21911,122 AVE,V2X 3X2,COCA COLA CANADA BOTTLING LTD,VENDING MACHINE,SNACK/BEVERAGE,COCA COLA REFRESHMENTS(MACHINES ARE LISTED ON 2010 LIC - DOCUMENTS),2021/12/14 08:00:00+00,COMMERCIAL,,604 472 7433,Work,,
533955.0119,5448961.6603,2936,00441005,25,10480,248 ST,,PRECISE EXPLORATION SCANNING,CONTRACTORS,UNDERGROUND SERVICES,CONCRETE SCANNING,2022/03/10 08:00:00+00,HOME BASED,,604 889 7406,Work,,
525596.2035,5451999.4928,2937,00432294,,20690,DEWDNEY TRUNK RD,V2X 3E5,585886 BC LTD DBA MAPLE RIDGE HUSKY MARKET,AUTOMOTIVE,GAS STATION/CONVENIENCE/CAR WASH,"GAS STATION, CONVENIENCE STORE & CAR WASH",2022/01/01 08:00:00+00,COMMERCIAL,,604 465 7533,Work,,
524568.3179,5452748.1743,2938,00440903,,20164,123A AVE,,JENT CONSTRUCTION LTD,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),GENERAL CONTRACTOR,2021/12/06 08:00:00+00,HOME BASED,,604 465 4534,Work,,
531544.5576,5448119.941,2939,00435213,2,23638,RIVER RD,V2W 1B7,HARWOOD LUMBER LTD,MANUFACTURING,WOOD PRODUCTS,VENEER MANUFACTURING,2021/12/22 08:00:00+00,COMMERCIAL,,604 463 2089,Work,,
524393.9244,5451444.4373,2940,00460798,201,20050,STEWART CRES,V2X 0T4,EPIC NE ALBION HOMES LTD,REAL ESTATE,LAND DEVELOPMENT,DEVELOPER / CONTRACTOR BUILDING (GENERAL CONTRACTOR),2022/03/15 07:00:00+00,COMMERCIAL,,604 465 6886,Work,,
530145.117,5451213.9653,2941,00458568,7,22935,LOUGHEED HWY,V2X 2W1,5678 DANCE CENTRE,"ARTS, ENTERTAINMENT  & ASSEMBLY CENTRE",DANCE STUDIO,"DANCE INSTRUCTION - ALL AGES - JAZZ,HIP-HOP, BALLET ETC",2021/12/07 08:00:00+00,COMMERCIAL,,,Work,,
532923.5023,5448331.3178,2943,00435070,,24325,101A AVE,V2W 0A7,WENDY D WHITTER NOTARY CORPORATION,LEGAL SERVICES,NOTARY PUBLIC,NOTARY PUBLIC,2021/12/23 08:00:00+00,HOME BASED,,604 467 5313,Work,,
528858.7433,5451610.0232,2944,00456312,203,22320,LOUGHEED HWY,V2X 2T4,MEESCAN INC,COMPUTER & TECHNOLOGY SERVICES,SOFTWARE DEVELOPMENT,ONLINE SUPPORT SERVICES FOR LIBRARIES,2021/12/07 08:00:00+00,COMMERCIAL,,604 800 8122,Work,,
531627.4749,5453679.3656,2945,00439571,,23697,128 AVE,V4R 1P9,DAVISON HEATING & A/C,CONTRACTOR,GAS,HOME BASED HEATING AND A/C,2021/12/15 08:00:00+00,HOME BASED,davisonheating.ca,604 753 7890,Work,,
526663.6787,5452558.7657,2946,00436503,,21180,STONEHOUSE AVE,V2X 8X9,LITTLE STAR,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,CHILD CARE,2021/12/14 08:00:00+00,HOME BASED,,604 781 6741,Work,,
525721.2113,5451925.9234,2947,00434101,,11924,207 ST,V2X 1X7,JOHNSTON MEIER INSURANCE AGENCIES GROUP,FINANCIAL & INSTITUTIONAL SERVICES,INSURANCE AGENT/BROKER,INSURANCE OFFICE,2022/01/07 08:00:00+00,COMMERCIAL,,604 467 5111,Work,,
527954.8904,5451977.0681,2949,00435155,,11968,WICKLOW WAY,V2X 3A9,MICHAEL DESJARDINS ACTION IMAGES PHOTOGRAPHY,PHOTOGRAPHY & FILM,COMMERCIAL PHOTOGRAPHER,PHOTOGRAPHY,2021/12/30 08:00:00+00,HOME BASED,,604 463 4242,Work,,
525074.6521,5451937.9332,2950,00434512,660,20395,LOUGHEED HWY,V2X 2P9,WESTGATE DENTAL CENTRE,PROFESSIONAL SERVICES,DENTIST,DENTAL OFFICE,2021/12/08 08:00:00+00,COMMERCIAL,,604 460 0206,Work,,
532318.9295,5448372.2621,2951,00432284,,10188,240 ST,V2W 1G2,PAWS AND CLAWS GROOMING SALON,ANIMAL SERVICES,GROOMER,DOG GROOMING,2022/02/01 08:00:00+00,HOME BASED,,604 466 5634,Work,,
,,2952,00457577,105,20285,STEWART CRES,V2X 8G1,DKD VEHICLE WASH SUPPLIES,WHOLESALE & DISTRIBUTION,UNCLASSIFIED WHOLESALE,DISTRIBUTOR - VEHICLE WAS SUPPLIES,2021/12/07 08:00:00+00,COMMERCIAL,,,Work,,
540576.3898,5451879.4604,2953,00433639,,28102,DEWDNEY TRUNK RD,V2W 1M1,WHONNOCK ROOFING LTD,CONTRACTORS,ROOFING,ROOFING,2021/12/29 08:00:00+00,HOME BASED,,604 462 7638,Work,,
531876.7921,5452270.9315,2954,00436159,,12082,238 ST,V4R 4X4,DIGICOM WEBDESIGN,COMPUTER & TECHNOLOGY SERVICES,WEB DESIGN,WEBSITE DESIGN AND CONSULTING,2022/02/08 08:00:00+00,HOME BASED,,604 467 1738,Work,,
537763.1416,5449359.8002,2955,00435887,,10655,268 ST,V2W 1M8,J.M. TRUCKING & WELDING,TRANSPORT GOODS & SERVICES,TRUCKING,TRUCKING & WELDING,,HOME BASED,,604 462 7191,Work,,
528931.4325,5451860.0159,2956,00434490,,22363,119 AVE,V2X 2Z2,MAPLE RIDGE DENTAL CENTRE,PROFESSIONAL SERVICES,DENTIST,DENTAL CLINIC 1 PROFESSIONAL - DR IIMURO,2021/12/06 08:00:00+00,COMMERCIAL,,604 463 2536,Work,,
531518.7495,5451860.4727,2957,00439585,,23635,119 AVE,V4R 2E1,FIRST CHOICE DAYCARE,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,CHILD CARE,2022/01/14 08:00:00+00,HOME BASED,,604 780 5527,Work,,
,,2958,00458226,308,14301,256 ST,,PACIFIC STAR MARINE INC,TRANSPORT GOODS & SERVICES,UNCLASSIFIED TRANSPORTATION SERVICE,MARINE THRUSTER REPAIR - STORAGE,2021/12/14 08:00:00+00,COMMERCIAL,,604 220 9824,Work,,
524609.4334,5450119.6231,2959,00433479,,20138,DITTON ST,V2X 9H4,STAN AIR,CONTRACTORS,UNCLASSIFIED CONTRACTOR,HVAC & REFRIGERATION SERVICE,2022/01/01 08:00:00+00,HOME BASED,,778 791 8040,Work,,
529195.5833,5451778.8549,2961,00451735,177,11900,HANEY PL,V2X 8R9,NEW TOUCH WIRELESS DBA FREEDOM MOBILE,COMPUTER & TECHNOLOGY SERVICES,TELECOMMUNICATIONS,CELL PHONE RETAIL,2022/02/11 08:00:00+00,COMMERCIAL,,604 479 5666,Work,,
532916.1846,5450625.8656,2964,00459285,,24331,112B AVE,,ACHIEVE SUPPORT & DEVELOPMENT 2020  #1260332 BC LTD,HEALTH SERVICES,COUNSELLING,PROVIDE INTERVENTION SERVICES FOR CHILDREN DIAGNOSED WITH AUTISM,2021/12/21 08:00:00+00,HOME BASED,ACHIEVESD.CA,604 916 3975,Work,,
527412.2208,5452994.5084,2965,00434977,,12470,HOLLY ST,V4R 2K7,KNOTTED SAGE,HOMECRAFT,UNCLASSIFIED HOMECRAFT,PERSONALIZED GIFTS - VINYL DECALS AND DECOR,2022/02/07 08:00:00+00,HOME BASED,,778 789 7849,Work,,
530085.3701,5451044.6759,2966,00433669,121,22950,116 AVE,V2X 2T7,MTM ON THE LEVEL CONTRACTING,CONTRACTORS,RENOVATION/RESTORATION/HOME IMPROVEMENT,RENOVATIONS & PROPERTY MANAGEMENT,2021/12/06 08:00:00+00,HOME BASED,,604 825 8862,Work,,
533417.0918,5448572.8956,2967,00432121,,10255,JACKSON RD,V2W 1G5,KATIE'S PLACE CAT SHELTER,ANIMAL SERVICES,UNCLASSIFIED ANIMAL SERVICE,NON PROFIT CAT SOCIETY,2021/11/17 08:00:00+00,COMMERCIAL,,604 463 7917,Work,,
525721.2113,5451925.9234,2968,00434908,1A,11968,207 ST,V2X 1X7,HELLO BUBBLE / 1354245 BC LTD,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,CAFE,2022/03/25 07:00:00+00,COMMERCIAL,,778 858 5795,Work,,
525501.1788,5450491.3956,2970,00460582,,11233,DARTFORD ST,V2X 1V2,ALL IN PROMOTIONS AND BUSINESS SOLUTIONS,BUSINESS SERVICES,CONSULTING SERVICE,"CONSULTING - PROMOTING NEW PRODUCTS TO MARKET, BUSINESS DEVELOPMENT ETC",2022/03/09 08:00:00+00,COMMERCIAL,,778 982 2741,Work,,
534860.9614,5451633.5742,2972,00433118,,11790,252 ST,,LAND RENOVATORS CONTRACTORS INC,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),"RESIDENTIAL, COMMERCIAL CONTRACTORS",2021/12/21 08:00:00+00,HOME BASED,,604 477 1053,Work,,
529896.2801,5455399.6591,2975,00436199,,22850,137 AVE,V4R 0B6,LETTS ENVIROMENTAL CONSULTANTS LTD,ENVIRONMENTAL & ECOLOGICAL,ENVIRONMENTAL CONSULTANT,ENVIRONMENTAL CONSULTING SERVICES,2021/12/07 08:00:00+00,HOME BASED,,604 329 2972,Work,,
525013.0728,5450286.9803,2976,00433628,,20387,CHIGWELL ST,V2X 8H4,GUTTER GUY,CONTRACTORS,SIDING/GUTTERS,GUTTER CLEANING & REPAIR,2022/02/09 08:00:00+00,HOME BASED,,604 459 8058,Work,,
524285.0626,5451064.3735,2977,00435823,107,11517,KINGSTON ST,V2X 0Z5,UNIFIED TRAINING CENTRE,SPORTS & RECREATION CENTRE,FITNESS CENTRE/GYM,MARTIAL ARTS,2021/12/03 08:00:00+00,COMMERCIAL,,604 466 1020,Work,,
529878.69,5451565.7128,2978,00434861,102,22805,LOUGHEED HWY,V2X 2V7,PAPPA LEO'S PIZZA,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,PIZZARIA,2021/12/13 08:00:00+00,COMMERCIAL,,604 467 7800,Work,,
531960.8784,5451227.1773,2979,00433112,,11596,238A ST,V2W 2A9,NORQUEST HOMES LTD,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),NEW HOME CONSTRUCTION,2022/04/14 07:00:00+00,HOME BASED,,604 466 3334,Work,,
524378.8653,5451087.7048,2980,00433234,,11520,KINGSTON ST,V2X 9J8,LUSO CONCRETE LTD & LUSO CONCRETE (2007) LTD,CONTRACTORS,CONCRETE - POUR/FINISH/FORM/REINFORCE,"CONCRETE PUMPING, PLACING & FINISHING (NOT A PRODUCTION FACILITY)",2022/05/13 07:00:00+00,COMMERCIAL,,604 465 1347,Work,,
525908.1302,5452314.1604,2981,00432612,,20820,WICKLUND AVE,V2X 8M5,SUREFIRE GAS INSTALLATIONS,CONTRACTOR,GAS,GAS FITTERS,,HOME BASED,,604 466 8333,Work,,
533533.7405,5449508.4754,2982,00460996,,24608,KIMOLA DR,V2W 0C1,WILD BLOOMS FLOWER TRUCK INC,TEMPORARY VENDOR,FLOWERS,MOBILE FLOWER SHOP,2022/05/30 07:00:00+00,HOME BASED,,604 353 3423,Work,,
536020.664,5446897.8415,2984,00432214,,9442,SPILSBURY ST,V2W 1K8,LORI GRAHAM,BUSINESS SERVICES,ADVERTISING/MARKETING/PUBLIC RELATIONS,ADVERTISING/MARKETING/PR,2021/12/06 08:00:00+00,HOME BASED,,604 880 1181,Work,,
524479.1523,5450916.7891,2985,00435374,2,11455,201A ST,V2X 0Y3,WESTERN REGAL LAND CORPORATION,REAL ESTATE,LAND DEVELOPMENT,BUILDING & DEVELOPMENT,2021/12/21 08:00:00+00,COMMERCIAL,,604 460 1668,Work,,
527697.026,5452289.9774,2987,00432564,,21719,121 AVE,V2X 3S7,AUTO FAST LANE,BUSINESS SERVICES,ADVERTISING/MARKETING/PUBLIC RELATIONS,ONLINE MARKETING FOR AUTOMOTIVE INDUSTRY,2022/02/09 08:00:00+00,HOME BASED,,,Work,,
528939.0185,5452009.8241,2988,00435558,,22366,DEWDNEY TRUNK RD,V2X 3J2,KEJA ENTERPRIZES,PERSONAL SERVICES,HAIR SALON/BARBER,HAIRDRESSING - CHAIR RENTAL,2021/12/23 08:00:00+00,COMMERCIAL,,604 463 1155,Work,,
530176.433,5455545.5602,2989,00433230,,22900,GILBERT DR,V4R 0C4,NEW WORLD WATERPROOFING LTD.,CONTRACTORS,DAMP PROOFING,DAMP PROOFINGWATERPROOFING BELOW GRADE CONCRETE FOUNDATIONS,2021/12/06 08:00:00+00,HOME BASED,,778 887 6014,Work,,
537008.6922,5448665.3494,2992,00458395,,10348,262 ST,V2W 1K4,STUDIO 33 CUSTOM UPHOLSTERY,HOME & INDUSTRY SERVICES,FURNITURE/UPHOLSTERY REPAIR,SMALL FURNITURE UPHOLSTERY,2022/03/21 07:00:00+00,HOME BASED,,604 308 3860,Work,,
,,2993,00435074,104,11952,224 ST,,SILVER VALLEY BREWING CO. LTD,MANUFACTURING,FOOD & BEVERAGE,CRAFT BREWERY WITH LOUNGETOTAL OCCUPANT LOAD 40PATRON  35EMPLOYEE 5,2022/01/10 08:00:00+00,COMMERCIAL,,604 380 1222,Work,,
524962.6558,5451522.6442,2994,00436506,,20327,DALE DR,V2X 8V6,EZRA MAPLE RIDGE ENTERPRISES LTD,EDUCATION & INSTRUCTION,SUPPORT SERVICE (TUTOR),TUTORING BUSINESS,2021/12/07 08:00:00+00,HOME BASED,,604 838 5338,Work,,
524525.1247,5451849.8112,2995,00459590,,20135,BRUCE AVE,V2X 9E1,JIM'S MOWING - GOLDEN EARS,HOME & INDUSTRY SERVICES,GARDENER/LAWN MAINTENANCE,LAWN & GARDEN CARE,2022/03/16 07:00:00+00,HOME BASED,,604 312 3474,Work,,
,,2996,00460630,19,11461,236 ST,,PREFERRED POWER SOLUTIONS,CONTRACTOR,ELECTRICAL,ELECTRICAL CONTRACTING COMPANY,2022/02/09 08:00:00+00,HOME BASED,PREFERREDPOWER.CA,778 773 4995,Work,,
528777.0606,5451456.6842,2997,00460750,,11739,223 ST,V2X 5X8,CEED CENTRE FARM MARKET / CEED CENTRE SOCIETY,COMMUNITY GROUPS,CIVIC/SOCIAL ORGANIZATIONS,1 DAY/WK POCKET FARM MARKET IN THE COMMUNITY GARDEN PAVILLION,2022/03/01 08:00:00+00,COMMERCIAL,,604 463 2229,Work,,
531809.9363,5450231.2622,2998,00460966,,23764,KANAKA WAY,V2W 2E2,UNIQUE FLOORS LTD,CONTRACTORS,FLOORING CARPET RESILIENT,FLOOR INSTALLATION & REPAIR,2022/05/25 07:00:00+00,HOME BASED,,778 714 7880,Work,,
